homeMGRA,vmt_per_capita_by_mgra
1.0,22.569232687791473
2.0,18.32714415704172
3.0,18.933379506529946
4.0,18.51089929940487
5.0,13.15290608593033
6.0,22.805945153046792
7.0,13.433634675276624
8.0,16.6891418158719
9.0,16.336157654388202
10.0,16.247854716198564
11.0,14.116441871204081
12.0,18.98760807276138
13.0,20.216248768142844
14.0,13.585648715623096
15.0,16.48245836412213
16.0,21.170686099833294
17.0,15.351220435908882
18.0,16.828577865385885
19.0,29.332425939264755
20.0,15.543243414687012
21.0,10.922289759286237
22.0,13.930661860242227
23.0,16.135556016862207
24.0,16.470609884562705
25.0,21.942122054845715
26.0,16.598980440425034
27.0,15.99443653438111
28.0,10.798391839675407
29.0,16.699605820563516
30.0,18.026532630641757
31.0,15.103102462515325
32.0,18.44977234695135
33.0,21.358784366144146
34.0,18.343706943882754
35.0,15.353988730044245
36.0,18.050672229271527
37.0,14.47031312931328
38.0,15.328585755310886
39.0,13.955496350943273
40.0,17.196830008095237
41.0,20.602708437190195
42.0,16.09868574837337
43.0,15.288770912306502
44.0,16.583282782237465
45.0,4.7559950083333336
46.0,18.157378063380488
47.0,17.596328973179702
48.0,18.31630205561897
49.0,13.648109303488045
50.0,17.18151256751719
51.0,20.412376275224506
52.0,14.89471932250558
53.0,19.885982901293023
54.0,19.127603251059593
55.0,0.0
56.0,19.731562053999752
57.0,14.532862195146674
58.0,24.643601811595097
59.0,15.416132695776156
60.0,16.47790868191072
61.0,18.193236350203374
62.0,19.769536705428074
63.0,16.801272184953454
64.0,14.718406427827484
65.0,15.045879915264868
66.0,13.804785412009297
67.0,14.970758560021716
68.0,17.56785917789442
69.0,15.109094700004631
70.0,14.782592980764596
71.0,17.815177442211155
72.0,22.445760885324102
73.0,10.545661159545753
74.0,19.454938898221453
75.0,12.392161906963144
76.0,19.894172969244583
77.0,16.55762949625138
78.0,13.083439764066991
79.0,16.04489503692798
80.0,6.146930286122624
81.0,11.362318515253982
83.0,8.670846306755458
84.0,10.734686847783909
85.0,11.684522019320404
86.0,11.257540959700147
87.0,14.734820449315672
89.0,10.936100162117125
90.0,17.95996523591149
91.0,13.6674838991842
92.0,19.174252883333335
93.0,14.616497239473775
94.0,9.575033643276852
96.0,8.875929832009136
97.0,16.254408915973254
98.0,14.469037956955791
99.0,17.113696984488378
100.0,15.534379980897329
101.0,15.918187548080287
102.0,12.397421561463792
103.0,13.354000369178497
104.0,16.83997138877542
105.0,13.294554491905492
106.0,12.82835772570711
107.0,14.666395696291607
108.0,17.497175900819435
109.0,15.612145887005434
110.0,11.378024056902321
111.0,15.217483397328953
112.0,14.896394694828171
114.0,14.878053590587077
115.0,21.453608270922796
116.0,16.05117807797847
117.0,13.676607148589367
118.0,14.489080618006264
119.0,17.642337819317575
120.0,15.867552246781182
121.0,10.177208839556299
122.0,12.644639209521758
123.0,12.179331459345613
124.0,13.723554966765583
125.0,12.123821784084035
126.0,9.47554321059958
127.0,11.454819322698086
128.0,12.718718195356985
129.0,15.735260981798627
130.0,15.308997012201077
131.0,13.425092353256334
132.0,16.700829785418556
133.0,13.278919735461018
134.0,18.795699445915588
135.0,15.308095077658036
136.0,12.923745765952884
137.0,11.754422293060607
138.0,23.30417045
139.0,12.343812108536431
140.0,18.066072487860467
141.0,13.118720482190591
142.0,16.96891518913468
143.0,18.005099097131147
144.0,7.169698094976169
145.0,14.677108603116517
146.0,13.103494865482892
147.0,15.482287659649622
148.0,14.134075012377092
149.0,11.377753385773213
150.0,13.795145838655317
151.0,11.772524630351318
152.0,19.186601386953793
153.0,16.004563482075387
154.0,11.396864707235958
155.0,13.14987670543173
156.0,12.376437759271159
157.0,11.326393746953192
159.0,16.767312291618993
160.0,10.581193469669035
161.0,13.38803979912196
162.0,11.965798541396063
163.0,11.936228072078045
165.0,12.31437017441128
166.0,11.606142192504981
167.0,12.493078227025563
168.0,9.19863553247457
169.0,11.889361228101142
170.0,11.65068771280108
171.0,14.106498372137551
172.0,13.40751232590448
173.0,11.227755118740943
174.0,11.700437512537048
175.0,10.876458111244615
176.0,11.994689409487162
177.0,12.772339718754866
178.0,11.478899862230193
179.0,13.962991194121292
180.0,13.349491383088688
181.0,17.796197238319085
182.0,10.348121366995226
183.0,13.841608504441476
184.0,16.2663499948397
185.0,9.769578660332536
186.0,13.813307875849768
187.0,18.427805986483314
188.0,12.614166681754849
189.0,15.128714404492005
190.0,11.283373824556282
191.0,13.105281896218631
192.0,14.962439409474445
194.0,14.607636536002667
195.0,16.263387846262297
196.0,12.19609181336451
197.0,
198.0,15.023998967893844
199.0,13.82906418019198
200.0,12.75624882728274
201.0,11.449072354623366
202.0,10.102042423564285
203.0,11.373650813190029
205.0,12.268747138735401
206.0,10.892685392693613
207.0,12.215883478689266
208.0,12.529811016892475
209.0,12.888495592870713
210.0,10.78282516106424
211.0,11.687383300264061
213.0,8.393129890884703
214.0,9.598255053099239
215.0,9.836451607482234
216.0,9.989326678478795
217.0,10.70094038171314
220.0,4.847252280731166
221.0,15.289234494455542
222.0,15.444258501407457
223.0,14.316527253620887
224.0,13.382730700405949
225.0,15.197495454511044
226.0,13.612433701424441
227.0,13.379357104962137
228.0,12.850392885334607
229.0,12.139437053050631
230.0,11.636230196106878
231.0,14.919076388626992
232.0,15.162042499518
233.0,17.978123134262855
234.0,15.388870450616512
235.0,15.072685702593134
236.0,15.638662853384753
237.0,17.10420357896776
238.0,16.537221430499716
239.0,19.448138602734375
240.0,16.887705029559687
241.0,16.486021720978577
242.0,15.825379557910235
243.0,13.880174090855935
244.0,17.742416095555555
245.0,14.83892809281679
246.0,10.188275858338462
247.0,14.486692930924084
248.0,15.743805962271093
249.0,16.182609852344328
250.0,12.769152544030803
251.0,12.739384983004822
253.0,13.004010563731686
254.0,14.530061379416292
255.0,13.33546899884706
256.0,20.165896621375612
257.0,15.033985341111277
258.0,11.138931263689013
259.0,13.274859143962312
260.0,16.46871689431974
261.0,14.09418841616248
262.0,14.379241896546416
263.0,10.726187502013964
264.0,20.21490346669971
265.0,12.999372243073266
266.0,10.712318272585408
267.0,10.508058323169797
268.0,7.114398497475959
269.0,10.977635520340293
270.0,13.771652305532651
271.0,9.260470859932603
272.0,11.518479949534198
273.0,7.155355658395062
274.0,11.24173037042547
275.0,13.062554623366458
276.0,25.0652224
277.0,12.690191107385948
279.0,14.192982635788818
280.0,13.611467612803526
281.0,13.335806440725555
282.0,12.651165865607277
283.0,13.883931366976473
284.0,12.13660329967329
285.0,11.613483067486257
286.0,14.034171070964135
287.0,13.317442220644118
288.0,12.288556555237264
289.0,14.401712227201866
290.0,14.090768405250829
291.0,14.36818955600863
292.0,12.354691773372632
293.0,15.187347114257946
294.0,13.542925183113953
295.0,15.192785519819582
296.0,13.770275352680098
297.0,13.888144129193064
298.0,15.466521199094117
299.0,12.641442018299966
300.0,9.520938686149412
302.0,15.760348306422712
303.0,13.384321451690345
304.0,11.888750657483843
305.0,10.506315656869695
306.0,13.539746759379925
307.0,15.551642275894539
308.0,13.580360445036344
309.0,11.477700330811576
310.0,14.669940975972548
311.0,12.567680276260715
312.0,12.713299306606242
313.0,17.897746954032243
314.0,15.460019557004623
315.0,12.117539591627672
316.0,11.219455111420665
317.0,13.876965105960094
318.0,11.267048178478284
319.0,11.763767514144723
320.0,11.869550447354044
321.0,13.724035245634674
322.0,12.215309468168188
323.0,
324.0,12.636536855282449
325.0,11.680671123408873
326.0,14.32068213896429
327.0,14.31300179550093
328.0,12.901531913865654
329.0,11.795761852723164
330.0,11.528249065189877
331.0,10.908381340340563
332.0,12.682627856326272
333.0,12.114759282512777
334.0,11.309992741756835
335.0,13.367503078951302
336.0,10.673033748533536
337.0,10.80512841723747
338.0,10.739706908981944
339.0,12.350880382933873
340.0,11.241639527620109
341.0,11.617158622721503
342.0,11.821255424270753
343.0,12.595042293321264
344.0,11.736479288875701
345.0,11.453182412735453
346.0,13.070029769191166
347.0,14.111341981608373
348.0,16.536008590333026
349.0,14.88789129041002
350.0,16.086967559960527
351.0,13.589991865784489
352.0,14.59207521321189
353.0,14.251656471662555
354.0,15.05221252719852
355.0,14.658371196023182
356.0,14.303442323308696
357.0,14.512098992719773
358.0,13.578312589112665
359.0,14.327812352761642
360.0,13.649176057625617
361.0,16.13601835181493
362.0,14.985561180054848
363.0,10.620660294390401
364.0,12.196298175387941
365.0,12.849970858211792
366.0,12.679739144865765
367.0,13.483447430979139
368.0,16.202092460021436
369.0,15.594384518142052
370.0,17.4793226339119
371.0,15.643393481860922
372.0,16.583452091714985
373.0,16.50308272306533
374.0,16.810995676982643
375.0,14.773083187271848
376.0,12.64522076351213
377.0,11.525088462184733
378.0,16.21658734392612
379.0,13.72838367978523
380.0,13.347851190646294
381.0,15.022098801831715
382.0,13.866857583182842
383.0,11.616472559478566
384.0,13.213980500413822
385.0,12.789927151040876
386.0,11.96844002143242
387.0,13.749121533247939
388.0,12.16990820882943
389.0,10.165198145929619
390.0,11.223130610147916
391.0,12.933749946983683
392.0,10.390371247676297
393.0,13.925362088157526
394.0,11.878557262985689
395.0,12.131378011592952
396.0,14.614634231267331
397.0,14.047294728149193
398.0,10.945888033628588
399.0,11.038554618184547
400.0,10.20939301513458
401.0,10.29626993871907
402.0,13.24027069148308
403.0,9.841176061648408
405.0,13.008356561304918
406.0,11.16954478656019
407.0,11.426533319317683
408.0,12.286923922103972
409.0,10.97748779644401
410.0,11.651627630442613
411.0,12.147724139198862
412.0,12.911015916119242
413.0,10.68478810453769
414.0,12.07927389290322
415.0,11.424036695271395
416.0,11.601628005009308
417.0,11.693588064676305
418.0,12.560906532686339
419.0,11.456878338521845
421.0,10.601246546881598
422.0,11.039328663598985
423.0,12.069122925698249
424.0,8.40600816852622
425.0,9.84499152019227
426.0,12.235781669728372
427.0,11.657188305552536
428.0,10.994303318104082
429.0,11.113403384534822
430.0,10.036105475531953
431.0,11.221506124086664
432.0,10.058471506525196
433.0,17.059726569499645
434.0,37.64567505
435.0,7.007675338710135
436.0,10.703224748841727
437.0,10.553242591193332
438.0,7.4919521825
439.0,13.730885392379026
440.0,12.920712859846235
441.0,13.109141837786144
442.0,13.457690979674373
443.0,12.255691278081871
444.0,13.415024450783683
445.0,14.55355079763321
446.0,13.95413868615437
447.0,8.564578826683523
448.0,14.404822244093966
449.0,16.130338574102677
450.0,11.904493403813019
451.0,12.73824692458658
452.0,11.973758340969331
453.0,8.722160240035027
454.0,12.55581867737903
456.0,9.775385266741441
457.0,9.99884842137518
459.0,13.370283324328316
460.0,12.981159366467171
461.0,11.07276579279053
462.0,11.786289500352918
463.0,15.721266855778872
464.0,14.95814045271193
465.0,14.371696096498692
466.0,10.592255902444176
467.0,16.01050024814857
468.0,16.23451616835563
469.0,18.51796952639034
470.0,13.427823493389202
471.0,22.591034888488792
472.0,13.823922376997858
473.0,17.01542602064356
474.0,15.51611699454912
475.0,15.058533151266017
476.0,15.528277587909416
477.0,14.089065396827607
478.0,6.984230417422255
479.0,15.592560472070106
480.0,16.545407270991166
481.0,15.265204656539767
482.0,13.320424225146516
483.0,11.549167000522598
484.0,13.16432043516419
485.0,17.004386267601433
486.0,9.626188549218663
488.0,12.83407490833212
489.0,11.85201668482851
490.0,13.075288223632207
491.0,11.823451492339627
492.0,12.929338075022237
493.0,10.591119297054828
494.0,11.281095780548677
495.0,13.054642999698881
496.0,11.455277634967223
498.0,13.135719561652895
499.0,10.038171324709134
500.0,12.163065326504698
501.0,28.408520584698408
502.0,12.328699655254491
503.0,10.275110606611598
504.0,12.307711761461098
505.0,11.697558633024679
506.0,12.142006743460806
508.0,12.037632129015755
509.0,12.538156653208219
510.0,13.140719527215614
511.0,11.901703754184046
513.0,11.913768076910133
514.0,11.821976529851158
515.0,11.89663194594805
516.0,12.69905381637576
517.0,10.791010815739796
518.0,11.62139308800901
519.0,14.518360410814985
521.0,11.610640462895155
522.0,16.18736160515798
523.0,14.22096128713576
524.0,12.208929097950705
525.0,15.015258052158622
526.0,9.45058106494316
527.0,7.961537549514546
528.0,12.80678567215136
529.0,11.443687270769678
530.0,13.73261963191542
531.0,14.216039918158655
532.0,12.516772089793955
533.0,12.427770616676286
535.0,5.56786848
536.0,10.636253624634023
537.0,13.129860615161546
538.0,14.838048709184001
539.0,13.775630707841021
540.0,13.695187106479239
541.0,13.321602021659874
542.0,10.531594982166688
543.0,14.47197369833646
544.0,12.52793670895931
545.0,15.816285276487136
546.0,17.18793275885284
548.0,12.319439044703424
549.0,23.29762377113915
550.0,14.805740381605396
551.0,14.286545446820611
552.0,4.546428294939393
553.0,11.77618797926274
554.0,13.838080997606228
555.0,14.479056756872984
556.0,13.333050315734729
557.0,12.63660828944
559.0,16.793733712919153
560.0,13.584229772924294
561.0,14.522379604076159
562.0,13.812095774181932
563.0,14.900514082293464
564.0,13.649975916572124
565.0,14.284190224651821
566.0,21.46333774124175
567.0,19.170174708312018
568.0,18.31376175094777
569.0,18.012814569976904
570.0,18.20879758900681
571.0,16.955407563300163
572.0,18.06026499373128
573.0,19.649545210996248
574.0,20.426776739551922
575.0,23.436835029364993
576.0,15.171077701876182
577.0,22.30886101872886
578.0,17.46419972734585
579.0,17.70556463088629
580.0,21.988463853564735
581.0,20.76565535486557
582.0,17.50937118796897
583.0,17.534269930309993
584.0,21.168543307081016
585.0,18.811111396670853
586.0,20.88763010105821
587.0,20.36857773557869
588.0,15.172870037213498
589.0,17.44236095360318
590.0,20.176833615486466
591.0,21.55374027070056
592.0,19.579697531885966
593.0,21.296030303753437
596.0,21.361533372697025
597.0,22.238125878098217
598.0,19.879292996479435
599.0,24.7731929783215
600.0,22.169228170302443
601.0,20.121277811019176
602.0,20.880046481497722
603.0,21.463929662006272
604.0,23.72416421528151
605.0,23.300481960714286
606.0,15.053826568378879
607.0,35.702963438462945
608.0,22.730292662165194
609.0,17.515726534855336
610.0,18.977817904219187
611.0,20.342546280244132
612.0,16.7713095710822
613.0,14.380057171727238
614.0,15.20918204420524
615.0,16.13194983423906
616.0,15.674696861414601
617.0,16.630677570841073
618.0,16.893728635761757
619.0,21.004757433779048
620.0,18.50351626265772
621.0,17.222414793190445
622.0,18.362032258090494
623.0,15.440936773218802
624.0,14.286424366054298
625.0,17.085015029430988
626.0,12.645669128574188
627.0,16.966030744845195
628.0,16.76542932796866
630.0,14.65207497842726
631.0,14.397012677422214
632.0,15.047745564569937
633.0,15.902418784523176
634.0,13.902260644746692
635.0,13.518511310953167
636.0,14.011157097002007
637.0,12.158164370446634
638.0,9.661678971297743
640.0,10.347017877048541
641.0,29.17356558
642.0,17.962361156171006
643.0,13.279801880835572
645.0,16.285299096600266
646.0,17.051357809810753
647.0,12.278549669213742
648.0,0.0
649.0,12.475158828103067
650.0,12.952610783248144
651.0,15.562714585610028
652.0,16.200870776260153
653.0,15.645388319795513
654.0,14.00190763331441
655.0,11.783338007500001
656.0,14.103910091790278
657.0,14.714482793943246
658.0,13.489645286801544
659.0,12.736029811821222
660.0,
661.0,13.53212131563377
663.0,12.021783363369657
664.0,15.13082942238012
665.0,14.241516628893253
666.0,14.4951663440172
667.0,5.369548268403193
668.0,11.190430061892561
669.0,8.028000848114164
670.0,10.062398789418467
671.0,9.289828296915841
673.0,10.178304230345828
674.0,10.682525170250658
675.0,9.51843562320292
676.0,9.733439913607375
677.0,9.661932228440351
678.0,13.375099912811006
680.0,11.608884067669848
681.0,0.13353316132534
682.0,9.278135941800285
683.0,11.134628317574501
684.0,8.783221568126097
685.0,11.50150539203535
686.0,9.711186928092964
687.0,8.933402524148901
688.0,20.030840083265502
689.0,9.895487347768597
692.0,10.270468600120992
693.0,10.66432771075296
694.0,9.899668218452913
695.0,11.011739301359134
696.0,10.40115248984326
697.0,9.156866552666665
698.0,10.858014415726288
699.0,10.744371613503368
702.0,8.914793072798513
703.0,29.0362765
705.0,12.654816671252288
706.0,12.544120737218261
707.0,14.57580980704408
708.0,12.690862985532727
710.0,9.892547616010745
711.0,11.466562899916857
712.0,10.816843142862036
713.0,10.241881044053153
714.0,11.842172827762463
715.0,10.164130081047057
716.0,14.646607070454825
717.0,13.087228274745785
718.0,2.5704878877354917
719.0,14.816862363154533
721.0,9.082924845959667
722.0,11.03576006
723.0,36.12234298877252
724.0,8.28555265337908
725.0,3.1942469547275
726.0,4.5255121
727.0,18.49098530879672
728.0,8.666067216873461
730.0,10.29048180485197
731.0,8.138018419602377
732.0,8.9364718152467
733.0,8.846986794556962
734.0,8.758664814076965
735.0,6.198167425792027
