TAZ,vmt_per_capita_by_taz
268,19.6
269,17.2
270,10.8
271,33.3
272,19.5
273,13.9
274,27.2
275,16.3
276,19.1
277,35.5
278,41.8
279,18.0
280,21.3
281,35.1
282,35.9
283,33.6
284,59.7
285,35.9
288,29.2
289,109.7
290,27.1
291,30.4
293,9.6
294,26.4
295,24.7
296,19.0
297,18.0
298,17.6
299,30.6
300,21.8
301,34.0
302,24.7
304,68.4
305,22.6
307,19.6
308,51.3
309,17.5
310,18.1
311,17.7
312,18.7
313,17.7
314,36.6
315,22.5
317,33.3
318,35.2
319,42.3
320,20.1
321,18.3
322,20.4
323,32.3
324,37.4
325,29.1
326,36.9
327,32.2
328,16.3
329,34.3
330,18.9
331,29.5
332,30.2
333,18.1
334,19.2
335,18.0
336,14.8
337,25.5
339,16.4
340,16.7
341,17.8
342,17.2
343,17.2
344,19.8
345,17.8
346,17.7
347,29.6
348,21.5
349,16.8
350,18.0
352,17.6
353,21.4
354,21.2
355,100.1
357,30.8
358,34.9
359,18.5
360,17.2
362,19.0
363,39.1
364,17.8
365,18.2
366,3.9
367,14.6
368,19.6
369,17.1
370,26.4
371,31.0
372,15.5
373,13.4
374,15.7
375,13.6
376,14.9
377,16.7
379,23.5
380,15.4
381,18.3
382,17.3
383,29.9
384,17.0
385,17.5
386,19.2
387,33.5
389,23.6
390,14.3
391,36.3
392,17.5
393,34.4
394,31.5
395,17.0
396,16.1
397,17.9
398,44.3
399,18.1
400,17.2
401,16.9
402,55.0
404,66.8
405,17.1
406,14.1
407,15.1
408,15.9
409,25.9
411,19.8
413,23.1
414,17.1
415,18.4
416,33.1
417,14.3
418,15.3
419,14.4
420,43.7
421,17.1
422,18.4
423,13.4
425,15.9
426,15.4
428,15.9
429,18.8
431,33.6
432,14.9
433,14.6
435,16.2
436,14.1
438,14.1
439,15.6
440,14.7
444,16.5
445,16.1
446,16.7
447,19.1
448,32.3
449,17.9
450,18.1
451,16.5
452,14.7
453,13.3
454,29.2
455,15.6
456,13.6
457,15.8
459,16.8
460,17.5
461,12.0
462,15.2
465,11.3
466,16.4
467,11.7
468,10.8
470,13.1
471,16.6
472,27.7
473,22.3
474,16.1
476,18.6
477,22.7
478,27.7
479,21.4
480,12.1
481,24.8
482,14.5
484,19.6
485,32.0
486,34.5
487,14.9
488,27.9
489,14.7
490,11.9
491,23.2
492,31.6
494,14.9
495,17.4
496,17.0
497,15.1
499,15.2
500,20.9
503,14.2
505,15.0
506,15.3
507,18.7
508,15.4
509,10.9
510,27.5
511,10.9
512,36.2
513,15.4
515,10.9
516,10.7
517,16.4
518,19.2
519,16.9
520,13.4
521,15.3
522,82.7
523,17.2
525,13.4
526,15.8
527,36.1
528,32.4
529,19.0
530,14.1
531,15.0
532,13.0
533,14.1
534,15.3
535,13.9
536,16.3
537,14.6
538,13.6
539,17.0
540,11.2
541,17.3
542,13.6
543,18.1
544,15.1
545,15.7
546,12.6
547,10.9
548,3.1
550,18.2
551,72.1
552,13.7
556,21.5
557,12.2
558,13.9
559,16.1
560,16.0
561,10.5
562,18.9
563,13.4
564,53.1
565,14.8
566,14.7
567,13.1
568,34.6
569,14.1
570,16.2
571,14.4
573,20.4
574,10.4
575,18.0
576,13.3
577,14.3
578,12.8
579,15.6
580,15.1
581,14.8
582,30.2
583,17.1
584,14.5
585,13.9
586,13.2
587,14.8
588,11.6
589,14.0
590,15.4
591,9.8
592,11.8
593,15.1
594,13.4
595,12.8
596,33.4
597,25.5
598,17.3
599,14.8
600,15.9
601,15.4
604,24.2
606,6.3
607,15.8
608,17.7
609,11.8
610,14.7
611,32.8
612,15.5
613,16.0
614,14.5
615,17.8
616,46.3
617,11.9
618,15.1
619,14.5
620,12.2
621,20.7
622,13.4
623,14.0
624,14.3
625,26.7
626,17.2
627,11.6
628,14.1
629,21.9
630,15.2
631,18.5
632,16.8
633,14.6
634,17.9
635,12.8
636,12.3
637,22.9
638,16.7
639,17.0
640,12.5
641,13.9
642,19.0
643,11.8
644,16.6
645,18.4
646,12.2
647,17.8
648,17.9
649,18.2
650,15.3
651,19.1
652,13.8
653,15.1
654,17.1
655,17.0
656,20.3
657,14.0
658,18.6
659,19.5
660,16.5
662,18.9
663,17.0
664,14.7
665,17.9
666,15.0
667,15.3
668,12.3
669,12.3
670,13.9
671,18.2
672,15.8
673,18.8
674,11.2
675,18.2
676,15.7
677,15.4
678,17.9
679,14.8
680,15.8
681,13.8
682,21.8
684,15.0
686,19.0
687,18.3
688,15.0
690,16.3
691,17.4
692,15.5
693,17.5
694,17.4
695,17.3
697,18.8
698,18.6
699,9.5
700,19.6
701,24.3
703,21.4
706,15.9
708,16.6
710,29.1
711,23.4
712,12.7
713,17.8
714,41.1
715,17.5
716,16.4
717,17.3
719,21.4
720,24.8
721,20.4
722,17.4
723,12.7
724,13.7
725,17.8
726,15.1
727,22.4
728,17.2
729,16.1
730,17.8
731,19.5
732,18.8
733,17.4
734,16.8
737,17.9
738,50.9
739,18.8
740,4.6
741,19.2
742,14.6
743,18.8
744,17.6
745,14.8
746,17.6
747,15.9
748,18.1
749,15.4
750,17.4
751,17.7
752,19.1
753,17.8
754,21.3
755,19.4
756,33.9
757,20.7
759,21.1
760,25.7
761,19.4
762,16.6
763,17.7
764,19.1
765,17.7
766,19.5
767,19.2
768,19.1
769,20.6
770,18.4
771,17.6
772,17.4
773,18.3
774,29.2
775,16.7
776,13.6
777,21.5
778,17.6
779,17.5
780,13.2
781,18.1
782,16.1
783,15.9
784,15.7
785,17.7
786,19.6
788,20.3
789,19.1
790,18.5
791,22.4
792,19.0
793,14.2
794,22.8
795,20.6
796,18.4
797,20.9
798,21.0
799,14.6
800,16.2
801,16.4
802,38.9
803,19.4
804,19.8
805,21.4
806,20.1
807,18.8
808,13.7
809,14.4
810,83.5
811,35.1
812,16.0
813,18.6
814,17.1
815,18.1
816,19.9
817,13.2
818,14.9
819,19.2
820,15.0
821,18.4
822,17.7
823,6.0
824,15.5
825,21.4
826,14.3
827,18.7
828,14.1
829,17.7
830,12.2
831,18.3
832,16.1
833,18.9
834,15.5
835,14.8
836,19.0
837,18.6
838,18.8
839,15.7
840,18.3
841,15.4
842,14.6
843,16.2
844,15.2
845,15.4
846,13.4
847,16.3
848,18.6
849,15.8
850,17.7
851,19.1
852,19.3
853,20.1
854,17.2
855,16.8
856,19.4
857,17.4
858,37.6
859,15.4
860,51.9
861,20.4
862,20.1
863,15.1
864,19.0
865,17.2
866,13.9
867,15.9
869,18.9
870,15.7
871,13.4
873,19.0
874,16.1
875,19.3
876,18.2
877,17.4
878,17.3
879,16.4
880,17.3
881,17.8
882,18.4
883,19.0
884,21.0
885,18.4
886,19.3
887,19.2
888,17.2
889,19.3
890,17.5
891,17.9
892,19.4
893,19.6
894,12.8
895,18.5
896,15.7
897,15.0
898,15.3
899,15.3
900,17.3
901,23.6
902,17.1
903,18.1
904,20.8
905,17.5
906,17.8
908,16.1
909,15.8
910,18.1
911,15.4
912,20.2
913,17.9
914,18.4
915,15.5
916,12.6
918,15.7
919,15.1
920,20.6
921,15.9
922,16.3
924,17.9
926,17.4
928,13.0
929,18.3
930,13.2
932,14.8
933,20.0
934,11.4
935,15.4
936,14.3
937,13.9
938,19.4
940,15.7
941,16.1
942,17.4
943,16.0
945,18.1
946,18.1
947,16.3
948,16.3
949,12.8
950,12.1
952,16.1
953,11.2
954,15.6
955,16.5
956,17.7
958,13.1
960,13.2
962,15.2
963,11.4
964,15.2
966,23.7
967,13.5
970,9.5
971,20.8
972,13.4
974,14.8
975,16.3
976,18.3
977,11.7
978,14.7
979,16.1
980,12.5
984,14.3
987,17.1
988,14.4
989,16.8
990,12.7
991,10.9
993,11.8
995,11.7
996,15.2
999,13.7
1001,10.7
1003,13.0
1004,20.7
1006,13.7
1007,11.9
1008,21.7
1009,13.1
1010,9.1
1011,14.4
1012,5.0
1013,12.8
1014,16.5
1015,13.9
1017,13.1
1019,14.3
1020,11.7
1021,13.1
1022,12.9
1023,15.1
1024,11.2
1026,16.5
1027,29.5
1030,12.1
1031,17.4
1033,12.8
1034,12.2
1035,15.7
1036,17.2
1038,17.0
1041,13.5
1042,13.4
1046,18.3
1047,11.4
1048,11.7
1053,12.3
1054,11.9
1056,12.2
1058,8.6
1059,14.6
1060,5.9
1061,12.1
1062,9.6
1063,14.1
1064,10.6
1066,10.8
1067,10.9
1069,14.8
1071,20.4
1072,29.7
1074,13.5
1075,17.8
1076,12.9
1077,16.7
1079,10.0
1081,17.8
1082,15.3
1083,42.2
1084,15.7
1085,12.1
1087,59.6
1089,11.0
1090,19.7
1091,30.6
1092,15.6
1094,17.6
1095,8.8
1097,17.2
1098,10.1
1101,18.8
1102,7.9
1103,15.7
1104,17.9
1106,20.4
1107,13.6
1108,9.0
1110,16.2
1113,28.1
1114,14.3
1115,25.9
1116,11.6
1117,12.4
1118,9.6
1120,17.2
1122,11.6
1123,9.9
1124,18.6
1126,17.4
1127,9.6
1128,11.6
1129,14.0
1130,26.5
1131,8.6
1132,21.3
1133,8.5
1134,10.2
1135,13.5
1136,17.3
1137,16.2
1138,6.8
1139,17.4
1140,17.3
1141,9.3
1142,13.8
1145,24.0
1146,20.3
1147,17.6
1148,9.1
1149,15.0
1150,18.3
1151,8.4
1152,7.5
1153,9.3
1154,17.6
1156,14.4
1158,19.4
1159,25.0
1161,20.1
1162,16.5
1163,8.1
1164,20.2
1165,9.1
1166,3.5
1167,12.8
1168,14.1
1169,20.5
1171,7.1
1172,14.7
1174,10.1
1175,19.9
1176,21.1
1177,16.7
1178,13.0
1180,34.9
1181,17.3
1182,18.5
1183,10.2
1184,19.7
1185,19.4
1189,8.0
1190,14.7
1191,21.9
1192,17.1
1193,17.3
1194,22.5
1195,31.9
1196,6.6
1197,27.3
1198,14.6
1199,48.4
1200,7.9
1201,19.4
1202,16.0
1203,12.1
1204,48.6
1206,18.5
1207,17.2
1208,21.7
1209,19.5
1210,13.2
1211,7.0
1214,8.7
1215,20.5
1216,22.0
1217,46.8
1218,37.4
1219,48.3
1220,13.9
1222,8.3
1224,11.6
1225,13.9
1227,22.6
1228,12.7
1229,10.0
1230,17.7
1232,19.9
1233,18.7
1234,20.5
1236,19.5
1237,12.4
1238,17.8
1239,12.9
1241,15.8
1242,12.8
1243,11.0
1244,12.9
1245,21.9
1246,18.2
1247,14.1
1248,13.0
1249,18.3
1250,19.7
1251,22.3
1252,8.0
1253,14.2
1254,18.7
1255,23.3
1256,23.2
1257,15.7
1258,21.2
1259,15.8
1260,18.9
1261,20.4
1262,6.3
1263,13.3
1264,21.2
1265,13.2
1266,18.2
1267,21.8
1268,12.5
1269,18.9
1270,12.9
1272,18.3
1273,24.7
1274,19.0
1275,17.8
1276,17.6
1277,15.0
1278,13.0
1279,21.5
1280,20.5
1281,14.4
1282,21.8
1283,24.0
1284,22.6
1285,17.8
1286,23.6
1287,20.3
1288,22.9
1289,15.3
1290,21.6
1291,14.6
1292,13.8
1293,25.7
1294,16.3
1295,17.6
1296,21.2
1297,17.1
1298,19.1
1299,21.8
1300,15.6
1301,16.4
1302,14.1
1303,14.0
1304,23.3
1305,16.0
1306,14.1
1307,14.3
1308,21.8
1309,15.6
1310,22.5
1311,19.0
1312,23.9
1313,12.0
1315,33.4
1316,15.5
1317,20.9
1319,19.1
1320,18.1
1321,26.3
1322,21.4
1323,19.6
1324,20.4
1325,21.1
1326,24.9
1327,17.5
1328,21.1
1329,14.5
1330,20.3
1331,16.6
1332,24.1
1333,16.8
1334,24.2
1335,18.3
1336,21.7
1337,18.5
1338,23.5
1339,19.7
1340,22.8
1341,19.3
1342,20.2
1343,16.6
1344,48.5
1345,9.1
1346,20.9
1347,19.4
1348,18.9
1349,25.0
1350,17.1
1351,21.4
1352,24.3
1353,20.0
1354,28.5
1355,20.7
1356,24.0
1357,20.8
1358,21.7
1359,22.8
1360,23.3
1362,21.7
1363,20.2
1364,21.7
1365,23.0
1368,19.4
1369,18.4
1370,29.3
1371,23.8
1372,22.0
1373,20.1
1375,28.9
1376,26.4
1377,33.8
1378,20.4
1379,23.7
1380,74.6
1381,20.7
1382,24.7
1384,25.3
1385,14.8
1386,20.1
1387,22.5
1389,22.0
1390,21.0
1391,20.4
1392,21.4
1393,22.7
1394,21.8
1395,22.7
1396,20.8
1397,20.2
1398,20.8
1399,42.5
1400,20.7
1401,26.1
1402,18.3
1403,19.4
1404,24.3
1405,19.9
1406,24.3
1407,21.8
1408,41.3
1409,23.5
1410,20.5
1411,33.4
1412,35.9
1413,22.7
1414,22.7
1415,26.7
1416,25.0
1417,21.7
1418,25.1
1419,13.8
1420,33.4
1421,19.7
1422,22.4
1423,19.4
1424,19.9
1425,31.6
1426,20.4
1427,19.0
1428,19.3
1429,21.0
1430,18.8
1431,20.2
1433,19.3
1435,22.4
1436,23.5
1437,35.9
1438,21.5
1439,21.5
1442,28.5
1443,29.5
1444,24.6
1445,18.3
1447,18.1
1449,20.4
1450,19.6
1451,19.8
1452,17.6
1453,20.6
1455,31.9
1456,18.5
1457,20.4
1458,21.5
1460,24.2
1461,45.0
1462,33.4
1463,22.6
1464,19.9
1465,20.7
1466,33.5
1467,23.4
1468,19.9
1469,18.6
1470,28.7
1471,54.1
1472,30.3
1473,20.3
1474,30.4
1475,27.2
1476,21.4
1477,28.8
1478,20.8
1479,23.7
1481,35.5
1482,23.8
1483,18.9
1484,20.4
1485,26.9
1486,23.0
1487,35.0
1488,15.2
1490,18.7
1491,18.5
1492,17.9
1494,18.4
1495,21.3
1496,19.5
1497,22.1
1498,20.6
1499,29.1
1500,31.9
1501,18.1
1502,25.6
1503,19.6
1504,26.5
1505,21.3
1506,18.4
1507,23.9
1509,23.2
1510,23.7
1511,21.9
1512,23.5
1513,17.2
1514,24.2
1515,23.7
1516,15.4
1517,21.2
1518,19.2
1519,20.2
1520,18.2
1521,18.3
1522,26.2
1523,23.1
1525,21.0
1526,34.9
1527,21.8
1528,16.3
1529,36.0
1530,29.7
1531,12.9
1532,32.1
1533,15.7
1534,17.9
1535,23.7
1538,14.1
1540,22.4
1541,24.8
1542,32.0
1543,25.8
1544,26.4
1545,27.1
1546,17.1
1547,23.8
1548,19.2
1549,19.4
1552,25.3
1553,19.5
1554,23.6
1555,22.3
1556,21.8
1557,18.7
1558,22.6
1559,19.3
1560,20.8
1561,26.3
1562,24.2
1563,24.5
1564,18.8
1565,18.4
1566,18.3
1567,21.8
1568,21.5
1569,14.2
1570,15.6
1571,18.6
1572,23.0
1573,16.9
1574,20.9
1575,29.0
1576,22.4
1577,21.8
1578,22.1
1580,30.6
1581,25.0
1582,17.1
1583,26.1
1584,22.7
1585,22.6
1586,21.0
1587,21.3
1588,23.8
1589,21.0
1590,24.7
1591,18.5
1593,19.9
1594,17.8
1595,15.2
1596,19.5
1597,28.8
1598,22.7
1599,26.2
1600,21.1
1601,24.8
1602,23.7
1603,21.7
1604,25.2
1605,19.2
1606,27.7
1607,21.3
1608,22.3
1609,29.9
1610,23.0
1611,33.2
1612,26.1
1613,14.8
1614,33.4
1615,21.5
1616,16.9
1617,22.0
1618,17.3
1619,19.4
1620,24.3
1621,30.8
1622,19.7
1623,23.9
1624,25.9
1625,26.3
1626,24.0
1627,23.6
1628,27.9
1629,23.7
1630,19.2
1631,30.9
1632,18.9
1633,24.5
1634,22.5
1635,20.9
1636,31.7
1637,24.3
1638,16.6
1639,22.4
1640,23.1
1641,39.7
1642,23.1
1643,32.2
1644,21.5
1645,24.9
1646,19.3
1647,20.0
1648,20.4
1649,23.9
1650,20.0
1651,22.9
1652,23.1
1653,22.8
1654,21.8
1655,19.9
1656,23.6
1657,98.9
1658,21.3
1659,21.9
1660,24.8
1661,19.2
1662,34.6
1663,20.2
1664,29.5
1665,23.6
1666,54.2
1667,61.2
1668,22.1
1669,25.5
1670,22.7
1672,25.5
1673,27.2
1675,26.3
1676,22.3
1677,20.9
1679,12.7
1680,17.6
1681,26.8
1682,28.9
1683,19.8
1684,20.0
1685,26.4
1686,24.1
1687,23.1
1689,23.9
1690,31.8
1692,24.0
1693,14.5
1694,17.8
1695,17.3
1696,33.7
1697,33.3
1698,25.2
1700,22.9
1701,32.1
1702,19.9
1703,28.5
1704,22.0
1705,81.5
1706,21.0
1707,21.3
1708,22.8
1709,23.5
1711,19.7
1712,21.0
1713,23.7
1714,40.6
1715,24.5
1716,19.4
1717,19.5
1718,20.9
1719,22.7
1721,32.2
1722,35.6
1723,28.4
1724,32.2
1725,31.8
1726,23.0
1727,33.1
1728,20.9
1730,20.7
1731,21.3
1732,35.3
1733,20.4
1734,23.8
1735,24.8
1736,32.9
1737,24.2
1738,27.7
1739,25.9
1740,22.4
1741,19.3
1742,19.5
1743,21.6
1744,24.0
1745,37.9
1746,20.5
1747,22.8
1748,27.3
1749,26.6
1750,38.9
1751,29.0
1752,27.6
1753,36.9
1754,23.9
1755,21.9
1756,17.7
1757,20.7
1758,23.8
1759,40.4
1760,25.0
1761,40.1
1762,22.2
1763,21.9
1764,18.7
1765,20.8
1767,23.6
1768,23.7
1769,43.7
1771,25.2
1773,19.0
1774,25.7
1775,21.4
1776,21.5
1777,23.1
1778,19.1
1779,19.9
1782,20.3
1783,17.8
1784,24.5
1785,20.5
1786,20.1
1787,22.3
1788,22.0
1789,21.8
1790,39.8
1791,38.3
1793,21.1
1795,21.9
1796,24.8
1797,23.7
1798,19.7
1799,20.3
1800,20.8
1801,18.2
1802,22.4
1803,22.5
1804,26.9
1805,29.3
1806,20.7
1807,19.5
1808,21.1
1809,31.8
1810,25.9
1812,19.4
1814,22.9
1815,25.1
1818,19.4
1819,16.1
1820,29.2
1821,48.8
1822,20.4
1823,18.1
1824,22.7
1825,22.9
1826,23.3
1827,19.0
1828,21.4
1829,20.5
1830,23.1
1831,26.6
1832,19.4
1833,23.4
1834,20.1
1835,23.0
1836,46.3
1837,23.2
1839,22.7
1840,21.6
1841,20.3
1842,26.8
1843,19.4
1844,22.1
1845,22.6
1846,21.4
1847,24.3
1848,21.9
1849,25.8
1850,23.7
1851,21.1
1852,18.8
1853,23.7
1854,19.0
1855,25.6
1856,23.4
1857,22.3
1858,18.5
1859,23.1
1860,24.4
1862,23.7
1863,19.7
1864,21.5
1865,21.6
1866,21.0
1867,23.6
1868,25.1
1869,22.7
1870,19.8
1871,24.0
1872,20.4
1873,18.7
1874,18.8
1875,19.7
1876,25.0
1877,23.3
1878,22.4
1879,21.6
1880,19.9
1882,22.9
1883,19.4
1884,21.2
1885,21.2
1886,22.3
1887,21.7
1888,18.8
1889,22.5
1890,22.1
1891,34.1
1892,37.3
1893,19.9
1894,21.7
1895,26.5
1896,21.3
1897,23.3
1898,19.1
1899,58.5
1900,22.0
1901,19.9
1902,22.3
1903,22.0
1904,20.8
1906,14.1
1907,21.9
1908,19.6
1909,24.8
1910,21.0
1911,17.4
1912,20.1
1913,21.7
1914,22.7
1915,23.4
1917,22.2
1918,18.6
1921,20.6
1922,21.0
1923,34.9
1924,22.4
1925,15.6
1926,16.8
1927,18.0
1928,18.3
1929,15.9
1930,16.9
1931,21.4
1932,21.6
1933,18.8
1934,23.7
1935,26.6
1936,18.0
1937,16.9
1938,24.1
1939,23.4
1940,21.3
1941,23.7
1942,21.2
1943,23.7
1944,21.2
1946,23.0
1948,18.1
1949,26.6
1950,18.6
1951,20.1
1952,18.3
1953,22.6
1954,22.4
1955,19.1
1956,21.2
1957,21.1
1958,22.5
1959,23.6
1960,22.8
1961,20.7
1962,23.7
1963,26.6
1965,20.7
1966,21.5
1967,23.1
1969,24.1
1970,20.7
1971,19.3
1972,23.1
1974,22.1
1975,23.0
1976,22.8
1978,23.8
1979,20.8
1980,13.0
1981,21.9
1983,22.8
1986,22.1
1987,22.9
1988,52.4
1989,25.2
1990,37.2
1991,28.4
1994,22.8
1995,19.9
1998,19.7
1999,25.4
2000,22.3
2002,23.3
2005,19.4
2006,23.6
2007,20.4
2009,22.8
2011,22.3
2012,21.0
2013,19.5
2014,20.3
2015,20.8
2016,19.8
2017,24.0
2018,24.2
2019,23.1
2020,24.0
2021,20.1
2022,22.0
2023,23.1
2024,24.2
2025,24.4
2026,26.0
2027,18.3
2028,22.5
2029,21.0
2030,17.8
2031,23.0
2032,22.0
2033,17.8
2035,29.1
2037,70.8
2038,24.8
2039,21.9
2040,22.1
2041,20.8
2042,17.2
2043,17.5
2044,17.7
2045,17.2
2046,21.8
2047,23.3
2048,16.1
2049,18.0
2050,19.4
2052,22.2
2053,23.2
2054,21.1
2055,23.3
2056,18.1
2058,21.9
2059,18.2
2060,21.6
2061,20.5
2062,24.5
2063,16.8
2064,17.5
2065,27.8
2066,27.1
2068,16.7
2069,18.8
2070,16.6
2071,16.9
2073,24.7
2074,19.7
2075,16.6
2076,17.5
2077,19.0
2078,17.2
2079,19.6
2080,18.2
2081,22.8
2084,25.9
2085,24.6
2087,20.9
2088,16.3
2089,43.9
2090,19.1
2092,21.2
2093,55.4
2095,17.7
2096,17.2
2099,15.2
2100,17.3
2101,51.1
2102,22.0
2104,21.0
2105,18.9
2106,24.4
2107,19.4
2108,23.9
2109,23.7
2110,18.0
2112,24.4
2113,18.4
2114,18.3
2115,18.0
2116,17.7
2117,21.0
2118,22.7
2122,17.0
2123,18.7
2124,24.6
2125,23.0
2126,19.6
2128,23.8
2131,18.0
2132,17.8
2133,21.8
2135,18.2
2136,20.7
2138,20.6
2139,40.2
2140,23.2
2143,19.3
2144,17.9
2146,16.0
2147,21.9
2148,19.2
2150,20.7
2153,22.1
2161,21.3
2162,20.0
2163,17.7
2165,86.4
2167,18.9
2169,24.1
2173,18.0
2175,29.8
2177,4.1
2178,33.3
2184,28.0
2187,35.6
2192,24.8
2193,16.3
2199,11.3
2200,17.7
2201,22.3
2202,14.4
2205,29.7
2206,15.1
2213,16.0
2214,26.9
2215,9.8
2217,54.4
2219,27.0
2220,19.6
2221,35.2
2222,22.7
2223,37.7
2224,40.3
2226,24.4
2230,31.6
2232,40.0
2236,14.7
2237,40.2
2238,28.3
2239,10.9
2242,12.2
2243,22.9
2244,26.6
2245,23.5
2249,14.4
2250,14.9
2251,26.5
2253,14.2
2254,15.5
2256,26.9
2257,14.7
2258,13.3
2259,20.3
2260,23.7
2261,20.4
2262,20.8
2263,25.3
2264,12.8
2265,12.8
2267,19.6
2268,20.1
2269,18.0
2270,15.7
2271,20.2
2272,12.0
2273,27.8
2274,65.0
2275,15.5
2276,20.1
2277,60.4
2280,21.7
2281,21.7
2282,14.9
2283,13.1
2284,16.2
2285,15.5
2286,12.3
2288,21.7
2289,15.2
2290,20.1
2291,20.5
2292,12.9
2293,25.2
2294,26.3
2295,19.9
2296,21.2
2297,22.2
2298,19.1
2299,19.4
2300,19.2
2301,19.8
2302,20.1
2303,18.6
2304,48.1
2305,18.8
2306,21.3
2307,37.5
2308,17.8
2309,23.0
2310,27.9
2311,20.9
2312,84.5
2313,20.6
2314,18.9
2315,17.7
2316,17.9
2317,20.8
2319,21.3
2320,15.8
2322,19.2
2323,14.7
2324,18.2
2325,18.6
2326,61.8
2327,18.6
2328,15.7
2329,19.2
2330,19.7
2331,19.0
2332,20.1
2333,19.9
2334,18.3
2335,18.2
2337,18.5
2338,16.0
2339,19.0
2340,20.4
2341,21.3
2343,20.2
2344,18.3
2345,35.7
2346,30.0
2347,16.8
2348,35.0
2349,21.2
2350,19.7
2351,18.3
2352,22.0
2353,20.6
2354,19.3
2355,28.2
2356,18.2
2357,19.0
2358,32.4
2359,19.4
2360,17.3
2361,18.2
2362,25.2
2363,32.6
2364,20.4
2365,19.2
2366,16.3
2367,17.5
2368,17.1
2369,20.2
2370,21.0
2371,18.7
2372,58.5
2373,20.0
2374,14.8
2376,20.7
2377,36.0
2378,23.0
2379,19.7
2380,16.5
2383,20.2
2384,26.7
2385,19.4
2386,20.2
2387,22.0
2388,12.8
2389,14.2
2390,35.4
2391,19.9
2392,14.8
2393,15.2
2394,26.9
2395,25.0
2396,18.7
2397,15.4
2398,22.5
2400,18.3
2401,9.6
2402,22.3
2403,48.9
2404,17.5
2405,20.9
2406,16.7
2407,18.3
2409,19.0
2410,32.3
2411,17.6
2412,16.5
2413,27.9
2414,20.8
2415,19.3
2416,17.1
2417,31.6
2418,14.0
2419,20.6
2420,30.9
2421,14.3
2422,21.8
2423,14.6
2424,20.1
2425,20.4
2426,22.7
2427,14.4
2428,21.1
2429,21.2
2430,34.2
2431,20.4
2432,26.1
2433,14.2
2434,26.0
2436,14.4
2438,22.8
2439,14.3
2440,22.4
2442,26.6
2443,21.6
2445,24.4
2446,26.1
2447,30.3
2448,16.9
2449,12.1
2450,32.5
2452,16.1
2454,28.8
2455,21.5
2456,21.5
2457,20.8
2458,15.2
2459,20.7
2461,39.8
2462,38.7
2464,24.3
2465,14.9
2466,16.4
2467,19.9
2469,32.4
2470,19.2
2472,3.7
2474,20.3
2475,15.5
2476,13.3
2477,36.6
2479,18.5
2480,31.4
2481,16.4
2482,17.8
2483,29.4
