num_hhs,hh_income,hh_size,auto_ownership,num_persons,num_workers,num_teleworkers,total_vmt,total_vht,total_vhd,num_v_trips,num_p_trips,resident_trip_rate,worker_trip_rate
1298814,85876.22910516826,2.636362096497266,1.8215980117245425,3424144,1597913,312675,84538406.30960627,154500945.5653622,491851.2491604547,12724209.253725627,17291336.789564516,4.214771633435977,4.453487768107525
