tripMode,2016,2025,2035,2050
SOV,84.5,75.9,68.1,62.9
HOV,6.2,8.3,7.6,8.2
Transit,2.6,6.7,13.4,15.8
Non-Motorized,6.2,8.5,10.2,12.3
Other,0.4,0.6,0.7,0.8
