tripMode,2016,2025,2035,2050
SOV,12.1,12.1,11.9,12.0
HOV,11.0,11.2,10.7,11.0
Transit,14.3,16.8,16.0,15.9
Non-Motorized,1.5,1.9,2.1,2.7
Other,4.6,4.8,4.6,4.8
