departTimeFiveTod,2016,2025,2035,2050
EA,2.4,2.3,2.2,2.2
AM,19.6,19.1,18.4,18.2
MD,40.2,41.3,42.0,42.4
PM,25.0,24.7,24.6,24.4
EV,12.7,12.6,12.8,12.7
