tripMode,2016,2025,2035,2050
SOV,16.1,15.3,15.1,15.2
HOV,14.0,13.6,13.8,14.1
Transit,52.2,49.1,45.4,42.9
Truck,18.2,18.3,19.2,20.1
Non-Motorized,16.0,16.1,15.6,15.8
Other,14.1,13.2,13.1,13.4
