tripMode,2016,2025,2035,2050
SOV,61.1,57.6,55.0,52.5
HOV,22.8,22.5,20.8,20.7
Transit,2.0,3.1,5.6,6.3
Truck,3.1,3.1,3.1,3.2
Non-Motorized,9.0,11.2,13.1,14.8
Other,2.0,2.4,2.4,2.5
