origin,destination,2016,2025,2035,2050
2824,2215,51.2994012,57.1976048,0.0,0.0
1154,2215,51.2994012,49.8982036,0.0,0.0
1914,2215,50.8982036,59.0958084,0.0,0.0
2094,2215,50.7994012,54.5,0.0,0.0
1998,2215,50.6976048,48.5309381,0.0,0.0
1962,2215,50.6946108,43.5958084,0.0,0.0
1752,2215,50.5988024,40.5988024,0.0,0.0
1767,2215,50.5988024,43.6976048,0.0,0.0
2559,2215,50.5,67.1976048,0.0,0.0
1706,2215,50.5,38.6327345,0.0,0.0
1600,2215,50.3982036,53.8982036,0.0,0.0
3523,2215,50.3982036,48.5309381,0.0,0.0
2068,2215,50.3982036,52.5988024,0.0,0.0
1924,2215,50.3982036,45.497006,0.0,0.0
3148,2215,50.2994012,50.8333333,0.0,0.0
2138,2215,50.0988024,60.2285429,0.0,0.0
1716,2215,50.0988024,55.8982036,0.0,0.0
1850,2215,49.8982036,53.8982036,0.0,0.0
3063,2215,49.3982036,61.6976048,0.0,0.0
2695,2215,49.2994012,41.0988024,0.0,0.0
2059,2215,49.1976048,36.3982036,0.0,0.0
1779,2215,49.0,44.2994012,0.0,0.0
1603,2215,49.0,39.497006,0.0,0.0
1865,2215,49.0,44.5988024,0.0,0.0
3150,2215,48.9321357,40.8982036,0.0,0.0
3444,2215,48.8982036,62.2315369,0.0,0.0
2144,2215,48.3982036,184.0249501,0.0,0.0
2720,2215,48.3333333,39.8982036,0.0,0.0
1632,2215,48.2964072,57.497006,0.0,0.0
3024,2215,48.1976048,49.5988024,0.0,0.0
2767,2215,48.1976048,60.8982036,0.0,0.0
1096,2215,48.0988024,38.5309381,0.0,0.0
2519,2215,47.997006,38.9321357,0.0,0.0
2541,2215,47.8982036,41.0988024,0.0,0.0
2476,2215,47.7994012,44.497006,0.0,0.0
2652,2215,47.7994012,36.0309381,0.0,0.0
2482,2215,47.6976048,61.497006,0.0,0.0
3255,2215,47.5988024,54.6976048,0.0,0.0
2053,2215,47.5988024,46.8982036,0.0,0.0
3109,2215,47.5988024,38.3982036,0.0,0.0
4330,2215,47.5988024,175.8273453,0.0,0.0
2081,2215,47.5,50.5988024,0.0,0.0
2722,2215,47.497006,45.2994012,0.0,0.0
2136,2215,47.3333333,43.0988024,0.0,0.0
2893,2215,47.2994012,59.7994012,0.0,0.0
2411,2215,47.0988024,75.6976048,0.0,0.0
2110,2215,47.0988024,49.497006,0.0,0.0
2015,2215,46.7994012,47.6327345,0.0,0.0
2903,2215,46.7994012,41.4321357,0.0,0.0
2078,2215,46.7994012,49.497006,0.0,0.0
1782,2215,46.7994012,46.1976048,0.0,0.0
2853,2215,46.7994012,58.7964072,0.0,0.0
3378,2215,46.6976048,36.7315369,0.0,0.0
2374,2215,46.6976048,45.1297405,0.0,0.0
1264,2215,46.5988024,60.497006,0.0,0.0
3311,2215,46.5988024,47.7994012,0.0,0.0
1619,2215,46.5988024,43.0958084,0.0,0.0
3397,2215,46.5,36.5988024,0.0,0.0
3660,2215,46.5,34.2994012,0.0,0.0
2780,2215,46.497006,40.1976048,0.0,0.0
2241,2215,46.3982036,45.497006,0.0,0.0
2211,2215,46.3982036,40.0988024,0.0,0.0
2940,2215,46.2994012,59.0988024,0.0,0.0
3569,2215,46.2994012,52.3982036,0.0,0.0
1947,2215,46.0988024,33.0,0.0,0.0
2926,2215,45.8982036,47.0988024,0.0,0.0
2935,2215,45.7994012,59.5988024,0.0,0.0
1484,2215,45.7994012,59.7964072,0.0,0.0
2693,2215,45.6976048,42.994012,0.0,0.0
2858,2215,45.5988024,60.4291417,0.0,0.0
3261,2215,45.5988024,38.0988024,0.0,0.0
3211,2215,45.5988024,39.5,0.0,0.0
2615,2215,45.5988024,57.2994012,0.0,0.0
3052,2215,45.5,74.1976048,0.0,0.0
2991,2215,45.5,45.7994012,0.0,0.0
2588,2215,45.5,38.3303393,0.0,0.0
2401,2215,45.4660678,54.3642714,0.0,0.0
2584,2215,45.0988024,45.8982036,0.0,0.0
2535,2215,45.0988024,39.3982036,0.0,0.0
1511,2215,45.0988024,31.5309381,0.0,0.0
2206,2215,45.0988024,42.7994012,0.0,0.0
1894,2215,44.8982036,30.2994012,0.0,0.0
2843,2215,44.7994012,44.5988024,0.0,0.0
2115,2215,44.5988024,40.5988024,0.0,0.0
2020,2215,44.5988024,38.8982036,0.0,0.0
1946,2215,44.5309381,51.6976048,0.0,0.0
1124,2215,44.5,34.8303393,0.0,0.0
2857,2215,44.3982036,38.3982036,0.0,0.0
3472,2215,44.3982036,62.7994012,0.0,0.0
1694,2215,44.0988024,30.2994012,0.0,0.0
3849,2215,44.0,26.0,0.0,0.0
2677,2215,44.0,51.3982036,0.0,0.0
3051,2215,44.0,33.0988024,0.0,0.0
2709,2215,44.0,48.5,0.0,0.0
2732,2215,43.8982036,35.3982036,0.0,0.0
1691,2215,43.8333333,34.5,0.0,0.0
3512,2215,43.7994012,42.0,0.0,0.0
2829,2215,43.7994012,49.0988024,0.0,0.0
1879,2215,43.5988024,52.8982036,0.0,0.0
1049,2215,43.5988024,40.5988024,0.0,0.0
1764,2215,43.3982036,34.5,0.0,0.0
1577,2215,43.3982036,43.7994012,0.0,0.0
1494,2215,43.3982036,37.497006,0.0,0.0
1931,2215,43.3333333,38.5988024,0.0,0.0
1824,2215,43.2994012,28.5988024,0.0,0.0
1723,2215,43.2994012,41.5958084,0.0,0.0
1897,2215,43.2994012,59.8982036,0.0,0.0
1915,2215,43.1976048,45.7934132,0.0,0.0
1090,2215,43.0,47.0988024,0.0,0.0
2031,2215,42.8982036,31.5988024,0.0,0.0
1571,2215,42.8982036,38.1976048,0.0,0.0
1957,2215,42.6327345,58.0309381,0.0,0.0
1958,2215,42.497006,34.997006,0.0,0.0
2920,2215,42.4660678,37.7994012,0.0,0.0
2769,2215,42.3982036,39.5,0.0,0.0
2425,2215,42.2315369,37.1976048,0.0,0.0
2296,2215,42.1976048,51.1976048,0.0,0.0
1776,2215,42.0988024,47.5988024,0.0,0.0
2850,2215,42.0,30.5988024,0.0,0.0
2832,2215,42.0,32.8982036,0.0,0.0
2458,2215,42.0,52.2994012,0.0,0.0
2,2215,41.997006,26.8982036,0.0,0.0
2347,2215,41.8333333,44.7994012,0.0,0.0
2768,2215,41.7994012,28.6976048,0.0,0.0
2989,2215,41.7994012,41.5988024,0.0,0.0
2667,2215,41.7994012,45.7994012,0.0,0.0
1504,2215,41.5988024,44.0988024,0.0,0.0
2033,2215,41.5988024,39.8303393,0.0,0.0
2344,2215,41.5,40.1976048,0.0,0.0
1807,2215,41.5,33.6976048,0.0,0.0
3585,2215,41.5,36.5,0.0,0.0
3056,2215,41.3982036,45.5309381,0.0,0.0
1939,2215,41.3982036,34.7964072,0.0,0.0
1468,2215,41.3982036,41.5988024,0.0,0.0
3462,2215,41.3333333,42.7994012,0.0,0.0
2002,2215,41.2994012,50.2994012,0.0,0.0
2563,2215,41.2994012,62.9321357,0.0,0.0
3227,2215,41.2994012,56.6976048,0.0,0.0
2879,2215,41.2994012,37.8982036,0.0,0.0
1659,2215,41.1976048,32.5,0.0,0.0
1871,2215,41.1327345,42.2964072,0.0,0.0
1873,2215,41.0988024,39.1976048,0.0,0.0
