origin,destination,2016,2025,2035,2050
1528,2215,17.7994012,13.0988024,0.0,0.0
4246,2215,17.7994012,16.0988024,0.0,0.0
1479,2215,17.7994012,16.2994012,0.0,0.0
2642,2215,17.5988024,15.5,0.0,0.0
4729,2215,17.5988024,19.5988024,0.0,0.0
2431,2215,17.5,14.5,0.0,0.0
4219,2215,17.5,18.0988024,0.0,0.0
3673,2215,17.5,19.8982036,0.0,0.0
1827,2215,17.5,16.5,0.0,0.0
2536,2215,17.5,21.5988024,0.0,0.0
1798,2215,17.5,16.5,0.0,0.0
4844,2215,17.5,15.0988024,0.0,0.0
3031,2215,17.5,11.5988024,0.0,0.0
1256,2215,17.5,14.0,0.0,0.0
3627,2215,17.5,14.2994012,0.0,0.0
4297,2215,17.5,10.5988024,0.0,0.0
4715,2215,17.5,16.2994012,0.0,0.0
3003,2215,17.5,13.3982036,0.0,0.0
3750,2215,17.5,17.7994012,0.0,0.0
775,2215,17.5,15.1976048,0.0,0.0
1615,2215,17.3982036,16.6976048,0.0,0.0
1805,2215,17.2994012,14.2994012,0.0,0.0
2630,2215,17.2994012,16.0,0.0,0.0
2481,2215,17.2994012,21.0988024,0.0,0.0
2986,2215,17.2994012,12.7994012,0.0,0.0
4846,2215,17.2994012,34.2994012,0.0,0.0
3825,2215,17.2994012,10.2994012,0.0,0.0
1334,2215,17.2994012,11.5988024,0.0,0.0
3727,2215,17.2994012,27.7994012,0.0,0.0
3902,2215,17.2994012,24.0988024,0.0,0.0
833,2215,17.2994012,11.5988024,0.0,0.0
3734,2215,17.2994012,16.3982036,0.0,0.0
2737,2215,17.2994012,17.5,0.0,0.0
3277,2215,17.2994012,23.3982036,0.0,0.0
4053,2215,17.2994012,17.5,0.0,0.0
4438,2215,17.0988024,11.5988024,0.0,0.0
2683,2215,17.0988024,15.2994012,0.0,0.0
4245,2215,17.0988024,31.8982036,0.0,0.0
3290,2215,17.0988024,15.5,0.0,0.0
1934,2215,17.0988024,18.2315369,0.0,0.0
3556,2215,17.0,15.5,0.0,0.0
1355,2215,17.0,6.5988024,0.0,0.0
795,2215,17.0,18.7994012,0.0,0.0
3066,2215,17.0,9.0,0.0,0.0
1546,2215,17.0,24.5,0.0,0.0
2601,2215,17.0,13.7994012,0.0,0.0
3208,2215,17.0,13.5,0.0,0.0
1517,2215,17.0,11.0,0.0,0.0
4175,2215,17.0,23.0,0.0,0.0
3912,2215,17.0,14.0,0.0,0.0
413,2215,17.0,15.6976048,0.0,0.0
562,2215,17.0,11.5,0.0,0.0
2309,2215,17.0,15.1976048,0.0,0.0
1739,2215,17.0,20.0,0.0,0.0
890,2215,17.0,10.3982036,0.0,0.0
4283,2215,17.0,23.0,0.0,0.0
4640,2215,17.0,8.7994012,0.0,0.0
3105,2215,17.0,13.0988024,0.0,0.0
1201,2215,17.0,13.7994012,0.0,0.0
3049,2215,17.0,14.2994012,0.0,0.0
1974,2215,17.0,21.0,0.0,0.0
743,2215,17.0,11.7994012,0.0,0.0
2625,2215,17.0,15.0,0.0,0.0
1599,2215,17.0,23.3333333,0.0,0.0
3666,2215,17.0,13.2994012,0.0,0.0
2959,2215,17.0,13.7994012,0.0,0.0
537,2215,16.8982036,15.0,0.0,0.0
3648,2215,16.8333333,44.7994012,0.0,0.0
3848,2215,16.7994012,22.5,0.0,0.0
2360,2215,16.7994012,11.2994012,0.0,0.0
311,2215,16.7994012,26.3982036,0.0,0.0
1073,2215,16.7994012,9.5,0.0,0.0
2159,2215,16.7994012,18.7994012,0.0,0.0
4700,2215,16.7994012,9.0,0.0,0.0
3057,2215,16.7994012,20.0988024,0.0,0.0
2655,2215,16.7994012,22.3333333,0.0,0.0
260,2215,16.5,12.0988024,0.0,0.0
1848,2215,16.5,16.2994012,0.0,0.0
2029,2215,16.5,22.0988024,0.0,0.0
2554,2215,16.5,4.0,0.0,0.0
1812,2215,16.5,18.5,0.0,0.0
1220,2215,16.5,9.2994012,0.0,0.0
4130,2215,16.5,10.2994012,0.0,0.0
3683,2215,16.5,7.0,0.0,0.0
4324,2215,16.5,21.5988024,0.0,0.0
1006,2215,16.5,20.2994012,0.0,0.0
3586,2215,16.5,13.2994012,0.0,0.0
3768,2215,16.5,9.2994012,0.0,0.0
2106,2215,16.5,13.8982036,0.0,0.0
1258,2215,16.5,15.5,0.0,0.0
3826,2215,16.5,11.7994012,0.0,0.0
2973,2215,16.5,16.0,0.0,0.0
2929,2215,16.5,13.5988024,0.0,0.0
1351,2215,16.5,19.5,0.0,0.0
3280,2215,16.5,29.5988024,0.0,0.0
2395,2215,16.3982036,27.2994012,0.0,0.0
4590,2215,16.2994012,23.0988024,0.0,0.0
4195,2215,16.2994012,14.7994012,0.0,0.0
3715,2215,16.2994012,11.3982036,0.0,0.0
4555,2215,16.2994012,15.7994012,0.0,0.0
4354,2215,16.2994012,14.2994012,0.0,0.0
1,2215,16.2994012,15.5,0.0,0.0
1320,2215,16.2994012,22.5,0.0,0.0
832,2215,16.2994012,14.2994012,0.0,0.0
1357,2215,16.2994012,10.5,0.0,0.0
4698,2215,16.1976048,13.0988024,0.0,0.0
4177,2215,16.1327345,17.0,0.0,0.0
543,2215,16.0988024,30.0,0.0,0.0
3823,2215,16.0988024,22.2994012,0.0,0.0
3655,2215,16.0988024,11.7994012,0.0,0.0
789,2215,16.0988024,22.0,0.0,0.0
2898,2215,16.0,21.0988024,0.0,0.0
397,2215,16.0,12.5,0.0,0.0
933,2215,16.0,13.0,0.0,0.0
2866,2215,16.0,9.2994012,0.0,0.0
1858,2215,16.0,18.0,0.0,0.0
3949,2215,16.0,22.2994012,0.0,0.0
3553,2215,16.0,19.5988024,0.0,0.0
3035,2215,16.0,19.0,0.0,0.0
3545,2215,16.0,14.5,0.0,0.0
1591,2215,16.0,18.7994012,0.0,0.0
4883,2215,16.0,5.0,0.0,0.0
3345,2215,16.0,21.2994012,0.0,0.0
1643,2215,16.0,11.0988024,0.0,0.0
804,2215,16.0,16.5,0.0,0.0
233,2215,16.0,16.2994012,0.0,0.0
2622,2215,16.0,12.5,0.0,0.0
1048,2215,16.0,14.5988024,0.0,0.0
2508,2215,16.0,18.2994012,0.0,0.0
1034,2215,16.0,17.2994012,0.0,0.0
2516,2215,15.8982036,41.5988024,0.0,0.0
1522,2215,15.8982036,14.7994012,0.0,0.0
2579,2215,15.7994012,13.5,0.0,0.0
328,2215,15.7994012,29.8982036,0.0,0.0
3971,2215,15.7994012,14.8982036,0.0,0.0
2943,2215,15.7994012,15.5,0.0,0.0
2313,2215,15.7994012,18.0,0.0,0.0
474,2215,15.7994012,12.5,0.0,0.0
1564,2215,15.7994012,23.0988024,0.0,0.0
2855,2215,15.7994012,14.2994012,0.0,0.0
4703,2215,15.7994012,20.2994012,0.0,0.0
3670,2215,15.7994012,16.7994012,0.0,0.0
4267,2215,15.7994012,15.5,0.0,0.0
906,2215,15.7994012,13.7994012,0.0,0.0
4145,2215,15.7994012,13.0,0.0,0.0
1688,2215,15.7994012,22.9321357,0.0,0.0
2755,2215,15.7994012,30.7994012,0.0,0.0
999,2215,15.7994012,19.2994012,0.0,0.0
3710,2215,15.7994012,21.7994012,0.0,0.0
2457,2215,15.7994012,17.7994012,0.0,0.0
2910,2215,15.5988024,11.7994012,0.0,0.0
3911,2215,15.5988024,22.8982036,0.0,0.0
3096,2215,15.5988024,26.4321357,0.0,0.0
2923,2215,15.5988024,15.5,0.0,0.0
744,2215,15.5,17.7994012,0.0,0.0
4867,2215,15.5,8.5,0.0,0.0
4859,2215,15.5,22.2994012,0.0,0.0
2978,2215,15.5,24.8982036,0.0,0.0
3131,2215,15.5,13.5988024,0.0,0.0
2967,2215,15.5,16.7994012,0.0,0.0
1727,2215,15.5,8.0,0.0,0.0
4851,2215,15.5,10.5,0.0,0.0
841,2215,15.5,16.7994012,0.0,0.0
3609,2215,15.5,13.2994012,0.0,0.0
4107,2215,15.5,17.7994012,0.0,0.0
1209,2215,15.5,12.7994012,0.0,0.0
1783,2215,15.5,27.7994012,0.0,0.0
3449,2215,15.5,8.0,0.0,0.0
1580,2215,15.5,10.5,0.0,0.0
3099,2215,15.3982036,15.5988024,0.0,0.0
3882,2215,15.3982036,13.0,0.0,0.0
3461,2215,15.2994012,16.2994012,0.0,0.0
3244,2215,15.2994012,12.3982036,0.0,0.0
4772,2215,15.2994012,10.5988024,0.0,0.0
3186,2215,15.2994012,12.0,0.0,0.0
3165,2215,15.2994012,12.5,0.0,0.0
4467,2215,15.2994012,15.7994012,0.0,0.0
2496,2215,15.2994012,16.997006,0.0,0.0
4742,2215,15.2994012,18.0988024,0.0,0.0
4426,2215,15.2994012,16.6976048,0.0,0.0
2526,2215,15.2994012,10.5,0.0,0.0
768,2215,15.2994012,7.2994012,0.0,0.0
3601,2215,15.2994012,14.0,0.0,0.0
4350,2215,15.2994012,10.5,0.0,0.0
3621,2215,15.2994012,23.0,0.0,0.0
2721,2215,15.2994012,25.8982036,0.0,0.0
4144,2215,15.0988024,21.5988024,0.0,0.0
1553,2215,15.0988024,21.6327345,0.0,0.0
4679,2215,15.0988024,11.5,0.0,0.0
3476,2215,15.0,11.0988024,0.0,0.0
3590,2215,15.0,15.5,0.0,0.0
3604,2215,15.0,12.0,0.0,0.0
3645,2215,15.0,15.5988024,0.0,0.0
1393,2215,15.0,24.5988024,0.0,0.0
3403,2215,15.0,76.8982036,0.0,0.0
2924,2215,15.0,16.5,0.0,0.0
1028,2215,15.0,13.5988024,0.0,0.0
979,2215,15.0,13.2994012,0.0,0.0
945,2215,15.0,11.2994012,0.0,0.0
941,2215,15.0,3.2994012,0.0,0.0
2748,2215,15.0,14.0,0.0,0.0
886,2215,15.0,9.0,0.0,0.0
2810,2215,15.0,10.0,0.0,0.0
2846,2215,15.0,17.5,0.0,0.0
2945,2215,15.0,18.5988024,0.0,0.0
521,2215,15.0,13.2994012,0.0,0.0
724,2215,15.0,11.0,0.0,0.0
3032,2215,15.0,16.5988024,0.0,0.0
3070,2215,15.0,11.2994012,0.0,0.0
3074,2215,15.0,16.7994012,0.0,0.0
658,2215,15.0,17.7994012,0.0,0.0
3184,2215,15.0,12.5,0.0,0.0
1508,2215,15.0,19.5,0.0,0.0
3346,2215,15.0,35.1976048,0.0,0.0
3674,2215,15.0,6.7994012,0.0,0.0
1510,2215,15.0,15.2994012,0.0,0.0
3793,2215,15.0,21.7994012,0.0,0.0
1888,2215,15.0,14.1976048,0.0,0.0
377,2215,15.0,13.5,0.0,0.0
1662,2215,15.0,20.0,0.0,0.0
4261,2215,15.0,9.8982036,0.0,0.0
3892,2215,15.0,17.3333333,0.0,0.0
4148,2215,15.0,22.5,0.0,0.0
3708,2215,15.0,9.0,0.0,0.0
3845,2215,15.0,11.5,0.0,0.0
265,2215,15.0,14.2994012,0.0,0.0
1746,2215,15.0,10.0,0.0,0.0
4388,2215,15.0,12.5,0.0,0.0
1722,2215,15.0,16.0,0.0,0.0
3500,2215,14.7994012,18.5,0.0,0.0
1624,2215,14.7994012,16.5988024,0.0,0.0
694,2215,14.7994012,9.0,0.0,0.0
4295,2215,14.7994012,13.7994012,0.0,0.0
1971,2215,14.7994012,15.5988024,0.0,0.0
883,2215,14.7994012,22.7994012,0.0,0.0
2987,2215,14.7994012,15.0988024,0.0,0.0
1720,2215,14.7994012,7.0988024,0.0,0.0
2958,2215,14.7994012,7.0,0.0,0.0
4078,2215,14.7994012,5.7994012,0.0,0.0
4418,2215,14.7994012,8.5,0.0,0.0
801,2215,14.7994012,23.5,0.0,0.0
3663,2215,14.7994012,11.5,0.0,0.0
4574,2215,14.6976048,15.0988024,0.0,0.0
1911,2215,14.5988024,15.0988024,0.0,0.0
4363,2215,14.5988024,18.0988024,0.0,0.0
1268,2215,14.5988024,11.7994012,0.0,0.0
2970,2215,14.5988024,9.7994012,0.0,0.0
2611,2215,14.5,11.2994012,0.0,0.0
4217,2215,14.5,21.1976048,0.0,0.0
2591,2215,14.5,13.8333333,0.0,0.0
4886,2215,14.5,14.0,0.0,0.0
1831,2215,14.5,16.997006,0.0,0.0
4507,2215,14.5,11.0988024,0.0,0.0
1745,2215,14.5,11.7994012,0.0,0.0
2578,2215,14.5,10.0,0.0,0.0
1011,2215,14.5,4.7994012,0.0,0.0
2186,2215,14.5,9.5,0.0,0.0
3206,2215,14.5,11.0,0.0,0.0
3200,2215,14.5,32.0988024,0.0,0.0
2573,2215,14.5,13.8982036,0.0,0.0
2680,2215,14.5,8.5,0.0,0.0
3167,2215,14.5,4.5,0.0,0.0
4344,2215,14.5,12.5,0.0,0.0
4167,2215,14.5,31.2994012,0.0,0.0
3955,2215,14.5,10.0,0.0,0.0
4619,2215,14.5,8.7994012,0.0,0.0
4616,2215,14.5,15.7994012,0.0,0.0
1434,2215,14.5,18.0,0.0,0.0
1392,2215,14.5,17.5988024,0.0,0.0
2841,2215,14.5,18.0,0.0,0.0
884,2215,14.5,10.0,0.0,0.0
3407,2215,14.5,14.2994012,0.0,0.0
3060,2215,14.5,9.0,0.0,0.0
837,2215,14.5,6.0,0.0,0.0
4115,2215,14.5,11.0,0.0,0.0
4116,2215,14.5,17.0,0.0,0.0
2928,2215,14.5,10.0988024,0.0,0.0
3144,2215,14.5,21.2994012,0.0,0.0
4071,2215,14.5,9.2994012,0.0,0.0
4100,2215,14.5,7.0,0.0,0.0
1749,2215,14.5,19.0,0.0,0.0
3526,2215,14.5,14.5,0.0,0.0
367,2215,14.5,14.5,0.0,0.0
1255,2215,14.5,12.2994012,0.0,0.0
3739,2215,14.5,12.0,0.0,0.0
1997,2215,14.5,6.5,0.0,0.0
3528,2215,14.5,14.5,0.0,0.0
4238,2215,14.5,14.5,0.0,0.0
3772,2215,14.5,8.5,0.0,0.0
3786,2215,14.5,14.5988024,0.0,0.0
3316,2215,14.3982036,22.5,0.0,0.0
3415,2215,14.3333333,19.5,0.0,0.0
1999,2215,14.3333333,23.8303393,0.0,0.0
3529,2215,14.2994012,7.2994012,0.0,0.0
1608,2215,14.2994012,9.7994012,0.0,0.0
2837,2215,14.2994012,12.0,0.0,0.0
1312,2215,14.2994012,20.5,0.0,0.0
3746,2215,14.2994012,19.5988024,0.0,0.0
3754,2215,14.2994012,12.7994012,0.0,0.0
2402,2215,14.2994012,13.5,0.0,0.0
2871,2215,14.2994012,24.5988024,0.0,0.0
4946,2215,14.2994012,14.5,0.0,0.0
1736,2215,14.2994012,11.3982036,0.0,0.0
4582,2215,14.2994012,11.0988024,0.0,0.0
3923,2215,14.2994012,20.7994012,0.0,0.0
785,2215,14.2994012,28.997006,0.0,0.0
2914,2215,14.2994012,8.2994012,0.0,0.0
2369,2215,14.2994012,16.2994012,0.0,0.0
3831,2215,14.0988024,16.2994012,0.0,0.0
1717,2215,14.0988024,17.2994012,0.0,0.0
2699,2215,14.0,11.0,0.0,0.0
632,2215,14.0,13.0,0.0,0.0
2776,2215,14.0,7.2994012,0.0,0.0
1621,2215,14.0,18.6976048,0.0,0.0
1801,2215,14.0,14.2994012,0.0,0.0
1326,2215,14.0,8.0,0.0,0.0
4786,2215,14.0,13.2994012,0.0,0.0
2024,2215,14.0,12.5,0.0,0.0
3029,2215,14.0,10.5,0.0,0.0
3482,2215,14.0,18.7994012,0.0,0.0
3570,2215,14.0,18.2994012,0.0,0.0
1327,2215,14.0,12.2994012,0.0,0.0
2310,2215,14.0,10.5988024,0.0,0.0
2414,2215,14.0,9.5,0.0,0.0
2977,2215,14.0,15.5,0.0,0.0
1014,2215,14.0,7.5988024,0.0,0.0
520,2215,14.0,6.0,0.0,0.0
3794,2215,14.0,13.7994012,0.0,0.0
4719,2215,14.0,8.2994012,0.0,0.0
3697,2215,14.0,10.0988024,0.0,0.0
2190,2215,14.0,9.0,0.0,0.0
2514,2215,14.0,19.5988024,0.0,0.0
2288,2215,14.0,16.1976048,0.0,0.0
4713,2215,14.0,19.7994012,0.0,0.0
3430,2215,14.0,11.7994012,0.0,0.0
3432,2215,14.0,21.5988024,0.0,0.0
2862,2215,14.0,12.0,0.0,0.0
1534,2215,14.0,19.0,0.0,0.0
1302,2215,14.0,22.6327345,0.0,0.0
4072,2215,14.0,8.5,0.0,0.0
987,2215,14.0,4.2994012,0.0,0.0
767,2215,14.0,4.0,0.0,0.0
4901,2215,14.0,19.5,0.0,0.0
1178,2215,14.0,16.2994012,0.0,0.0
1588,2215,14.0,7.5,0.0,0.0
2244,2215,13.8982036,14.5,0.0,0.0
4017,2215,13.7994012,6.0,0.0,0.0
2209,2215,13.7994012,11.2994012,0.0,0.0
2164,2215,13.7994012,5.7994012,0.0,0.0
1194,2215,13.7994012,15.6976048,0.0,0.0
1780,2215,13.7994012,20.5,0.0,0.0
2643,2215,13.7994012,11.3982036,0.0,0.0
3068,2215,13.7994012,10.7994012,0.0,0.0
3884,2215,13.7994012,15.0,0.0,0.0
4494,2215,13.7994012,6.2994012,0.0,0.0
1585,2215,13.7994012,14.2994012,0.0,0.0
1707,2215,13.7994012,19.7994012,0.0,0.0
3451,2215,13.7994012,18.5988024,0.0,0.0
943,2215,13.7994012,15.7994012,0.0,0.0
4835,2215,13.7994012,19.7994012,0.0,0.0
1319,2215,13.5988024,17.0988024,0.0,0.0
1094,2215,13.5988024,9.0988024,0.0,0.0
1626,2215,13.5988024,19.7994012,0.0,0.0
3404,2215,13.5988024,22.3982036,0.0,0.0
3761,2215,13.5,14.2994012,0.0,0.0
3355,2215,13.5,7.7994012,0.0,0.0
4576,2215,13.5,16.5,0.0,0.0
1583,2215,13.5,23.5,0.0,0.0
2632,2215,13.5,4.0,0.0,0.0
3996,2215,13.5,8.3333333,0.0,0.0
2314,2215,13.5,12.0988024,0.0,0.0
3431,2215,13.5,13.0,0.0,0.0
539,2215,13.5,30.0988024,0.0,0.0
4248,2215,13.5,14.0,0.0,0.0
1684,2215,13.5,15.5,0.0,0.0
1854,2215,13.5,11.8982036,0.0,0.0
3367,2215,13.5,11.0,0.0,0.0
3792,2215,13.5,17.7994012,0.0,0.0
1212,2215,13.5,10.0,0.0,0.0
3676,2215,13.5,6.2994012,0.0,0.0
772,2215,13.5,21.0988024,0.0,0.0
769,2215,13.5,8.2994012,0.0,0.0
2957,2215,13.5,11.3982036,0.0,0.0
3281,2215,13.5,13.0,0.0,0.0
873,2215,13.5,15.0,0.0,0.0
2145,2215,13.5,17.0988024,0.0,0.0
4788,2215,13.5,11.0988024,0.0,0.0
2969,2215,13.5,15.7994012,0.0,0.0
877,2215,13.5,13.5988024,0.0,0.0
3689,2215,13.5,9.0,0.0,0.0
4415,2215,13.5,9.8333333,0.0,0.0
2679,2215,13.5,23.2994012,0.0,0.0
975,2215,13.5,10.0,0.0,0.0
1482,2215,13.5,18.2994012,0.0,0.0
4789,2215,13.5,5.2994012,0.0,0.0
279,2215,13.5,16.5988024,0.0,0.0
3268,2215,13.5,7.0,0.0,0.0
1815,2215,13.2994012,14.5,0.0,0.0
4310,2215,13.2994012,7.5,0.0,0.0
847,2215,13.2994012,12.5,0.0,0.0
2426,2215,13.2994012,15.2994012,0.0,0.0
4744,2215,13.2994012,12.5988024,0.0,0.0
2361,2215,13.2994012,13.0,0.0,0.0
3784,2215,13.2994012,14.5,0.0,0.0
2900,2215,13.2994012,7.0,0.0,0.0
423,2215,13.2994012,13.2994012,0.0,0.0
3145,2215,13.2994012,19.5988024,0.0,0.0
382,2215,13.2994012,9.2994012,0.0,0.0
1922,2215,13.2994012,9.5,0.0,0.0
1631,2215,13.2994012,18.0988024,0.0,0.0
631,2215,13.0988024,11.7994012,0.0,0.0
1467,2215,13.0988024,18.7994012,0.0,0.0
494,2215,13.0988024,13.5988024,0.0,0.0
1316,2215,13.0,2.2994012,0.0,0.0
4881,2215,13.0,12.7994012,0.0,0.0
3423,2215,13.0,16.2994012,0.0,0.0
2539,2215,13.0,8.5,0.0,0.0
1081,2215,13.0,12.5988024,0.0,0.0
531,2215,13.0,14.7994012,0.0,0.0
1062,2215,13.0,11.0,0.0,0.0
3120,2215,13.0,31.2994012,0.0,0.0
3228,2215,13.0,6.0,0.0,0.0
1476,2215,13.0,13.2994012,0.0,0.0
1556,2215,13.0,11.2994012,0.0,0.0
630,2215,13.0,6.5988024,0.0,0.0
3293,2215,13.0,8.5,0.0,0.0
3377,2215,13.0,13.0,0.0,0.0
2608,2215,13.0,19.0,0.0,0.0
3158,2215,13.0,19.5988024,0.0,0.0
350,2215,13.0,10.0,0.0,0.0
4203,2215,13.0,14.5988024,0.0,0.0
1698,2215,13.0,18.2994012,0.0,0.0
619,2215,13.0,13.0,0.0,0.0
341,2215,13.0,15.3982036,0.0,0.0
3677,2215,13.0,8.5,0.0,0.0
3914,2215,13.0,22.5,0.0,0.0
754,2215,13.0,18.0988024,0.0,0.0
4351,2215,13.0,9.5988024,0.0,0.0
4854,2215,13.0,14.2994012,0.0,0.0
4045,2215,13.0,8.5988024,0.0,0.0
3969,2215,13.0,6.0,0.0,0.0
2367,2215,13.0,6.5988024,0.0,0.0
2501,2215,13.0,12.7994012,0.0,0.0
791,2215,13.0,23.7994012,0.0,0.0
864,2215,13.0,13.0,0.0,0.0
4326,2215,13.0,13.0,0.0,0.0
3494,2215,13.0,14.0,0.0,0.0
1164,2215,13.0,15.5,0.0,0.0
879,2215,13.0,8.0988024,0.0,0.0
4613,2215,13.0,12.0988024,0.0,0.0
4410,2215,13.0,8.5,0.0,0.0
3782,2215,13.0,12.2994012,0.0,0.0
2783,2215,13.0,11.5,0.0,0.0
1630,2215,13.0,12.5988024,0.0,0.0
2391,2215,12.8982036,12.7994012,0.0,0.0
1023,2215,12.7994012,15.5988024,0.0,0.0
4180,2215,12.7994012,23.1327345,0.0,0.0
3581,2215,12.7994012,14.0,0.0,0.0
3608,2215,12.7994012,11.7994012,0.0,0.0
3817,2215,12.7994012,16.5,0.0,0.0
3717,2215,12.7994012,14.1327345,0.0,0.0
3815,2215,12.7994012,9.0,0.0,0.0
4218,2215,12.7994012,16.1976048,0.0,0.0
3458,2215,12.7994012,15.2994012,0.0,0.0
2883,2215,12.7994012,10.2994012,0.0,0.0
2644,2215,12.7994012,7.5,0.0,0.0
2665,2215,12.7994012,16.2994012,0.0,0.0
4074,2215,12.7994012,20.8982036,0.0,0.0
3925,2215,12.7994012,5.5,0.0,0.0
4629,2215,12.7994012,36.3982036,0.0,0.0
2267,2215,12.6327345,12.8982036,0.0,0.0
2471,2215,12.5988024,9.7994012,0.0,0.0
3917,2215,12.5988024,19.2994012,0.0,0.0
1570,2215,12.5988024,18.0,0.0,0.0
3700,2215,12.5988024,10.0,0.0,0.0
2933,2215,12.5,7.0,0.0,0.0
4249,2215,12.5,8.7994012,0.0,0.0
2761,2215,12.5,13.2994012,0.0,0.0
4659,2215,12.5,6.7994012,0.0,0.0
4287,2215,12.5,8.0,0.0,0.0
3053,2215,12.5,7.2994012,0.0,0.0
4746,2215,12.5,11.5,0.0,0.0
2870,2215,12.5,13.0,0.0,0.0
2317,2215,12.5,10.3982036,0.0,0.0
364,2215,12.5,9.2994012,0.0,0.0
3004,2215,12.5,7.0,0.0,0.0
831,2215,12.5,19.5988024,0.0,0.0
1376,2215,12.5,20.5,0.0,0.0
3544,2215,12.5,7.5,0.0,0.0
365,2215,12.5,16.8982036,0.0,0.0
1569,2215,12.5,22.7994012,0.0,0.0
2922,2215,12.5,18.8982036,0.0,0.0
2811,2215,12.5,11.0988024,0.0,0.0
3577,2215,12.5,5.0,0.0,0.0
1349,2215,12.5,21.0,0.0,0.0
2140,2215,12.5,12.5988024,0.0,0.0
4239,2215,12.5,4.5,0.0,0.0
1111,2215,12.5,20.5988024,0.0,0.0
538,2215,12.5,8.0,0.0,0.0
1514,2215,12.5,15.5,0.0,0.0
1314,2215,12.5,14.2994012,0.0,0.0
1234,2215,12.5,9.7994012,0.0,0.0
3299,2215,12.5,14.2994012,0.0,0.0
1699,2215,12.5,7.7994012,0.0,0.0
633,2215,12.5,15.5,0.0,0.0
1881,2215,12.5,13.5,0.0,0.0
2103,2215,12.5,9.0,0.0,0.0
3341,2215,12.5,17.5,0.0,0.0
4675,2215,12.5,6.5988024,0.0,0.0
1550,2215,12.5,8.5988024,0.0,0.0
3803,2215,12.5,9.0,0.0,0.0
660,2215,12.5,14.7994012,0.0,0.0
911,2215,12.5,20.2994012,0.0,0.0
270,2215,12.5,18.2994012,0.0,0.0
3412,2215,12.5,16.5,0.0,0.0
908,2215,12.5,12.2994012,0.0,0.0
4728,2215,12.5,19.8982036,0.0,0.0
2895,2215,12.5,18.0,0.0,0.0
340,2215,12.5,14.0,0.0,0.0
4309,2215,12.5,15.7994012,0.0,0.0
2378,2215,12.2994012,18.2994012,0.0,0.0
4673,2215,12.2994012,13.2994012,0.0,0.0
4561,2215,12.2994012,14.2994012,0.0,0.0
3344,2215,12.2994012,25.5,0.0,0.0
3331,2215,12.2994012,14.7994012,0.0,0.0
891,2215,12.2994012,14.8333333,0.0,0.0
3885,2215,12.2994012,10.2994012,0.0,0.0
3286,2215,12.2994012,15.0,0.0,0.0
3696,2215,12.2994012,14.0,0.0,0.0
2713,2215,12.2994012,30.5988024,0.0,0.0
3036,2215,12.2994012,12.7994012,0.0,0.0
607,2215,12.0988024,21.5988024,0.0,0.0
3320,2215,12.0988024,8.0,0.0,0.0
3065,2215,12.0988024,9.2994012,0.0,0.0
1777,2215,12.0988024,22.0,0.0,0.0
2738,2215,12.0,6.0,0.0,0.0
1247,2215,12.0,11.5,0.0,0.0
3442,2215,12.0,6.0,0.0,0.0
3712,2215,12.0,10.5,0.0,0.0
3421,2215,12.0,12.2994012,0.0,0.0
2368,2215,12.0,11.2994012,0.0,0.0
2917,2215,12.0,27.0,0.0,0.0
296,2215,12.0,12.0,0.0,0.0
3107,2215,12.0,16.0,0.0,0.0
2938,2215,12.0,20.2994012,0.0,0.0
2555,2215,12.0,8.5,0.0,0.0
3382,2215,12.0,3.0,0.0,0.0
2662,2215,12.0,14.0,0.0,0.0
4453,2215,12.0,12.0988024,0.0,0.0
3788,2215,12.0,19.0988024,0.0,0.0
3797,2215,12.0,5.5,0.0,0.0
3020,2215,12.0,18.5988024,0.0,0.0
2569,2215,12.0,12.2994012,0.0,0.0
3217,2215,12.0,20.0,0.0,0.0
1544,2215,12.0,11.0,0.0,0.0
3835,2215,12.0,10.0,0.0,0.0
3843,2215,12.0,8.2994012,0.0,0.0
3322,2215,12.0,11.0,0.0,0.0
598,2215,12.0,8.2994012,0.0,0.0
2424,2215,12.0,16.7994012,0.0,0.0
1139,2215,12.0,6.0,0.0,0.0
793,2215,12.0,14.3982036,0.0,0.0
4018,2215,12.0,10.7994012,0.0,0.0
3135,2215,12.0,12.7994012,0.0,0.0
2337,2215,12.0,12.5,0.0,0.0
3492,2215,12.0,8.5,0.0,0.0
894,2215,12.0,8.5,0.0,0.0
3202,2215,12.0,34.6976048,0.0,0.0
4650,2215,12.0,24.5988024,0.0,0.0
3583,2215,12.0,11.0,0.0,0.0
3177,2215,12.0,7.7994012,0.0,0.0
4282,2215,12.0,14.7964072,0.0,0.0
1300,2215,12.0,12.0,0.0,0.0
4293,2215,12.0,15.0,0.0,0.0
446,2215,12.0,11.5988024,0.0,0.0
3644,2215,12.0,17.7994012,0.0,0.0
3649,2215,12.0,3.0,0.0,0.0
3538,2215,12.0,14.5,0.0,0.0
624,2215,12.0,5.2994012,0.0,0.0
4668,2215,12.0,10.7994012,0.0,0.0
4242,2215,12.0,16.7994012,0.0,0.0
4204,2215,11.8982036,7.0,0.0,0.0
508,2215,11.8333333,14.5988024,0.0,0.0
4387,2215,11.7994012,13.0,0.0,0.0
817,2215,11.7994012,20.5,0.0,0.0
4419,2215,11.7994012,5.7994012,0.0,0.0
1935,2215,11.7994012,15.0,0.0,0.0
1593,2215,11.7994012,7.0988024,0.0,0.0
