tripMode,2016,2025,2035,2050
SOV,16.9,16.5,16.6,16.9
HOV,15.4,14.9,15.1,15.4
Transit,50.2,47.5,44.3,41.7
Non-Motorized,15.6,15.9,15.3,15.6
Other,20.9,17.9,17.1,17.7
