tripPurposeDestination,2016,2025,2035,2050
Dining,5.8,5.8,5.8,5.7
Discretionary,5.2,5.5,5.7,5.7
Escort,12.6,12.3,11.6,11.4
Home,26.9,27.0,27.0,26.8
Maintenance,6.1,6.3,6.6,6.7
Other,12.2,12.4,12.7,13.2
School,3.5,3.4,3.1,2.9
Service,5.6,5.5,5.5,5.6
Shop,9.8,10.2,10.6,10.8
Work,12.3,11.7,11.4,11.1
