index,2016,2025,2035,2050
0-18,25.7,23.5,20.3,19.2
18-30,17.3,18.6,20.3,17.7
30-45,19.9,20.4,19.0,21.3
45-60,18.9,16.1,16.8,16.2
60-100,18.2,21.4,23.6,25.6
