TAZ,2016,2025,2035,2050
13,47.1,5.5,46.1,3.5
14,72.4,70.4,71.6,70.1
15,31.7,31.3,30.9,31.6
16,44.8,48.7,51.6,53.9
17,37.5,35.5,37.6,34.0
18,39.1,38.4,35.6,37.1
19,35.5,37.9,31.5,33.5
20,43.1,34.7,38.0,34.2
21,44.4,37.6,31.4,33.8
22,53.4,43.2,53.9,68.2
23,53.5,52.0,51.1,55.6
25,74.7,72.5,55.0,75.2
27,80.3,81.1,82.4,82.5
28,80.9,67.2,69.1,71.8
29,70.5,75.6,71.2,82.4
30,42.8,29.6,33.4,29.0
31,44.4,52.5,34.3,33.8
32,42.3,39.8,38.3,38.0
33,30.1,30.9,30.1,30.5
34,21.4,22.4,22.0,23.4
35,30.8,32.5,34.8,30.0
36,36.9,36.5,34.7,35.9
37,37.8,34.0,35.0,32.9
38,17.8,19.6,16.4,17.2
39,28.1,25.0,26.0,23.5
40,33.6,33.7,32.9,29.0
41,30.5,31.7,26.7,30.7
42,41.0,47.5,39.4,39.8
44,22.9,24.7,24.2,22.0
45,18.3,18.1,18.1,16.2
46,20.8,26.6,21.9,18.1
47,34.9,36.5,37.1,37.0
48,18.8,16.9,22.1,13.8
49,15.7,15.3,14.9,14.2
50,17.0,19.8,16.5,15.4
51,16.0,22.2,29.9,12.0
52,18.0,24.4,17.6,21.0
53,25.4,25.0,24.9,23.1
54,31.5,29.1,26.4,31.2
55,41.7,42.3,39.2,35.8
56,41.8,39.8,39.4,39.6
57,54.0,37.7,41.2,50.8
58,12.7,16.1,16.2,15.2
59,22.8,12.1,9.5,23.4
61,10.1,17.5,15.0,12.5
62,16.6,16.3,17.0,14.3
63,16.3,17.3,15.3,18.0
64,16.4,19.6,16.6,27.5
65,20.8,16.8,13.0,18.4
66,16.4,17.6,16.3,19.7
67,13.2,10.8,8.9,12.2
68,13.1,12.4,13.5,19.8
69,9.7,13.2,13.2,14.4
70,12.3,21.6,19.4,11.4
71,16.6,17.2,12.9,17.3
72,21.1,21.7,23.2,30.0
73,15.8,18.4,18.2,18.5
74,16.5,17.5,16.8,19.7
75,14.2,14.7,16.7,13.6
76,18.5,22.2,13.2,4.0
77,14.0,14.1,14.1,12.6
78,10.2,9.6,14.3,7.2
79,16.1,16.4,16.7,19.4
80,16.3,17.5,15.2,15.1
81,21.9,32.3,53.5,34.1
82,32.3,29.4,30.1,31.3
83,13.7,14.3,13.9,13.0
84,15.9,15.1,13.5,13.0
85,13.7,17.5,15.8,12.5
86,14.5,13.3,12.3,13.8
87,13.9,14.5,15.7,15.4
88,16.8,16.6,18.2,15.4
89,19.8,18.4,18.3,15.9
90,22.5,15.4,19.8,15.4
91,15.0,20.9,13.7,32.3
92,11.8,0.4,0.0,17.8
93,32.2,39.1,28.8,39.2
94,38.8,37.4,35.9,33.9
95,19.0,17.3,17.8,20.2
96,17.3,16.5,19.1,17.3
97,26.0,25.8,27.8,20.6
98,38.5,33.8,45.6,39.0
99,19.8,16.4,18.6,16.4
100,17.9,15.9,16.7,16.1
101,73.9,74.6,70.7,69.3
102,18.4,18.5,17.7,18.2
103,16.6,16.4,14.5,15.5
104,18.4,21.2,16.5,16.8
105,22.2,22.2,21.6,20.8
106,27.1,21.3,23.4,23.8
107,22.4,20.9,20.6,22.6
108,28.7,29.4,23.9,26.2
109,36.2,29.2,31.6,30.8
110,38.6,39.0,38.5,34.9
111,19.5,19.5,18.4,18.7
112,18.8,23.9,17.9,22.9
113,21.4,27.9,21.1,24.5
114,36.0,37.9,34.0,35.0
115,49.8,42.4,40.8,50.6
116,23.9,19.0,22.6,22.7
117,22.7,20.4,22.7,22.6
118,37.1,35.5,39.3,37.6
119,36.8,36.1,34.8,31.1
120,77.1,62.1,69.8,70.0
121,23.9,23.9,23.7,26.8
122,21.2,23.6,22.9,20.1
124,22.2,25.3,20.2,25.3
125,31.6,26.4,23.8,24.6
128,31.4,17.8,102.7,37.3
129,31.3,38.4,37.9,30.4
130,37.5,38.1,35.5,37.1
131,47.5,44.8,41.4,48.3
132,32.8,31.2,30.8,31.8
133,32.6,30.1,28.4,29.5
134,20.6,17.8,47.6,61.6
135,25.3,23.7,27.2,23.3
136,27.3,23.6,24.7,23.1
137,45.3,44.7,31.4,32.5
138,36.1,35.4,32.7,30.1
139,24.3,25.8,23.4,24.8
140,34.8,32.1,33.5,31.9
141,51.5,18.3,16.4,20.4
143,25.0,25.1,23.1,24.1
144,32.8,32.2,28.3,28.1
145,34.8,31.1,31.5,32.7
147,27.8,25.1,25.8,26.9
150,39.6,44.0,37.8,29.8
151,40.9,44.4,37.6,40.6
152,44.2,31.7,17.0,43.4
153,56.5,48.2,57.1,38.3
154,66.5,63.4,52.0,57.8
158,35.2,36.3,34.2,34.4
159,55.2,40.8,37.0,37.1
161,31.2,29.3,41.3,63.1
162,38.0,43.9,49.7,41.3
164,30.7,30.4,26.2,27.4
166,36.6,38.3,39.5,38.9
167,43.7,38.3,39.1,43.1
168,64.7,68.3,67.1,66.2
169,38.3,34.9,31.8,35.6
170,40.9,37.6,40.8,37.8
171,48.0,35.3,41.8,41.3
172,33.6,29.1,32.6,29.7
173,30.2,30.3,26.0,26.7
174,29.2,24.5,29.3,28.3
175,45.2,39.7,42.4,39.8
176,27.9,34.9,28.8,29.4
177,34.7,41.9,46.1,42.0
178,38.0,35.3,34.4,29.4
179,32.9,31.4,31.2,34.1
180,28.9,29.1,30.1,29.8
181,49.6,39.2,49.5,36.5
182,30.4,32.1,30.0,28.4
183,42.6,62.0,46.7,50.8
184,29.6,29.1,29.8,30.7
185,42.3,37.5,42.4,41.7
186,40.3,44.9,48.5,45.7
187,51.0,37.3,44.1,33.6
188,38.7,38.4,32.3,34.0
189,30.5,30.4,30.8,37.3
190,55.1,57.1,54.5,46.9
191,36.2,32.8,37.5,36.3
192,28.5,28.0,27.1,30.2
193,22.7,28.3,41.9,60.5
195,161.5,11.0,1.1,26.8
196,37.4,38.0,29.9,39.3
197,36.8,35.3,35.1,33.8
198,34.7,34.3,27.2,27.7
199,38.8,30.0,37.0,34.7
200,31.7,27.4,29.7,28.8
201,27.3,24.5,24.6,26.5
202,27.3,24.8,27.5,36.9
203,27.8,30.4,30.1,28.3
205,47.4,42.7,38.8,47.3
206,42.2,38.4,45.3,38.8
207,42.0,45.4,38.7,46.3
208,31.4,29.5,30.5,29.7
209,41.6,38.3,39.1,31.8
210,33.4,33.1,30.5,32.0
211,50.0,17.5,59.9,80.7
212,40.5,37.4,49.6,36.1
213,39.8,38.4,35.1,30.7
214,29.5,27.6,24.1,24.6
215,40.0,39.8,45.0,43.6
216,37.1,29.4,39.8,42.1
217,31.3,30.1,27.7,26.1
218,32.8,29.0,18.9,27.1
219,36.5,36.9,40.2,35.4
220,22.9,22.5,22.8,23.0
221,49.2,52.1,40.7,49.0
222,26.7,26.4,31.6,34.9
223,33.9,37.0,31.0,35.6
224,37.7,39.3,32.6,36.0
225,38.2,39.8,37.3,38.9
226,43.6,38.5,42.9,38.5
227,37.0,38.0,38.0,39.4
228,40.2,33.9,38.8,35.3
229,35.4,33.4,34.1,31.1
231,23.4,36.0,28.8,41.5
232,33.4,25.0,31.5,38.3
233,25.1,21.5,22.8,22.0
234,38.5,40.0,40.6,40.8
235,36.6,50.3,32.4,32.2
236,41.2,32.8,43.3,33.8
237,39.6,41.5,39.8,42.9
238,25.8,26.9,26.8,27.1
239,18.6,18.4,18.7,18.6
240,29.0,33.3,37.4,23.5
241,35.6,33.3,30.7,28.7
242,27.9,23.5,30.3,23.3
243,37.3,39.3,42.7,43.0
244,43.9,38.3,38.1,42.9
245,48.1,39.6,47.7,38.0
246,38.7,32.1,40.3,41.7
247,42.5,24.3,27.1,34.6
249,24.4,24.5,23.7,23.1
250,62.9,68.1,70.9,56.8
251,53.1,24.8,26.0,28.2
252,23.0,23.9,15.3,22.4
253,23.6,23.9,24.9,31.0
254,15.6,9.9,17.1,13.6
255,29.6,32.9,31.1,35.5
256,22.5,20.2,19.8,18.1
257,32.9,32.8,35.2,32.4
258,35.1,36.9,37.1,36.0
259,30.9,31.9,32.1,31.3
260,19.0,20.3,19.7,19.5
261,41.3,3.8,19.5,28.0
262,46.2,45.8,39.2,45.0
263,18.2,20.0,19.7,21.1
264,44.7,37.5,28.1,45.4
265,19.9,20.8,19.9,19.2
266,16.7,16.9,16.1,16.0
267,40.6,41.9,33.6,41.5
268,21.4,19.6,21.8,22.3
269,17.0,17.2,16.6,16.4
270,13.5,10.8,9.1,8.9
271,33.6,33.3,33.4,31.8
272,24.8,19.5,20.3,20.6
273,31.0,13.9,20.7,34.0
274,28.3,27.2,32.6,36.3
275,17.3,16.3,19.8,18.6
276,17.6,19.1,19.5,19.8
277,35.7,35.5,35.9,38.6
278,44.7,41.8,33.4,37.9
279,18.3,18.0,17.4,18.0
280,21.1,21.3,19.7,20.2
281,38.2,35.1,37.3,43.2
282,37.7,35.9,30.7,34.1
283,35.5,33.6,31.6,35.5
284,15.5,59.7,18.0,15.1
285,31.9,35.9,36.1,32.3
288,33.5,29.2,26.6,31.7
289,18.3,109.7,26.2,35.0
290,32.3,27.1,39.8,43.6
291,29.4,30.4,29.0,29.8
293,33.4,9.6,16.9,11.8
294,22.8,26.4,29.6,34.0
295,22.6,24.7,19.7,24.3
296,20.5,19.0,19.2,18.3
297,17.6,18.0,17.2,16.2
298,26.8,17.6,22.1,25.5
299,36.2,30.6,37.6,34.3
300,23.5,21.8,22.3,21.5
301,28.4,34.0,35.2,30.9
302,21.4,24.7,23.6,19.7
304,77.3,68.4,70.4,69.1
305,24.4,22.6,21.3,22.2
307,21.3,19.6,19.7,19.0
308,65.0,51.3,54.7,57.1
309,19.3,17.5,18.1,16.2
310,19.4,18.1,16.8,18.6
311,18.2,17.7,15.4,16.1
312,16.1,18.7,16.9,16.8
313,17.6,17.7,16.6,16.0
314,32.8,36.6,29.6,35.7
315,24.2,22.5,21.6,22.1
317,36.0,33.3,32.5,30.6
318,32.8,35.2,59.9,39.2
319,37.4,42.3,28.1,40.9
320,21.0,20.1,20.5,18.8
321,17.5,18.3,19.2,17.7
322,22.1,20.4,19.6,20.0
323,33.9,32.3,33.0,30.9
324,33.0,37.4,35.2,33.1
325,35.5,29.1,28.2,29.0
326,38.2,36.9,38.6,35.7
327,33.2,32.2,32.1,31.8
328,16.1,16.3,15.6,16.1
329,38.5,34.3,34.3,32.2
330,20.0,18.9,18.1,17.9
331,32.0,29.5,30.5,30.6
332,37.9,30.2,37.9,34.5
333,18.1,18.1,17.8,16.7
334,17.9,19.2,17.2,18.7
335,18.6,18.0,16.8,16.4
336,15.6,14.8,14.0,14.0
337,57.6,25.5,51.0,47.9
339,17.9,16.4,17.0,16.7
340,16.1,16.7,17.8,16.4
341,19.2,17.8,18.0,16.6
342,19.3,17.2,17.5,18.2
343,18.5,17.2,16.8,16.4
344,21.4,19.8,18.9,18.4
345,19.1,17.8,19.3,19.4
346,21.5,17.7,19.9,16.8
347,61.6,29.6,11.5,54.9
348,21.1,21.5,20.0,21.1
349,18.2,16.8,16.7,17.7
350,19.6,18.0,18.4,17.9
352,18.5,17.6,15.2,15.1
353,20.5,21.4,21.3,17.0
354,20.0,21.2,20.6,20.6
355,24.3,100.1,10.8,56.5
357,29.2,30.8,32.2,30.8
358,30.4,34.9,29.5,39.1
359,19.5,18.5,18.0,18.7
360,18.5,17.2,15.9,17.9
362,18.1,19.0,22.2,22.0
363,36.4,39.1,32.8,31.6
364,19.1,17.8,18.2,19.0
365,17.6,18.2,17.3,17.2
366,52.0,3.9,17.9,4.0
367,16.4,14.6,13.9,14.4
368,19.2,19.6,17.6,18.1
369,18.3,17.1,17.6,16.7
370,27.0,26.4,27.7,24.1
371,27.2,31.0,31.1,34.7
372,15.3,15.5,13.9,12.2
373,15.7,13.4,14.2,13.7
374,16.7,15.7,15.4,14.5
375,16.3,13.6,13.3,13.2
376,17.5,14.9,15.3,15.4
377,16.5,16.7,16.2,16.5
379,12.7,23.5,30.7,29.7
380,17.7,15.4,17.2,16.3
381,17.1,18.3,15.9,17.8
382,19.0,17.3,16.3,17.6
383,42.4,29.9,31.4,36.6
384,16.4,17.0,16.1,15.2
385,16.4,17.5,14.2,15.8
386,18.6,19.2,19.8,17.7
387,28.8,33.5,33.8,39.5
389,20.1,23.6,21.5,20.1
390,15.2,14.3,13.6,13.8
391,29.5,36.3,30.3,36.0
392,16.1,17.5,16.5,14.8
393,33.1,34.4,33.5,32.8
394,33.7,31.5,30.7,31.0
395,18.2,17.0,16.4,16.5
396,18.4,16.1,16.2,16.1
397,19.1,17.9,17.4,16.5
398,36.5,44.3,31.1,32.1
399,19.3,18.1,20.1,19.0
400,19.1,17.2,17.8,17.8
401,18.2,16.9,17.4,17.3
402,35.6,55.0,58.6,37.3
404,62.1,66.8,74.9,59.4
405,17.8,17.1,15.7,16.1
406,15.1,14.1,14.3,13.1
407,17.1,15.1,14.9,13.7
408,16.3,15.9,16.3,16.2
409,29.1,25.9,30.0,27.9
411,20.5,19.8,18.0,15.9
413,24.5,23.1,24.1,23.7
414,16.7,17.1,16.9,17.3
415,13.8,18.4,12.5,11.7
416,24.7,33.1,36.1,26.9
417,14.3,14.3,13.0,12.8
418,14.2,15.3,13.4,12.1
419,13.1,14.4,12.7,12.9
420,144.4,43.7,66.9,142.7
421,16.4,17.1,16.1,15.1
422,18.9,18.4,16.6,18.0
423,14.3,13.4,13.6,14.8
424,15.4,0.0,32.9,15.3
425,18.3,15.9,16.7,16.4
426,16.0,15.4,15.6,12.8
428,14.8,15.9,15.5,16.0
431,30.7,33.6,30.7,31.0
432,15.2,14.9,13.2,14.1
433,14.6,14.6,14.7,15.0
435,17.7,16.2,16.1,16.0
436,13.1,14.1,12.4,12.9
438,13.3,14.1,13.7,13.6
439,16.0,15.6,15.1,15.5
440,15.4,14.7,18.1,15.5
444,15.4,16.5,14.9,15.3
445,15.2,16.1,11.7,18.0
446,19.0,16.7,15.8,15.9
447,17.1,19.1,18.6,19.7
448,30.4,32.3,29.5,29.2
449,18.4,17.9,18.2,18.0
450,17.5,18.1,17.9,18.9
451,19.6,16.5,21.3,16.8
452,18.8,14.7,14.6,15.7
453,17.0,13.3,16.7,14.9
454,29.9,29.2,26.8,25.9
455,15.2,15.6,15.8,14.4
456,15.7,13.6,12.4,14.5
457,17.4,15.8,16.9,15.4
459,18.9,16.8,15.3,14.9
460,17.4,17.5,15.7,15.3
461,12.1,12.0,10.4,11.8
462,18.9,15.2,15.7,18.9
465,12.9,11.3,11.7,11.9
466,15.6,16.4,16.1,16.2
467,11.8,11.7,10.9,11.5
468,13.5,10.8,10.9,11.3
470,14.2,13.1,10.7,11.4
471,17.3,16.6,15.2,15.8
472,27.6,27.7,23.7,22.6
473,20.2,22.3,26.3,25.6
474,17.3,16.1,15.1,14.7
475,37.9,0.0,0.0,0.0
476,19.9,18.6,18.0,19.2
477,45.9,22.7,24.6,31.7
478,27.7,27.7,25.4,26.5
479,22.9,21.4,21.6,23.1
480,12.0,12.1,10.0,10.6
481,28.5,24.8,20.7,25.2
482,16.6,14.5,12.3,12.5
484,22.4,19.6,15.8,14.5
485,33.2,32.0,33.5,28.6
486,38.3,34.5,35.5,34.4
487,14.2,14.9,13.0,13.6
488,28.0,27.9,25.1,24.1
489,16.6,14.7,14.9,16.5
490,12.3,11.9,10.2,11.0
491,30.9,23.2,28.7,19.4
492,32.2,31.6,30.8,35.1
494,15.1,14.9,13.6,13.3
495,16.9,17.4,14.9,13.8
496,16.9,17.0,18.7,14.6
497,16.1,15.1,12.8,13.9
498,0.2,0.0,0.0,0.0
499,16.3,15.2,14.3,13.8
500,23.2,20.9,21.7,22.1
503,15.3,14.2,13.7,14.2
505,15.8,15.0,11.2,11.3
506,19.7,15.3,14.8,14.5
507,17.9,18.7,17.9,16.4
508,16.4,15.4,14.3,15.2
509,12.3,10.9,11.7,8.1
510,29.9,27.5,24.7,29.6
511,11.8,10.9,9.8,10.1
512,40.6,36.2,50.3,52.2
513,16.3,15.4,13.6,12.7
514,7.4,0.0,0.0,0.0
515,10.9,10.9,11.0,11.5
516,11.8,10.7,11.1,10.6
517,16.2,16.4,13.8,19.6
518,20.7,19.2,17.5,12.9
519,13.8,16.9,14.1,14.4
520,16.1,13.4,12.9,12.1
521,15.3,15.3,14.7,13.8
522,91.2,82.7,65.8,52.4
523,17.7,17.2,15.3,15.3
525,14.4,13.4,12.5,14.3
526,15.6,15.8,14.4,14.1
527,33.6,36.1,28.8,31.8
528,33.1,32.4,27.2,28.9
529,14.6,19.0,13.8,16.0
530,14.1,14.1,11.1,12.1
531,15.3,15.0,13.0,12.3
532,12.7,13.0,12.5,11.8
533,14.5,14.1,14.5,14.2
534,17.6,15.3,15.2,14.4
535,14.9,13.9,11.7,11.5
536,17.9,16.3,16.0,15.0
537,16.0,14.6,14.2,13.7
538,13.9,13.6,13.2,12.0
539,17.0,17.0,17.3,16.2
540,10.3,11.2,10.3,11.3
541,19.9,17.3,20.8,17.1
542,16.9,13.6,12.2,11.6
543,17.7,18.1,16.4,13.4
544,15.3,15.1,12.9,15.9
545,15.9,15.7,13.8,13.7
546,12.8,12.6,11.7,11.1
547,6.9,10.9,11.5,10.3
548,26.8,3.1,13.0,10.8
550,18.0,18.2,17.4,16.3
551,77.0,72.1,35.3,39.9
552,14.5,13.7,11.1,11.5
554,7.1,0.0,12.0,35.0
556,21.3,21.5,19.6,19.1
557,29.4,12.2,8.6,11.0
558,12.9,13.9,11.8,11.6
559,15.2,16.1,12.8,14.6
560,15.9,16.0,18.9,15.1
561,10.0,10.5,11.1,10.6
562,19.7,18.9,17.3,16.9
563,11.9,13.4,10.9,8.3
564,54.8,53.1,55.9,49.8
565,16.3,14.8,15.5,16.9
566,14.1,14.7,12.8,13.2
567,13.7,13.1,12.9,11.8
568,55.7,34.6,52.4,47.7
569,12.8,14.1,11.9,10.9
570,16.6,16.2,15.7,15.0
571,13.5,14.4,10.4,10.9
573,21.1,20.4,20.4,18.7
574,14.8,10.4,11.2,11.4
575,16.9,18.0,16.6,16.5
576,13.6,13.3,10.6,12.0
577,13.0,14.3,15.1,13.4
578,13.8,12.8,13.3,11.1
579,14.5,15.6,13.4,13.5
580,16.2,15.1,12.5,12.2
581,17.8,14.8,13.3,12.5
582,28.9,30.2,31.4,27.6
583,19.2,17.1,17.7,18.6
584,14.6,14.5,14.0,14.6
585,13.3,13.9,11.3,10.2
586,14.5,13.2,13.6,15.7
587,14.4,14.8,14.4,13.5
588,13.1,11.6,9.0,10.2
589,13.7,14.0,13.6,12.4
590,16.5,15.4,16.1,14.7
592,11.7,11.8,10.0,9.1
593,15.8,15.1,14.8,15.7
594,14.2,13.4,13.6,13.0
595,13.3,12.8,12.2,11.1
596,30.1,33.4,33.6,36.0
597,32.3,25.5,23.3,36.6
598,18.3,17.3,16.6,15.8
599,17.6,14.8,15.7,15.5
600,15.5,15.9,15.1,14.7
601,18.0,15.4,12.3,11.5
604,26.3,24.2,27.4,26.3
606,13.1,6.3,9.0,10.8
607,17.2,15.8,15.5,14.6
608,17.4,17.7,15.3,14.9
609,12.3,11.8,10.6,9.5
610,14.9,14.7,14.2,12.4
611,36.8,32.8,29.2,36.2
612,15.7,15.5,12.8,12.7
613,14.8,16.0,19.1,12.5
614,14.5,14.5,13.4,13.1
615,16.6,17.8,16.6,15.2
616,61.9,46.3,49.4,52.4
617,12.3,11.9,10.9,9.4
618,14.7,15.1,14.7,14.6
619,16.1,14.5,14.7,13.7
620,13.6,12.2,12.7,12.0
621,17.5,20.7,14.1,15.8
622,12.4,13.4,11.7,9.9
623,16.3,14.0,16.1,15.9
624,16.7,14.3,16.1,15.4
