index,2016,2025,2035,2050
2,39.3,39.4,38.2,38.6
1,31.8,31.3,31.6,30.5
3,16.0,15.4,13.8,13.7
4,6.8,6.5,6.3,6.0
0,6.1,7.5,10.1,11.1
