tripMode,2016,2025,2035,2050
SOV,8.0,7.9,7.8,7.9
HOV,7.1,7.1,7.3,7.5
Transit,9.1,9.6,9.7,9.7
Truck,10.6,11.3,12.0,12.6
Non-Motorized,1.0,1.1,1.1,1.2
Other,5.0,4.7,4.6,4.7
