stat,2016,2025,2035,2050
Vehicle Miles Traveled,83614703.8197748,84538406.30960627,85412968.28717363,88133934.01426175
Vehicle Hours Delayed,159507250.88192335,154500945.5653622,156940791.69171652,161419605.0435818
total_vhd,600797.7630917316,491851.2491604547,503585.55703811935,526375.3642031327
