Year,One Day,Two-Three Days,Four or More Days,Telecommuter Only
2016,24.53746806510967,20.904281371203663,5.892787016895157,48.66546354679151
2025,24.489965619253216,21.00391780602862,5.190053570000799,49.31606300471736
2035,25.51606550443437,21.595315824951427,5.502583962251682,47.38603470836252
2050,25.429032512005037,21.26728594295311,5.399643128919678,47.90403841612218
