TAZ,vmt_per_capita_by_taz
300,22.3
301,35.2
302,23.6
304,70.4
305,21.3
307,19.7
308,54.7
309,18.1
310,16.8
311,15.4
312,16.9
313,16.6
314,29.6
315,21.6
317,32.5
318,59.9
319,28.1
320,20.5
321,19.2
322,19.6
323,33.0
324,35.2
325,28.2
326,38.6
327,32.1
328,15.6
329,34.3
330,18.1
331,30.5
332,37.9
333,17.8
334,17.2
335,16.8
336,14.0
337,51.0
339,17.0
340,17.8
341,18.0
342,17.5
343,16.8
344,18.9
345,19.3
346,19.9
347,11.5
348,20.0
349,16.7
350,18.4
352,15.2
353,21.3
354,20.6
355,10.8
357,32.2
358,29.5
359,18.0
360,15.9
362,22.2
363,32.8
364,18.2
365,17.3
366,17.9
367,13.9
368,17.6
369,17.6
370,27.7
371,31.1
372,13.9
373,14.2
374,15.4
375,13.3
376,15.3
377,16.2
379,30.7
380,17.2
381,15.9
382,16.3
383,31.4
384,16.1
385,14.2
386,19.8
387,33.8
389,21.5
390,13.6
391,30.3
392,16.5
393,33.5
394,30.7
395,16.4
396,16.2
397,17.4
398,31.1
399,20.1
400,17.8
401,17.4
402,58.6
404,74.9
405,15.7
406,14.3
407,14.9
408,16.3
409,30.0
410,2.7
411,18.0
413,24.1
414,16.9
415,12.5
416,36.1
417,13.0
418,13.4
419,12.7
420,66.9
421,16.1
422,16.6
423,13.6
424,32.9
425,16.7
426,15.6
428,15.5
429,16.0
431,30.7
432,13.2
433,14.7
435,16.1
436,12.4
438,13.7
439,15.1
440,18.1
444,14.9
445,11.7
446,15.8
447,18.6
448,29.5
449,18.2
450,17.9
451,21.3
452,14.6
453,16.7
454,26.8
455,15.8
456,12.4
457,16.9
459,15.3
460,15.7
461,10.4
462,15.7
465,11.7
466,16.1
467,10.9
468,10.9
470,10.7
471,15.2
472,23.7
473,26.3
474,15.1
476,18.0
477,24.6
478,25.4
479,21.6
480,10.0
481,20.7
482,12.3
484,15.8
485,33.5
486,35.5
487,13.0
488,25.1
489,14.9
490,10.2
491,28.7
492,30.8
494,13.6
495,14.9
496,18.7
497,12.8
499,14.3
500,21.7
503,13.7
505,11.2
506,14.8
507,17.9
508,14.3
509,11.7
510,24.7
511,9.8
512,50.3
513,13.6
515,11.0
516,11.1
517,13.8
518,17.5
519,14.1
520,12.9
521,14.7
522,65.8
523,15.3
525,12.5
526,14.4
527,28.8
528,27.2
529,13.8
530,11.1
531,13.0
532,12.5
533,14.5
534,15.2
535,11.7
536,16.0
537,14.2
538,13.2
539,17.3
540,10.3
541,20.8
542,12.2
543,16.4
544,12.9
545,13.8
546,11.7
547,11.5
548,13.0
550,17.4
551,35.3
552,11.1
554,12.0
556,19.6
557,8.6
558,11.8
559,12.8
560,18.9
561,11.1
562,17.3
563,10.9
564,55.9
565,15.5
566,12.8
567,12.9
568,52.4
569,11.9
570,15.7
571,10.4
573,20.4
574,11.2
575,16.6
576,10.6
577,15.1
578,13.3
579,13.4
580,12.5
581,13.3
582,31.4
583,17.7
584,14.0
585,11.3
586,13.6
587,14.4
588,9.0
589,13.6
590,16.1
591,13.4
592,10.0
593,14.8
594,13.6
595,12.2
596,33.6
597,23.3
598,16.6
599,15.7
600,15.1
601,12.3
604,27.4
605,16.6
606,9.0
607,15.5
608,15.3
609,10.6
610,14.2
611,29.2
612,12.8
613,19.1
614,13.4
615,16.6
616,49.4
617,10.9
618,14.7
619,14.7
620,12.7
621,14.1
622,11.7
623,16.1
624,16.1
625,20.8
626,16.5
627,11.9
628,12.5
629,21.4
630,12.7
631,18.7
632,16.7
633,13.0
634,15.9
635,10.9
636,10.5
637,22.1
638,16.6
639,17.3
640,13.4
641,13.8
642,15.2
643,12.7
644,13.1
645,15.9
646,10.6
647,14.4
648,15.5
649,16.6
650,14.2
651,18.6
652,14.8
653,15.5
654,17.2
655,16.8
656,20.0
657,13.3
658,17.4
659,17.0
660,14.7
662,16.2
663,19.0
664,14.2
665,18.9
666,12.8
667,12.2
668,10.1
669,13.4
670,15.6
671,18.7
672,16.1
673,18.7
674,11.1
675,16.1
676,12.9
677,16.5
678,15.7
679,12.5
680,12.2
681,13.8
682,22.8
684,15.6
686,16.9
687,15.7
688,17.5
690,17.0
691,16.5
692,15.9
693,15.3
694,17.5
695,17.7
697,16.1
698,18.9
699,0.1
700,19.5
701,18.8
703,15.2
706,15.5
708,15.4
710,28.6
711,24.4
712,12.4
713,17.1
714,29.5
715,17.5
716,18.0
717,15.8
719,21.4
720,10.4
721,15.8
722,17.3
723,52.2
724,14.2
725,15.8
726,15.7
727,40.0
728,13.4
729,13.7
730,16.4
731,19.3
732,17.1
733,12.7
734,17.9
737,18.2
738,55.3
739,17.1
740,13.8
741,21.1
742,14.4
743,18.8
744,20.0
745,16.2
746,15.0
747,16.4
748,16.6
749,16.2
750,28.0
751,18.0
752,19.7
753,16.4
754,23.2
755,17.8
756,37.0
757,19.0
759,21.5
760,22.5
761,19.4
762,17.7
763,17.9
764,15.2
765,17.8
766,18.4
767,19.9
768,18.8
769,17.6
770,18.0
771,17.9
772,16.9
773,18.1
774,18.6
775,18.2
776,13.6
777,21.7
778,23.8
779,19.1
780,20.6
781,18.2
782,13.6
783,16.9
784,11.7
785,17.3
786,18.9
788,22.3
789,17.0
790,20.2
791,19.9
792,18.3
793,13.3
794,38.7
795,19.7
796,17.5
797,21.7
798,21.5
799,15.0
800,17.4
801,15.8
802,36.1
803,20.8
804,19.0
805,17.3
806,18.0
807,17.4
808,14.0
809,14.6
810,84.6
811,34.8
812,16.5
813,16.5
814,16.4
815,17.8
816,21.2
817,14.6
818,13.6
819,15.6
820,16.0
821,17.0
822,17.5
823,13.4
824,16.1
825,20.7
826,14.3
827,18.2
828,13.6
829,14.6
830,12.3
831,16.4
832,15.6
833,19.3
834,15.4
835,11.5
836,18.3
837,18.1
838,17.3
839,16.1
840,17.1
841,14.9
842,15.2
843,16.1
844,11.9
845,16.5
846,16.8
847,15.4
848,17.2
849,14.8
850,19.8
851,18.3
852,17.4
853,19.6
854,14.9
855,14.1
856,18.7
857,15.3
858,24.5
859,15.7
860,16.3
861,18.3
862,16.9
863,16.1
864,17.3
865,17.6
866,15.5
867,15.1
869,18.5
870,15.7
871,14.3
873,20.8
874,18.6
875,20.4
876,17.8
877,16.7
878,20.0
879,15.8
880,15.9
881,16.2
882,16.8
883,19.5
884,20.0
885,18.9
886,19.1
887,19.5
888,17.5
889,16.1
890,16.3
891,16.9
892,14.9
893,21.1
894,13.2
895,16.4
896,18.6
897,13.7
898,12.6
899,12.8
900,15.3
901,18.6
902,27.3
903,15.4
904,20.0
905,16.8
906,16.1
908,15.6
909,15.0
910,23.8
911,13.6
912,17.5
913,15.6
914,18.5
915,13.6
916,3.8
918,14.3
919,20.1
920,22.7
921,14.7
922,17.0
924,19.2
926,15.6
928,17.9
929,17.8
930,12.4
932,17.8
933,21.3
934,10.9
935,14.4
936,17.0
937,16.5
938,18.0
939,22.5
940,19.4
941,15.6
942,13.5
943,17.0
945,15.4
946,19.4
947,13.6
948,15.6
949,13.6
950,11.1
952,16.3
953,9.7
954,14.8
955,16.7
956,16.5
958,13.1
960,11.7
962,14.8
963,11.1
964,11.0
966,21.4
967,12.3
970,18.2
971,20.8
972,12.7
974,9.9
975,14.0
976,17.7
977,10.3
978,15.5
979,14.4
980,9.7
983,17.3
984,13.8
987,14.3
988,13.6
989,15.2
990,13.6
991,22.2
993,13.3
995,11.0
996,15.4
999,13.0
1001,13.0
1003,13.1
1004,19.1
1006,13.7
1007,9.7
1008,16.5
1009,12.0
1010,10.9
1011,12.8
1012,79.1
1013,10.0
1014,16.8
1015,13.4
1017,11.5
1019,11.8
1020,11.2
1021,12.3
1022,12.0
1023,13.3
1024,14.2
1026,16.0
1027,30.2
1030,11.2
1031,14.8
1033,13.3
1034,11.8
1035,12.7
1036,16.9
1038,9.9
1039,28.0
1040,16.1
1041,11.8
1042,12.4
1044,16.9
1045,17.4
1046,18.9
1047,11.6
1048,9.8
1053,12.6
1054,11.2
1055,15.6
1056,12.5
1058,6.8
1059,13.9
1060,12.5
1061,9.3
1062,8.8
1063,14.9
1064,18.2
1066,12.9
1067,13.1
1069,13.7
1071,20.1
1072,28.2
1073,19.8
1074,12.4
1075,16.4
1076,12.8
1077,14.9
1079,12.7
1081,16.3
1082,14.5
1083,9.1
1084,14.6
1085,11.6
1087,62.2
1089,9.7
1090,19.0
1091,19.1
1092,17.1
1094,16.6
1095,8.5
1097,19.4
1098,7.8
1101,19.1
1102,9.6
1103,15.2
1104,16.9
1106,20.1
1107,12.0
1108,7.2
1110,12.3
1113,11.3
1114,13.0
1115,15.4
1116,10.7
1117,11.7
1118,9.5
1120,15.1
1122,13.0
1123,8.7
1124,18.9
1126,15.5
1127,8.7
1128,12.1
1129,13.0
1130,24.1
1131,8.1
1132,20.9
1133,8.1
1134,9.2
1135,12.3
1136,17.2
1137,16.6
1138,13.6
1139,17.6
1140,14.3
1141,8.4
1142,13.0
1145,18.9
1146,19.2
1147,19.2
1148,8.3
1149,12.5
1150,20.0
1151,7.6
1152,8.5
1153,7.2
1154,15.9
1156,13.2
1158,17.9
1159,19.5
1161,19.3
1162,14.0
1163,7.4
1164,18.7
1165,7.5
1166,6.3
1167,10.7
1168,11.1
1169,19.6
1171,6.8
1172,12.2
1174,17.0
1175,20.4
1176,18.6
1177,20.1
1178,10.8
1180,39.1
1181,17.4
1182,18.6
1183,6.5
1184,15.1
1185,19.7
1189,5.4
1190,14.0
1191,21.2
1192,16.5
1193,12.7
1194,20.3
1195,28.3
1196,7.6
1197,15.4
1198,12.8
1199,45.9
1200,6.3
1201,17.1
1202,15.1
1203,9.5
1204,53.2
1206,14.7
1207,16.9
1208,19.4
1209,19.0
1210,12.5
1211,6.6
1214,7.8
1215,19.3
1216,20.6
1217,42.3
1218,38.7
1219,51.0
1220,12.6
1222,8.0
1224,10.4
1225,11.4
1227,23.6
1228,11.1
1229,11.4
1230,17.1
1232,22.0
1233,18.2
1234,23.9
1236,19.7
1237,11.5
1238,30.4
1239,14.0
1241,16.0
1242,12.8
1243,12.9
1244,13.2
1245,21.1
1246,18.4
1247,13.5
1248,11.5
1249,20.0
1250,21.8
1251,23.2
1252,4.8
1253,10.9
1254,21.9
1255,19.7
1256,23.7
1257,13.0
1258,21.5
1259,15.8
1260,17.8
1261,20.1
1262,7.2
1263,12.8
1264,22.5
1265,12.2
1266,18.1
1267,17.5
1268,12.1
1269,27.6
1270,12.1
1272,16.9
1273,22.1
1274,24.8
1275,17.0
1276,18.2
1277,15.0
1278,14.8
1279,21.9
1280,19.4
1281,13.9
1282,23.1
1283,23.2
1284,22.5
1285,17.3
1286,22.7
1287,19.0
1288,22.7
1289,12.3
1290,19.1
1291,12.9
1292,12.5
1293,21.3
1294,17.9
1295,19.1
1296,17.0
1297,17.4
1298,18.0
1299,21.2
1300,19.0
1301,21.9
1302,13.1
1303,15.7
1304,21.1
1305,18.8
1306,14.0
1307,14.9
1308,28.5
1309,12.3
1310,20.6
1311,20.9
1312,23.9
1313,13.8
1315,35.0
1316,14.8
1317,18.4
1319,15.8
1320,16.5
1321,25.0
1322,20.5
1323,16.8
1324,21.5
1325,22.3
1326,22.9
1327,17.7
1328,18.5
1329,12.3
1330,19.4
1331,14.9
1332,22.9
1333,13.7
1334,22.7
1335,19.8
1336,21.7
1337,15.2
1338,23.8
1339,17.3
1340,25.0
1341,19.7
1342,18.1
1343,15.1
1344,45.5
1345,8.8
1346,19.3
1347,20.7
1348,16.2
1349,23.6
1350,19.1
1351,19.9
1352,21.3
1353,15.8
1354,26.3
1355,20.5
1356,25.4
1357,21.7
1358,19.1
1359,22.0
1360,23.9
1362,24.4
1363,19.6
1364,23.9
1365,19.7
1368,21.6
1369,18.2
1370,28.9
1371,19.6
1372,21.6
1373,22.8
1375,21.4
1376,24.0
1377,35.7
1378,20.0
1379,23.0
1380,57.7
1381,21.2
1382,23.7
1384,27.7
1385,15.6
1386,26.4
1387,22.5
1389,22.6
1390,22.6
1391,19.9
1392,21.3
1393,20.6
1394,20.3
1395,21.9
1396,25.0
1397,20.3
1398,21.0
1399,36.4
1400,19.3
1401,22.6
1402,19.8
1403,21.9
1404,21.8
1405,18.8
1406,25.6
1407,23.2
1408,42.9
1409,24.2
1410,21.8
1411,34.0
1412,38.0
1413,24.2
1414,20.0
1415,25.6
1416,25.9
1417,27.2
1418,19.1
1419,5.3
1420,36.4
1421,18.0
1422,21.1
1423,18.6
1424,18.7
1425,31.8
1426,21.8
1427,17.7
1428,16.7
1429,21.6
1430,23.5
1431,19.8
1433,19.1
1435,25.0
1436,21.7
1437,31.6
1438,20.2
1439,22.1
1442,32.6
1443,25.7
1444,23.1
1445,19.2
1447,17.5
1449,19.0
1450,18.5
1451,18.4
1452,19.4
1453,19.5
1455,26.8
1456,18.0
1457,20.0
1458,21.2
1460,29.2
1461,50.3
1462,34.0
1463,18.3
1464,18.3
1465,18.2
1466,31.0
1467,26.4
1468,18.1
1469,17.6
1470,29.2
1471,38.7
1472,27.4
1473,21.8
1474,29.5
1475,23.4
1476,23.0
1477,24.5
1478,20.5
1479,26.2
1481,39.6
1482,22.8
1483,19.2
1484,21.1
1485,26.0
1486,20.1
1487,38.0
1488,15.5
1490,18.9
1491,17.6
1492,17.6
1494,18.2
1495,20.0
1496,19.9
1497,22.2
1498,19.9
1499,25.4
1500,36.8
1501,17.6
1502,25.2
1503,18.0
1504,26.3
1505,20.7
1506,16.9
1507,23.7
1509,26.9
1510,23.5
1511,20.8
1512,20.0
1513,14.9
1514,24.3
1515,26.3
1516,16.2
1517,22.4
1518,16.4
1519,17.4
1520,17.3
1521,17.9
1522,26.7
1523,23.9
1525,21.7
1526,35.9
1527,23.8
1528,16.5
1529,38.1
1530,27.3
1531,15.4
1532,71.1
1533,14.9
1534,15.5
1535,17.4
1538,24.4
1539,13.8
1540,23.3
1541,24.1
1542,27.9
1543,31.8
1544,25.1
1545,21.7
1546,14.9
1547,23.6
1548,16.2
1549,18.5
1552,25.9
1553,20.3
1554,24.6
1555,21.4
1556,19.5
1557,19.5
1558,21.2
1559,17.3
1560,22.4
1561,25.9
1562,21.9
1563,27.0
1564,16.4
1565,17.6
1566,16.6
1567,22.8
1568,24.4
1569,14.7
1570,14.6
1571,18.0
1572,21.9
1573,15.4
1574,21.2
1575,30.6
1576,21.6
1577,22.4
1578,18.3
1580,31.6
1581,25.6
1582,19.4
1583,24.0
1584,25.5
1585,22.2
1586,23.0
1587,20.9
1588,23.2
1589,17.4
1590,23.3
1591,17.5
1593,22.2
1594,16.8
1595,16.5
1596,19.7
1597,27.4
1598,25.2
1599,24.9
1600,21.1
1601,24.0
1602,23.9
1603,22.7
1604,24.6
1605,18.9
1606,21.8
1607,19.9
1608,21.1
1609,27.6
1610,23.4
1611,38.1
1612,26.3
1613,19.9
1614,33.8
1615,22.6
1616,16.4
1617,19.9
1618,18.4
1619,19.9
1620,9.7
1621,29.8
1622,19.6
1623,26.1
1624,27.1
1625,26.8
1626,20.0
1627,22.7
1628,26.6
1629,25.3
1630,21.2
1631,28.6
1632,19.7
1633,27.1
1634,19.8
1635,20.7
1636,32.1
1637,27.9
1638,15.3
1639,20.7
1640,23.7
1641,42.2
1642,18.4
1643,31.8
1644,21.7
1645,22.5
1646,19.9
1647,18.2
1648,19.3
1649,17.4
1650,20.8
1651,23.4
1652,22.8
1653,21.7
1654,20.6
1655,20.6
1656,28.3
1657,106.4
1658,21.5
1659,19.0
1660,19.8
1661,17.3
1662,32.9
1663,18.0
1664,24.1
1665,16.1
1666,69.2
1667,55.1
1668,23.1
1669,23.0
1670,25.0
1672,25.4
1673,24.5
1675,31.4
1676,22.4
1677,21.5
1679,45.6
1680,18.1
1681,20.2
1682,29.1
1683,19.2
1684,19.2
1685,29.9
1686,25.9
1687,23.8
1688,21.9
1689,26.1
1690,32.1
1692,23.6
1693,18.1
1694,17.9
1695,19.4
1696,38.0
1697,33.6
1698,22.1
1700,27.7
1701,31.2
1702,19.5
1703,26.8
1704,19.9
1705,79.6
1706,20.1
1707,22.5
1708,23.8
1709,27.9
1711,21.2
1712,22.4
1713,24.7
1714,38.8
1715,25.7
1716,20.8
1717,20.2
1718,20.2
1719,22.0
1721,34.4
1722,32.8
1723,28.3
1724,36.6
1725,24.6
1726,21.5
1727,34.1
1728,20.2
1730,21.8
1731,19.6
1732,38.3
1733,20.4
1734,24.1
1735,22.9
1736,33.4
1737,24.4
1738,29.4
1739,23.7
1740,21.4
1741,19.1
1742,18.9
1743,20.2
1744,21.3
1745,37.4
1746,17.7
1747,22.6
1748,28.9
1749,23.6
1750,37.7
1751,23.6
1752,28.6
1753,35.3
1754,23.7
1755,19.6
1756,19.3
1757,20.3
1758,24.9
1759,40.0
1760,26.9
1761,40.2
1762,22.6
1763,23.4
1764,18.2
1765,16.9
1767,25.3
1768,26.1
1769,33.8
1771,22.1
1773,18.8
1774,26.8
1775,22.3
1776,18.8
1777,23.1
1778,21.3
1779,20.7
1782,19.1
1783,16.3
1784,24.6
1785,18.1
1786,20.0
1787,23.9
1788,23.2
1789,24.5
1790,42.2
1791,40.6
1793,20.5
1795,23.4
1796,26.8
1797,21.0
1798,20.3
1799,19.8
1800,20.2
1801,19.5
1802,21.7
1803,20.8
1804,24.4
1805,26.6
1806,20.7
1807,20.3
1808,20.6
1809,17.4
1810,28.7
1812,20.4
1814,23.0
1815,18.2
1818,20.2
1819,20.6
1820,33.7
1821,114.8
1822,19.8
1823,20.4
1824,21.5
1825,23.1
1826,27.5
1827,18.4
1828,21.9
1829,21.4
1830,22.3
1831,27.3
1832,19.8
1833,23.7
1834,20.0
1835,20.4
1836,80.2
1837,27.3
1839,21.0
1840,23.7
1841,18.5
1842,26.1
1843,17.6
1844,21.0
1845,22.3
1846,21.5
1847,24.2
1848,19.4
1849,23.3
1850,21.2
1851,20.5
1852,20.5
1853,24.1
1854,20.1
1855,26.5
1856,20.2
1857,22.2
1858,19.8
1859,23.3
1860,26.2
1862,22.6
1863,18.8
1864,22.3
1865,21.0
1866,20.2
1867,21.7
1868,25.2
1869,24.5
1870,19.9
1871,23.1
1872,22.4
1873,18.8
1874,19.5
1875,18.8
1876,25.9
1877,23.9
1878,21.4
1879,21.0
1880,21.2
1882,21.8
1883,18.7
1884,21.6
1885,21.5
1886,21.8
1887,21.8
1888,20.3
1889,22.4
1890,25.1
1891,34.1
1892,35.6
1893,22.0
1894,23.7
1895,27.5
1896,21.1
1897,21.8
1898,19.1
1899,68.1
1900,21.1
1901,20.1
1902,20.0
1903,20.7
1904,20.9
1906,17.3
1907,23.7
1908,19.0
1909,23.4
1910,21.0
1911,16.7
1912,22.0
1913,21.9
1914,23.8
1915,23.1
1917,17.9
1918,17.6
1921,21.2
1922,20.6
1923,17.3
1924,21.7
1925,15.4
1926,16.0
1927,18.4
1928,19.1
1929,15.9
1930,19.8
1931,21.7
1932,21.7
1933,17.3
1934,25.0
1935,31.0
1936,17.4
1937,19.1
1938,20.4
1939,21.8
1940,22.4
1941,20.1
1942,19.6
1943,23.8
1944,22.6
1946,23.3
1948,18.7
1949,25.2
1950,19.1
1951,19.6
1952,15.3
1953,23.2
1954,20.3
1955,19.2
1956,20.6
1957,20.8
1958,22.0
1959,24.4
1960,22.3
1961,19.4
1962,24.2
1963,25.1
1965,21.2
1966,18.6
1967,23.8
1969,22.2
1970,19.2
1971,16.9
1972,20.8
1974,20.6
1975,23.2
1976,23.3
1978,24.4
1979,21.0
1980,26.5
1981,20.6
1983,23.3
1986,23.0
1987,23.8
1988,58.0
1989,25.3
1990,30.7
1991,0.0
1994,20.7
1995,21.7
1998,19.9
1999,26.5
2000,22.4
2001,19.6
2002,22.9
2005,20.9
2006,24.4
2007,19.4
2009,22.7
2011,23.5
2012,22.6
2013,19.6
2014,16.9
2015,22.9
2016,19.7
2017,25.8
2018,23.7
2019,23.4
2020,23.9
2021,21.2
2022,19.0
2023,23.2
2024,21.1
2025,23.4
2026,20.8
2027,19.9
2028,20.4
2029,23.1
2030,17.1
2031,22.9
2032,24.1
2033,18.1
2035,26.0
2037,75.9
2038,26.5
2039,20.1
2040,21.8
2041,23.0
2042,16.3
2043,16.6
2044,17.1
2045,16.5
2046,20.7
2047,23.8
2048,15.6
2049,17.5
2050,19.4
2052,22.2
2053,22.0
2054,22.2
2055,23.4
2056,18.3
2058,23.0
2059,19.2
2060,23.1
2061,19.8
2062,24.1
2063,16.5
2064,16.6
2065,31.9
2066,26.0
2068,15.4
2069,17.8
2070,17.0
2071,16.0
2073,24.2
2074,17.6
2075,16.7
2076,17.4
2077,19.2
2078,16.8
2079,18.9
2080,18.2
2081,24.6
2084,15.4
2085,24.1
2087,21.5
2088,16.7
2089,52.4
2090,19.8
2092,22.7
2093,58.2
2095,17.3
2096,17.1
2099,13.1
2100,17.3
2101,49.7
2102,21.6
2104,19.0
2105,19.5
2106,25.8
2107,17.6
2108,23.8
2109,24.9
2110,17.3
2111,19.2
2112,22.8
2113,17.8
2114,17.3
2115,18.4
2116,17.4
2117,22.6
2118,20.1
2122,17.2
2123,17.3
2124,25.0
2125,21.9
2126,19.6
2128,25.6
2131,17.2
2132,18.1
2133,21.9
2135,16.0
2136,19.2
2138,21.4
2139,32.9
2140,20.9
2143,19.9
2144,17.7
2146,34.4
2147,19.0
2148,17.4
2150,19.5
2153,19.5
2155,19.8
2156,18.9
2157,18.2
2160,16.3
2161,18.4
2162,19.6
2163,17.9
2165,123.9
2167,18.3
2169,25.2
2170,19.7
2173,16.0
2175,15.2
2177,23.9
2178,20.9
2179,18.0
2182,17.4
2184,27.7
2185,19.2
2187,31.3
2192,26.8
2193,15.7
2194,15.9
2196,18.4
2198,19.2
2199,8.0
2200,15.5
2201,19.0
2202,13.5
2205,31.1
2206,13.5
2207,17.2
2208,17.0
2213,14.1
2214,26.3
2215,6.7
2217,51.2
2219,23.2
2220,17.8
2221,32.3
2222,18.4
2223,39.3
2224,9.3
2225,12.9
2226,24.2
2230,32.1
2232,34.5
2236,13.7
2237,13.2
2238,23.5
2239,6.5
2240,17.9
2242,12.1
2243,22.2
2244,26.6
2245,22.2
2246,11.3
2249,11.6
2250,10.8
2251,26.8
2252,11.6
2253,12.6
2254,14.3
2256,31.9
2257,13.8
2258,11.9
2259,19.6
2260,22.1
2261,20.2
2262,17.2
2263,28.7
2264,10.9
2265,11.8
2266,14.1
2267,19.9
2268,21.1
2269,16.2
2270,15.4
2271,19.1
2272,10.7
2273,29.7
2274,77.1
2275,13.8
2276,19.8
2277,34.8
2280,20.4
2281,21.7
2282,14.2
2283,12.2
2284,16.0
2285,15.4
2286,12.8
2288,19.4
2289,13.5
2290,19.2
2291,19.0
2292,13.5
2293,26.5
2294,23.8
2295,20.7
2296,21.9
2297,21.3
2298,22.2
2299,19.9
2300,15.1
2301,18.8
2302,19.3
2303,17.7
2304,51.1
2305,18.7
2306,20.7
2307,35.5
2308,16.8
2309,20.5
2310,26.2
2311,20.2
2312,86.2
2313,19.5
2314,17.9
2315,17.4
2316,17.9
2317,20.2
2319,20.6
2320,6.8
2322,17.3
2323,14.3
2324,18.3
2325,20.0
2326,70.3
2327,22.4
2328,16.4
2329,17.8
2330,20.7
2331,18.5
2332,18.2
2333,20.5
2334,17.7
2335,20.6
2337,17.4
2338,15.6
2339,22.5
2340,16.6
2341,21.1
2343,21.5
2344,18.1
2345,33.2
2346,34.4
2347,16.8
2348,42.4
2349,19.2
2350,21.8
2351,17.9
2352,21.1
2353,18.9
2354,19.9
2355,23.6
2356,16.4
2357,17.6
2358,23.9
2359,19.8
2360,18.1
2361,18.1
2362,25.6
2363,51.4
2364,20.0
2365,18.6
2366,16.5
2367,15.2
2368,17.7
2369,19.0
2370,22.8
2371,20.0
2372,52.2
2373,18.5
2374,13.2
2376,20.7
2377,13.7
2378,22.6
2379,19.3
2380,16.6
2383,22.1
2384,22.8
2385,18.7
2386,19.8
2387,21.7
2388,13.5
2389,12.4
2390,32.4
2391,20.1
2392,14.2
2393,12.0
2394,26.9
2395,23.4
2396,18.3
2397,12.3
2398,19.6
2400,18.4
2401,9.0
2402,22.2
2403,50.0
2404,16.5
2405,22.3
2406,16.7
2407,17.8
2409,17.8
2410,31.6
2411,15.9
2412,15.7
2413,31.2
2414,20.0
2415,18.2
2416,15.5
2417,30.8
2418,13.4
2419,19.9
2420,31.8
2421,11.1
2422,24.2
2423,15.5
2424,17.7
2425,19.4
2426,22.1
2427,15.8
2428,21.7
2429,21.1
2430,14.0
2431,16.9
2432,26.2
2433,15.2
2434,25.4
2436,13.3
2438,23.1
2439,15.3
2440,23.0
