origin,destination,count
4019,4330,45900.9
4330,4330,37872.2
3403,4330,31624.9
3692,4330,24491.3
3469,4330,23098.5
3959,4330,20737.4
3325,4330,19854.8
4341,4330,19710.8
3413,4330,17033.6
3635,4330,16987.1
3515,4330,14985.5
3776,4330,14478.5
3563,4330,13809.9
3446,4330,12854.5
3523,4330,12485.5
3444,4330,12243.4
4174,4330,11906.1
3390,4330,11896.6
3398,4330,11349.2
3363,4330,11044.1
3346,4330,11016.1
3340,4330,10834.7
4314,4330,10770.9
3393,4330,10688.7
3947,4330,10458.6
3472,4330,10237.3
4106,4330,10173.1
1,4330,9652.6
3445,4330,9516.2
3366,4330,9358.3
3392,4330,9037.8
3324,4330,8743.1
3401,4330,8725.9
3383,4330,8701.2
3518,4330,8611.7
4239,4330,8595.2
4132,4330,8542.3
4177,4330,8284.3
3375,4330,8173.8
3337,4330,8006.0
4107,4330,7828.9
3344,4330,7317.9
4131,4330,7172.8
3215,4330,7108.9
3501,4330,7078.6
3513,4330,7026.9
4227,4330,7024.7
4053,4330,7022.1
3464,4330,6988.7
4026,4330,6945.4
4224,4330,6825.4
3514,4330,6599.3
4175,4330,6595.3
3253,4330,6580.3
3860,4330,6531.6
3312,4330,6234.6
3406,4330,6225.2
3402,4330,6190.7
4255,4330,6163.1
3342,4330,6107.9
3315,4330,6041.4
3521,4330,6028.8
3317,4330,6018.5
3313,4330,5854.9
3261,4330,5774.5
3388,4330,5732.3
3964,4330,5732.0
4201,4330,5727.6
3497,4330,5699.8
3493,4330,5689.7
3886,4330,5616.3
3498,4330,5598.3
3984,4330,5554.8
3485,4330,5529.4
3255,4330,5472.2
3378,4330,5460.6
4169,4330,5434.2
4133,4330,5411.4
3311,4330,5400.1
3540,4330,5379.0
3462,4330,5327.8
3512,4330,5326.4
4008,4330,5305.6
3396,4330,5244.6
4395,4330,5141.3
3437,4330,5126.9
3595,4330,5106.7
3259,4330,5023.9
3459,4330,4999.3
4052,4330,4959.2
4079,4330,4900.8
4054,4330,4882.5
4027,4330,4795.9
3190,4330,4776.5
3400,4330,4774.2
3432,4330,4772.1
3536,4330,4735.6
3314,4330,4704.6
4195,4330,4697.9
4127,4330,4648.8
3397,4330,4631.1
3502,4330,4621.6
3399,4330,4601.6
4101,4330,4593.6
4167,4330,4593.1
3360,4330,4468.1
3433,4330,4401.2
3395,4330,4395.3
3382,4330,4379.1
4062,4330,4375.2
4037,4330,4340.3
4234,4330,4334.0
3153,4330,4300.5
3877,4330,4299.8
3425,4330,4273.5
3520,4330,4260.8
3597,4330,4213.8
3547,4330,4204.9
3845,4330,4201.3
4287,4330,4182.3
3965,4330,4165.4
3698,4330,4151.5
3819,4330,4109.8
3517,4330,4069.3
4123,4330,4039.8
4129,4330,4022.5
4036,4330,4019.8
3996,4330,4017.9
3479,4330,4017.0
3343,4330,4016.8
3573,4330,4013.8
4078,4330,4006.4
3765,4330,3981.3
4047,4330,3971.6
3648,4330,3963.5
4286,4330,3931.3
3439,4330,3904.1
3928,4330,3885.0
3339,4330,3856.5
4202,4330,3815.0
3543,4330,3801.0
4180,4330,3796.9
4005,4330,3779.6
4130,4330,3738.2
3914,4330,3671.8
4060,4330,3625.5
4030,4330,3624.4
3176,4330,3620.9
3581,4330,3611.2
3834,4330,3600.7
3569,4330,3572.1
3461,4330,3531.9
3387,4330,3525.2
3911,4330,3510.1
3448,4330,3501.3
3946,4330,3487.3
4153,4330,3485.5
3505,4330,3466.6
3272,4330,3451.8
3608,4330,3404.9
4207,4330,3401.4
3059,4330,3320.3
3858,4330,3300.2
3127,4330,3279.8
3365,4330,3239.6
4059,4330,3234.0
3801,4330,3229.1
3467,4330,3227.0
4111,4330,3193.4
2510,4330,3191.4
3385,4330,3184.1
4338,4330,3182.6
4024,4330,3177.2
3169,4330,3173.3
4156,4330,3122.6
3056,4330,3111.0
4092,4330,3091.8
3297,4330,3085.7
4038,4330,3082.9
3977,4330,3052.7
3951,4330,3046.3
3793,4330,3042.2
4004,4330,3039.8
4146,4330,3036.0
3660,4330,3029.5
3516,4330,3016.1
4056,4330,3013.8
3966,4330,3006.3
3820,4330,3000.2
4148,4330,2985.6
3349,4330,2952.0
4292,4330,2913.1
3661,4330,2910.2
4181,4330,2910.2
4178,4330,2887.8
3273,4330,2873.2
3122,4330,2862.3
3289,4330,2857.4
3450,4330,2854.8
4196,4330,2852.3
4136,4330,2845.6
4014,4330,2836.1
4001,4330,2831.5
4275,4330,2787.3
4144,4330,2783.4
4031,4330,2783.3
2759,4330,2769.1
3866,4330,2766.7
3148,4330,2754.3
3854,4330,2710.9
4051,4330,2703.8
4179,4330,2702.3
3985,4330,2682.1
3134,4330,2666.7
3851,4330,2664.6
3451,4330,2664.0
3968,4330,2659.5
3646,4330,2650.8
3593,4330,2642.2
4010,4330,2621.7
4140,4330,2617.2
3726,4330,2617.0
4006,4330,2615.1
2199,4330,2612.3
3863,4330,2600.9
3330,4330,2581.9
4237,4330,2570.5
3338,4330,2556.3
3277,4330,2549.8
4200,4330,2530.4
12,4330,2522.3
3844,4330,2520.3
3784,4330,2513.2
4055,4330,2503.1
3052,4330,2501.3
3528,4330,2491.9
3949,4330,2486.5
4241,4330,2467.3
4025,4330,2461.4
3979,4330,2452.9
4035,4330,2448.0
4007,4330,2444.4
4080,4330,2421.2
3193,4330,2417.1
4112,4330,2416.4
3556,4330,2406.7
4041,4330,2386.6
3935,4330,2371.6
2,4330,2358.7
4145,4330,2336.8
3982,4330,2325.6
3864,4330,2298.3
3812,4330,2297.8
4091,4330,2296.2
4160,4330,2290.3
3948,4330,2282.1
4049,4330,2274.8
3932,4330,2266.9
4063,4330,2264.9
3609,4330,2261.9
3151,4330,2260.2
3963,4330,2260.0
3717,4330,2256.5
4162,4330,2242.7
4134,4330,2236.0
3590,4330,2233.9
3850,4330,2207.8
4182,4330,2206.0
2990,4330,2185.2
2785,4330,2174.1
2215,4330,2157.7
4118,4330,2147.9
3756,4330,2147.1
3848,4330,2144.3
3112,4330,2133.4
3181,4330,2121.0
4147,4330,2118.9
3129,4330,2113.8
3665,4330,2106.6
3585,4330,2104.9
3641,4330,2103.1
3941,4330,2092.3
3460,4330,2084.2
3483,4330,2065.0
4029,4330,2052.3
4108,4330,2045.0
3449,4330,2040.8
3553,4330,2039.4
4238,4330,2025.1
3144,4330,2022.9
3410,4330,2020.4
3118,4330,2006.1
3908,4330,2004.7
3654,4330,2004.0
3981,4330,1999.7
4013,4330,1988.1
3870,4330,1981.3
3872,4330,1978.7
4258,4330,1974.8
3522,4330,1972.2
4251,4330,1971.1
4110,4330,1968.0
3840,4330,1964.3
3320,4330,1963.0
4083,4330,1949.4
4203,4330,1943.3
4392,4330,1938.3
3986,4330,1935.3
3642,4330,1922.8
3943,4330,1920.3
3470,4330,1918.2
3913,4330,1907.4
3915,4330,1898.6
3389,4330,1888.2
4426,4330,1883.1
3699,4330,1874.8
3939,4330,1874.2
4009,4330,1867.2
4245,4330,1855.6
3926,4330,1855.2
3967,4330,1852.5
4113,4330,1849.5
4042,4330,1846.3
3788,4330,1841.1
4306,4330,1839.0
3362,4330,1835.7
3940,4330,1835.2
4260,4330,1826.4
4257,4330,1826.4
4279,4330,1822.2
4044,4330,1820.3
3818,4330,1815.6
3713,4330,1809.1
3785,4330,1800.4
3655,4330,1785.8
3537,4330,1780.7
4116,4330,1772.6
4117,4330,1770.8
3983,4330,1763.9
3835,4330,1763.5
2767,4330,1760.6
4022,4330,1758.3
3557,4330,1756.5
4244,4330,1748.0
3278,4330,1737.8
3280,4330,1734.6
4061,4330,1711.4
4216,4330,1698.2
4158,4330,1692.2
4183,4330,1673.7
3290,4330,1673.6
3852,4330,1673.5
3873,4330,1669.7
4213,4330,1660.9
3976,4330,1650.8
3942,4330,1648.8
4139,4330,1637.8
3419,4330,1637.4
3637,4330,1637.2
3252,4330,1619.5
4176,4330,1617.5
4070,4330,1615.7
4087,4330,1612.8
3910,4330,1611.8
3909,4330,1608.1
4235,4330,1597.7
3991,4330,1597.3
3427,4330,1591.6
3738,4330,1591.0
4034,4330,1586.0
4040,4330,1581.9
3251,4330,1574.6
3301,4330,1571.9
3551,4330,1568.1
3970,4330,1554.8
3849,4330,1549.3
3714,4330,1547.9
4066,4330,1534.3
3524,4330,1533.5
3929,4330,1532.2
3781,4330,1531.0
3296,4330,1527.4
4138,4330,1526.1
4303,4330,1525.9
3436,4330,1524.4
4215,4330,1522.5
4039,4330,1510.0
4109,4330,1508.7
3482,4330,1505.8
3431,4330,1501.7
3156,4330,1489.7
3246,4330,1489.3
3990,4330,1484.9
3847,4330,1470.2
4199,4330,1455.6
3792,4330,1453.6
3746,4330,1440.6
3825,4330,1440.3
3969,4330,1439.5
3276,4330,1439.0
4223,4330,1437.9
3279,4330,1437.5
3571,4330,1433.7
4084,4330,1429.0
4205,4330,1422.4
3574,4330,1422.3
4020,4330,1417.6
4384,4330,1414.8
3249,4330,1410.1
3906,4330,1407.6
3184,4330,1404.9
4204,4330,1393.7
4082,4330,1390.2
4278,4330,1387.5
4206,4330,1374.5
4166,4330,1365.3
4262,4330,1363.7
4350,4330,1359.3
3328,4330,1351.1
3999,4330,1341.0
4228,4330,1339.6
3243,4330,1334.7
4285,4330,1327.9
4233,4330,1323.0
3653,4330,1318.7
3763,4330,1318.5
3958,4330,1307.4
3719,4330,1304.1
4100,4330,1298.4
3227,4330,1296.2
4290,4330,1294.9
3930,4330,1292.4
3786,4330,1292.2
4163,4330,1287.8
3962,4330,1287.4
4232,4330,1286.8
2512,4330,1286.2
4198,4330,1285.1
3892,4330,1283.1
3975,4330,1282.8
3724,4330,1281.1
3265,4330,1280.8
4993,4330,1279.8
3223,4330,1274.7
10,4330,1274.3
3826,4330,1274.2
4143,4330,1272.5
4137,4330,1266.9
3550,4330,1266.8
3420,4330,1265.4
4012,4330,1263.5
4312,4330,1262.3
4115,4330,1246.9
3183,4330,1246.7
3208,4330,1237.4
4272,4330,1236.3
3956,4330,1236.1
4075,4330,1234.8
4283,4330,1232.9
3652,4330,1225.9
3936,4330,1207.5
3774,4330,1206.5
3989,4330,1206.4
3912,4330,1198.1
3987,4330,1193.7
4088,4330,1187.1
4086,4330,1186.7
4261,4330,1185.7
4023,4330,1184.5
3671,4330,1184.4
3710,4330,1177.3
3891,4330,1166.8
2589,4330,1164.1
3094,4330,1155.3
3764,4330,1155.1
4095,4330,1154.0
3830,4330,1145.7
4081,4330,1137.0
3347,4330,1136.4
3120,4330,1135.9
3295,4330,1134.0
3174,4330,1131.0
4043,4330,1130.4
4093,4330,1129.7
4590,4330,1128.0
4125,4330,1122.9
4717,4330,1120.1
2839,4330,1109.1
4011,4330,1107.3
