num_hhs,hh_income,hh_size,auto_ownership,num_persons,num_workers,num_teleworkers,total_vmt,total_vht,total_vhd,num_v_trips,num_p_trips,resident_trip_rate,worker_trip_rate
1408502,88035.6539898417,2.537194835364096,1.7468651091727239,3573644,1674899,378295,85412968.28717363,156940791.69171652,503585.55703811935,13541315.796211218,18046387.753394462,4.177438491355042,4.401003284377148
