homeMGRA,vmt_per_capita_by_mgra
1.0,15.070584036833004
2.0,12.003163081058158
3.0,16.0281867157746
4.0,13.010586317044746
5.0,15.460365514805533
6.0,16.435110524453748
7.0,17.379817327000307
8.0,13.635975574873843
9.0,20.453585671349472
10.0,12.218553213909022
11.0,13.871306294410068
12.0,16.893771104380956
13.0,14.106662741503959
14.0,15.843932146469426
15.0,16.54286884076786
16.0,19.05884402222795
17.0,12.771745061396546
18.0,12.607490521287788
19.0,12.867354118666666
20.0,14.460436508810824
21.0,16.41058945560878
22.0,15.868862038104828
23.0,21.895826698977608
24.0,11.783403014331842
25.0,19.618511013346186
26.0,19.179881434229237
27.0,13.089464076430453
28.0,12.103235038670936
29.0,18.753501852378726
30.0,13.073558874185805
31.0,15.924231142199298
32.0,6.9645362924311005
33.0,11.644788490024897
34.0,14.1862215336648
35.0,19.462526037908816
36.0,16.884656946043332
37.0,10.43093935734242
38.0,14.217358644594187
39.0,14.198205122943966
40.0,12.198682815517216
41.0,12.493544950670966
42.0,16.619656440314277
43.0,13.950771846866367
44.0,16.914568500208063
45.0,17.135636575641993
46.0,12.727147547597177
47.0,12.254580065851375
48.0,10.06747440424245
49.0,17.117866732569894
50.0,19.876664272710325
51.0,16.325426184583332
52.0,17.703101506143224
53.0,18.448710329577384
54.0,28.29655738697867
55.0,12.7088152
56.0,22.90067698311005
57.0,13.964477599041317
58.0,14.672391153664277
59.0,16.719553849207763
60.0,15.197694753847994
61.0,27.91525501697945
62.0,15.90133281523757
63.0,19.255955776594828
64.0,15.53802140464087
65.0,11.648428601599575
66.0,11.191848045959354
67.0,14.328027446952147
68.0,13.193136438994957
69.0,16.93467873103332
70.0,13.72921159782037
71.0,15.49261990395106
72.0,24.0944939887269
73.0,11.037863239399753
74.0,12.919861369128387
75.0,12.240963556396418
76.0,10.41082409189255
77.0,16.364550919040173
78.0,15.180201811433054
79.0,15.636195372630203
80.0,24.677483375682005
81.0,11.188290467279845
83.0,16.605901870932925
84.0,11.427147802245475
85.0,14.975916417156672
86.0,17.61847567350062
87.0,14.258648390948707
89.0,13.465205698022489
90.0,11.669521404655885
91.0,11.455732916042537
92.0,2.8745371522095198
93.0,14.831215215594687
94.0,18.46283526014938
96.0,16.15438266456108
97.0,14.511178973335905
98.0,12.366953064958771
99.0,13.819506706789188
100.0,15.448957777579855
101.0,14.084598444627655
102.0,23.265538513239257
103.0,14.090346826922453
104.0,12.472807892972062
105.0,13.817881993606688
106.0,13.423078590888812
107.0,13.4566608260499
108.0,17.323828534853636
109.0,10.329737816962155
110.0,11.951241652397076
111.0,14.592958350982496
112.0,12.611172881088704
114.0,15.52083828987153
115.0,14.831387704015148
116.0,12.485745037725506
117.0,12.482739452393297
118.0,14.757971892112549
119.0,15.507648886015552
120.0,11.579706107032552
121.0,14.995947961856805
122.0,11.175174534460236
123.0,14.677482558654134
124.0,12.528349678600074
