origin,destination,count
4170.0,4170.0,879.7
4172.0,4172.0,401.1
4679.0,4679.0,254.6
4173.0,4173.0,235.9
4172.0,4170.0,178.1
4170.0,4173.0,137.6
4170.0,4172.0,125.3
4172.0,4174.0,124.2
4679.0,4172.0,120.8
4174.0,4172.0,119.3
4173.0,4170.0,117.9
4679.0,4663.0,112.4
4663.0,4663.0,112.3
4679.0,4170.0,111.0
4776.0,4776.0,104.5
4170.0,4171.0,102.3
4695.0,4695.0,99.8
4663.0,4679.0,90.0
4879.0,4879.0,87.5
4682.0,4682.0,86.7
4171.0,4170.0,84.6
4172.0,4679.0,78.5
4795.0,4795.0,78.0
4170.0,4308.0,75.6
4173.0,4172.0,72.9
4172.0,4173.0,71.7
4308.0,4308.0,59.0
4171.0,4172.0,58.8
4176.0,4172.0,58.6
4171.0,4171.0,57.9
4694.0,4695.0,57.8
4787.0,4787.0,56.5
3093.0,4170.0,55.9
4170.0,4679.0,55.6
4176.0,4176.0,55.0
4174.0,4174.0,55.0
5194.0,4170.0,53.8
4308.0,4170.0,52.9
4679.0,4695.0,52.6
4795.0,4790.0,52.0
4690.0,4170.0,51.4
4172.0,4171.0,51.3
4170.0,4682.0,50.5
4690.0,4172.0,49.1
4694.0,4172.0,48.8
5642.0,4170.0,48.6
4307.0,4170.0,48.5
4652.0,4652.0,48.0
4771.0,4771.0,47.6
4172.0,4176.0,46.4
4779.0,4779.0,46.2
4679.0,4670.0,46.0
4679.0,4173.0,44.6
4679.0,4661.0,44.4
4172.0,4682.0,44.3
4679.0,4696.0,44.0
5194.0,4172.0,43.5
4969.0,4969.0,43.3
4170.0,4652.0,43.2
3093.0,4172.0,42.5
4682.0,4170.0,41.0
4682.0,4172.0,40.8
4170.0,4174.0,40.3
4695.0,4679.0,39.6
5179.0,4172.0,39.3
4679.0,4174.0,39.3
4694.0,4170.0,39.0
4177.0,4172.0,38.5
4790.0,4795.0,38.3
5161.0,4170.0,38.1
4790.0,4790.0,38.0
4172.0,4175.0,37.8
4679.0,4171.0,37.2
2689.0,4170.0,36.5
4181.0,4172.0,35.8
4792.0,4792.0,35.6
4796.0,4796.0,35.5
4679.0,4176.0,34.8
3050.0,4170.0,34.6
4170.0,4176.0,34.5
4679.0,4673.0,34.5
4690.0,4690.0,34.0
4174.0,4170.0,34.0
4696.0,4679.0,33.3
4787.0,4779.0,33.1
4679.0,4682.0,33.1
4296.0,4170.0,33.0
5642.0,4172.0,32.8
4781.0,4781.0,32.5
5605.0,4170.0,32.3
4184.0,4172.0,32.1
4703.0,4172.0,32.1
4703.0,4703.0,31.5
4673.0,4679.0,31.5
4170.0,4658.0,31.1
4176.0,4173.0,31.0
4670.0,4679.0,31.0
5192.0,4170.0,30.5
4781.0,4776.0,30.2
4882.0,4879.0,30.1
