origin,destination,count
Carlsbad,San Diego,3095.3073854
Chula Vista,San Diego,2433.1746509
Coronado,San Diego,310.1946108
Del Mar,San Diego,492.2225549
El Cajon,San Diego,1329.1766468
Encinitas,San Diego,3022.0948104
Escondido,San Diego,1866.5598803999999
Imperial Beach,San Diego,204.5988024
La Mesa,San Diego,1028.5808384
Lemon Grove,San Diego,309.991018
National City,San Diego,789.1057885
Oceanside,San Diego,1907.8962077
Poway,San Diego,1485.7045909
San Diego,San Diego,74496.44175366
San Marcos,San Diego,1086.3712576
Santee,San Diego,1251.8992017
Solana Beach,San Diego,1137.9451098
Unincorporated,San Diego,5207.2315372
Vista,San Diego,801.9171656999999
