TAZ,vmt_per_capita_by_taz
488,28.0
489,16.6
490,12.3
491,30.9
492,32.2
494,15.1
495,16.9
496,16.9
497,16.1
498,0.2
499,16.3
500,23.2
503,15.3
505,15.8
506,19.7
507,17.9
508,16.4
509,12.3
510,29.9
511,11.8
512,40.6
513,16.3
514,7.4
515,10.9
516,11.8
517,16.2
518,20.7
519,13.8
520,16.1
521,15.3
522,91.2
523,17.7
525,14.4
526,15.6
527,33.6
528,33.1
529,14.6
530,14.1
531,15.3
532,12.7
533,14.5
534,17.6
535,14.9
536,17.9
537,16.0
538,13.9
539,17.0
540,10.3
541,19.9
542,16.9
543,17.7
544,15.3
545,15.9
546,12.8
547,6.9
548,26.8
550,18.0
551,77.0
552,14.5
554,7.1
556,21.3
557,29.4
558,12.9
559,15.2
560,15.9
561,10.0
562,19.7
563,11.9
564,54.8
565,16.3
566,14.1
567,13.7
568,55.7
569,12.8
570,16.6
571,13.5
573,21.1
574,14.8
575,16.9
576,13.6
577,13.0
578,13.8
579,14.5
580,16.2
581,17.8
582,28.9
583,19.2
584,14.6
585,13.3
586,14.5
587,14.4
588,13.1
589,13.7
590,16.5
592,11.7
593,15.8
594,14.2
595,13.3
596,30.1
597,32.3
598,18.3
599,17.6
600,15.5
601,18.0
604,26.3
606,13.1
607,17.2
608,17.4
609,12.3
610,14.9
611,36.8
612,15.7
613,14.8
614,14.5
615,16.6
616,61.9
617,12.3
618,14.7
619,16.1
620,13.6
621,17.5
622,12.4
623,16.3
624,16.7
625,38.3
626,18.0
627,14.6
628,17.9
629,24.2
630,18.1
631,21.9
632,18.7
633,15.0
634,19.1
635,14.2
636,14.1
637,22.6
638,15.9
639,18.4
640,17.3
641,13.6
642,18.3
643,13.8
644,16.0
645,18.2
646,13.8
647,19.1
648,18.1
649,19.5
650,10.6
651,23.0
652,16.0
653,15.9
654,19.4
655,17.1
656,21.1
657,15.2
658,19.5
659,19.3
660,17.9
662,19.5
663,19.9
664,16.4
665,16.0
666,15.7
667,14.7
668,10.3
669,11.5
670,12.6
671,19.6
672,17.3
673,20.6
674,12.6
675,18.4
676,15.5
677,13.5
678,22.8
679,16.1
680,16.0
681,14.3
682,25.0
684,15.0
686,18.7
687,19.2
688,15.8
690,18.3
691,18.4
692,14.7
693,14.9
694,17.0
695,20.1
697,16.5
698,19.3
699,5.9
700,22.1
701,23.6
703,28.0
706,14.5
708,14.4
710,28.3
711,25.4
712,15.1
713,17.1
714,26.3
715,21.5
716,18.2
717,17.2
719,25.6
720,25.2
721,23.8
722,16.5
723,69.0
724,16.1
725,17.9
726,17.8
727,40.3
728,11.3
729,19.0
730,19.1
731,21.6
732,19.4
733,15.5
734,18.8
737,18.5
738,45.6
739,18.4
740,26.5
741,21.5
742,15.4
743,20.3
744,21.7
745,17.9
746,17.7
747,18.9
748,19.3
749,16.6
750,25.9
751,16.2
752,21.1
753,19.0
754,21.9
755,20.6
756,36.8
757,19.3
759,36.2
760,22.0
761,20.8
762,15.9
763,18.5
764,17.4
765,19.4
766,21.5
767,21.5
768,20.1
769,20.7
770,18.7
771,18.5
772,18.3
773,21.4
774,30.8
775,18.6
776,15.6
777,25.8
778,20.3
779,19.3
780,22.3
781,19.0
782,18.8
783,17.1
784,3.3
785,17.6
786,21.8
788,23.2
789,19.0
790,19.8
791,22.4
792,19.3
793,16.1
794,47.9
795,21.2
796,18.7
797,23.8
798,13.9
799,17.5
800,19.0
801,18.1
802,38.4
803,22.3
804,19.6
805,21.3
806,18.9
807,24.3
808,19.5
809,17.4
810,92.6
811,34.7
812,19.2
813,20.3
814,18.8
815,19.3
816,21.7
817,16.1
818,19.3
819,17.6
820,15.0
821,19.0
822,16.8
823,15.9
824,17.9
825,22.9
826,15.4
827,19.7
828,18.6
829,13.6
830,17.2
831,19.8
832,17.1
833,20.3
834,15.9
835,18.3
836,18.5
837,21.7
838,19.1
839,14.3
840,18.6
841,19.1
842,14.3
843,19.0
844,17.0
845,15.5
846,15.7
847,15.4
848,17.9
849,18.6
850,15.4
851,19.5
852,18.4
853,17.2
854,18.0
855,17.3
856,20.8
857,18.5
858,3.1
859,19.4
860,7.9
861,20.5
862,20.0
863,16.8
864,19.3
865,19.0
866,15.3
867,16.0
869,21.8
870,15.9
871,15.8
873,21.8
874,18.9
875,22.0
876,19.0
877,18.2
878,20.2
879,18.2
880,18.1
881,15.5
882,18.8
883,20.1
884,21.1
885,18.0
886,20.9
887,18.3
888,21.3
889,17.8
890,18.5
891,18.7
892,16.7
893,22.5
894,12.7
895,19.8
896,17.3
897,14.6
898,11.1
899,14.5
900,21.0
901,21.4
902,19.8
903,18.6
904,22.1
905,18.3
906,17.8
907,11.5
908,16.7
909,18.7
910,19.8
911,13.6
912,19.2
913,16.9
914,15.6
915,15.3
916,32.7
918,15.1
919,17.8
920,22.0
921,16.5
922,16.6
924,19.3
926,17.7
928,33.5
929,17.3
930,16.1
932,16.6
933,20.3
934,12.5
935,16.1
936,11.8
937,14.3
938,21.7
940,16.7
941,17.2
942,16.1
943,17.5
945,17.8
946,19.0
947,18.4
948,15.5
949,14.5
950,11.6
952,17.5
953,5.7
954,19.2
955,16.2
956,18.7
958,14.8
960,14.3
962,16.6
963,11.9
964,14.4
966,24.8
967,12.8
970,15.1
971,22.3
972,15.2
974,11.8
975,16.3
976,18.6
978,16.4
979,15.4
980,14.9
984,14.2
987,16.8
988,17.2
989,16.5
990,14.7
991,15.0
993,60.7
995,12.5
996,16.3
999,14.1
1001,13.0
1003,13.3
1004,19.4
1006,16.8
1008,1.7
1009,14.2
1010,11.4
1011,15.1
1012,3.6
1013,15.8
1014,18.6
1015,12.7
1017,14.5
1019,13.0
1021,13.4
1022,13.2
1023,15.2
1024,12.6
1026,18.9
1027,30.1
1030,13.8
1031,24.3
1033,20.6
1034,12.8
1035,14.5
1036,19.9
1041,16.3
1042,14.6
1046,19.3
1047,13.0
1048,10.9
1053,11.9
1054,13.0
1056,14.9
1058,13.8
1059,13.6
1060,4.0
1061,12.2
1062,11.2
1063,14.7
1064,25.8
1066,53.6
1067,6.8
1069,19.0
1071,22.1
1072,29.8
1074,13.9
1075,22.1
1076,12.5
1077,16.9
1079,12.0
1081,18.3
1082,16.1
1083,20.8
1084,16.5
1085,15.0
1087,67.9
1089,12.6
1090,19.6
1092,20.2
1094,17.9
1095,10.4
1098,9.5
1101,20.8
1103,17.2
1104,17.1
1106,19.4
1107,13.0
1108,10.8
1110,15.8
1113,45.0
1114,14.7
1115,17.7
1116,11.9
1117,14.2
1118,9.3
1120,17.2
1122,15.8
1123,11.0
1124,20.3
1126,19.4
1127,25.8
1128,12.0
1129,14.5
1130,30.4
1132,21.3
1133,10.4
1134,10.3
1135,15.4
1136,19.2
1137,17.2
1138,14.0
1139,20.0
1140,16.8
1141,11.8
1145,18.8
1146,19.5
1147,19.7
1148,10.0
1149,17.4
1150,19.7
1151,10.1
1152,0.3
1153,9.6
1154,19.2
1156,30.8
1158,22.3
1159,20.9
1161,19.4
1162,17.4
1163,10.7
1164,20.9
1165,19.0
1167,13.9
1168,14.7
1169,17.0
1171,8.9
1172,20.0
1175,22.4
1177,18.6
1178,14.0
1180,31.5
1181,18.1
1182,19.7
1184,21.1
1185,19.7
1190,16.0
1191,21.7
1192,22.2
1194,21.8
1195,25.8
1196,8.1
1198,14.7
1199,31.1
1201,19.8
1202,17.9
1203,11.0
1204,46.6
1206,4.9
1207,20.2
1208,18.6
1209,20.7
1215,22.7
1216,21.6
1217,35.1
1218,35.3
1219,40.1
1220,15.7
1224,13.1
1227,22.9
1228,13.2
1229,11.3
1230,17.2
1232,24.2
1233,18.9
1234,22.6
1236,19.2
1237,14.8
1238,29.3
1239,13.1
1241,16.4
1242,13.2
1243,11.9
1244,17.8
1245,21.5
1246,21.2
1247,17.7
1248,15.1
1249,19.8
1250,21.5
1251,22.2
1252,10.9
1253,15.4
1254,22.2
1255,20.3
1256,19.7
1257,14.3
1258,22.3
1259,17.7
1260,20.3
1261,20.9
1262,7.6
1263,15.5
1264,21.5
1265,13.2
1266,21.9
1267,22.7
1268,13.4
1269,34.5
1270,12.6
1272,22.2
1273,25.1
1274,16.2
1275,22.2
1276,20.8
1277,16.2
1278,13.8
1279,23.3
1280,20.6
1281,14.2
1282,25.3
1283,23.2
1284,23.4
1285,18.8
1286,24.2
1287,21.6
1288,22.7
1289,13.3
1290,19.4
1291,15.1
1292,12.3
1293,25.0
1294,19.6
1295,17.1
1296,18.5
1297,18.0
1298,19.8
1299,23.0
1300,17.0
1301,16.2
1302,13.6
1303,18.0
1304,25.1
1305,17.9
1306,16.4
1307,16.9
1308,23.1
1309,16.7
1310,20.2
1311,19.9
1312,23.2
1313,12.2
1315,37.2
1316,17.1
1317,20.6
1319,20.1
1320,21.1
1321,26.4
1322,20.1
1323,19.0
1324,22.2
1325,21.8
1326,24.9
1327,18.9
1328,23.0
1329,20.8
1330,21.5
1331,16.5
1332,23.9
1333,17.3
1334,24.0
1335,20.7
1336,21.5
1337,19.2
1338,22.2
1339,19.5
1340,40.7
1341,21.2
1342,22.4
1343,17.7
1344,40.8
1345,41.4
1346,21.3
1347,22.2
1348,23.8
1349,25.2
1350,18.5
1351,24.0
1352,26.5
1353,20.9
1354,26.2
1355,21.3
1356,26.2
1357,22.4
1358,25.5
1359,23.9
1360,25.8
1362,23.3
1363,22.2
1364,32.9
1365,24.6
1368,21.6
1369,20.4
1370,27.2
1371,20.5
1372,21.8
1373,26.1
1375,36.2
1376,26.4
1377,34.2
1378,23.5
1379,27.3
1380,75.2
1381,24.3
1382,25.0
1384,27.8
1385,18.6
1386,19.6
1387,23.1
1389,24.0
1390,22.4
1391,21.8
1392,21.7
1393,22.2
1394,22.6
1395,23.7
1396,21.6
1397,21.7
1398,21.5
1399,38.2
1400,21.6
1401,19.4
1402,19.7
1403,18.9
1404,23.6
1405,22.9
1406,26.4
1407,23.9
1408,42.8
1409,24.1
1410,20.2
1411,32.7
1412,35.2
1413,26.4
1414,24.9
1415,26.9
1416,23.8
1417,23.9
1418,21.7
1419,15.6
1420,34.8
1421,20.9
1422,26.2
1423,21.4
1424,21.8
1425,31.1
1426,21.8
1427,24.5
1428,19.2
1429,22.3
1430,19.0
1431,20.2
1433,23.4
1435,25.1
1436,26.5
1437,37.7
1438,21.9
1439,23.5
1442,32.1
1443,30.1
1444,26.3
1445,19.4
1447,21.7
1449,22.7
1450,22.9
1451,19.9
1452,18.2
1453,20.4
1455,29.9
1456,15.4
1457,21.1
1458,23.3
1460,25.6
1461,49.7
1462,34.5
1463,21.9
1464,20.9
1465,22.2
1466,25.0
1467,27.4
1468,22.5
1469,22.6
1470,29.8
1471,44.8
1472,31.1
1473,22.9
1474,29.9
1475,24.5
1476,23.8
1477,33.9
1478,21.2
1479,26.7
1481,39.5
1482,25.3
1483,20.3
1484,22.0
1485,24.4
1486,22.9
1487,36.4
1488,32.0
1490,21.0
1491,20.8
1492,21.1
1494,21.7
1495,23.5
1496,20.1
1497,23.2
1498,24.7
1499,24.8
1500,29.7
1501,18.5
1502,25.1
1503,20.8
1504,27.6
1505,22.5
1506,18.5
1507,22.5
1508,30.7
1509,25.3
1510,24.1
1511,21.8
1512,23.4
1513,18.5
1514,24.9
1515,24.8
1516,19.0
1517,22.1
1518,20.3
1519,20.6
1520,18.1
1521,20.0
1522,29.1
1523,29.1
1525,23.9
1526,36.3
1527,24.4
1528,22.6
1529,31.1
1530,27.0
1531,27.7
1532,11.6
1533,18.9
1534,23.0
1535,18.4
1538,12.0
1539,11.8
1540,21.6
1541,25.7
1542,29.5
1543,29.8
1544,26.9
1545,26.2
1546,21.4
1547,24.4
1548,23.1
1549,20.2
1552,25.2
1553,22.6
1554,22.5
1555,21.0
1556,23.3
1557,19.2
1558,23.2
1559,25.0
1560,20.7
1561,26.9
1562,26.2
1563,27.1
1564,23.5
1565,21.2
1566,20.2
1567,20.4
1568,24.3
1569,15.1
1570,21.4
1571,18.9
1572,22.9
1573,21.6
1574,21.6
1575,26.9
1576,22.5
1577,21.8
1578,23.5
1580,34.2
1581,24.8
1582,21.8
1583,27.3
1584,25.5
1585,22.9
1586,19.4
1587,23.4
1588,24.2
1589,22.6
1590,24.0
1591,21.1
1593,20.7
1594,18.1
1595,20.2
1596,20.5
1597,28.7
1598,23.6
1599,25.3
1600,23.2
1601,24.4
1602,24.6
1603,24.0
1604,25.0
1605,23.1
1606,26.7
1607,20.1
1608,23.1
1609,29.2
1610,18.7
1611,36.0
1612,26.9
1613,19.2
1614,35.5
1615,25.1
1616,21.7
1617,22.6
1618,22.5
1619,21.8
1620,25.2
1621,26.2
1622,20.6
1623,22.2
1624,27.7
1625,25.6
1626,18.9
1627,26.3
1628,26.6
1629,27.9
1630,16.6
1631,28.3
1632,20.5
1633,24.0
1634,21.2
1635,21.2
1636,35.4
1637,22.9
1638,17.3
1639,24.9
1640,21.4
1641,40.2
1642,18.8
1643,35.1
1644,24.6
1645,23.4
1646,20.9
1647,23.4
1648,23.7
1649,26.8
1650,22.0
1651,24.3
1652,26.8
1653,23.4
1654,21.4
1655,24.3
1656,23.4
1657,41.3
1658,21.6
1659,25.1
1660,23.1
1661,22.8
1662,37.8
1663,18.9
1664,24.9
1665,22.8
1666,51.0
1667,73.9
1668,24.7
1669,23.8
1670,23.4
1672,29.8
1673,23.7
1675,25.1
1676,27.3
1677,24.3
1679,16.1
1680,18.0
1681,24.5
1682,23.8
1683,19.5
1684,21.6
1685,30.5
1686,24.2
1687,23.0
1689,28.0
1690,30.3
1692,24.8
1694,23.0
1696,33.8
1697,28.6
1698,24.8
1700,23.8
1701,34.0
1702,20.0
1703,28.1
1704,21.3
1705,91.6
1706,20.8
1707,22.5
1708,23.8
1709,28.7
1711,23.5
1712,22.8
1713,27.2
1714,35.1
1715,26.6
1716,21.6
1717,20.1
1718,19.8
1719,22.9
1721,30.4
1722,37.4
1723,28.6
1724,44.0
1725,33.2
1726,24.3
1727,32.9
1728,21.0
1730,19.5
1731,23.0
1732,31.6
1733,20.8
1734,25.6
1735,27.2
1736,34.5
1737,25.2
1738,25.8
1739,25.1
1740,22.3
1741,19.7
1742,21.0
1743,22.2
1744,22.2
1745,37.9
1746,22.0
1747,23.5
1748,27.9
1749,29.7
1750,35.8
1751,24.8
1752,27.0
1753,38.0
1754,24.8
1755,18.8
1756,18.4
1757,20.4
1758,22.3
1759,40.8
1760,29.1
1761,42.1
1762,23.1
1763,25.7
1764,19.9
1765,23.0
1767,24.2
1768,27.4
1769,23.0
1771,25.2
1773,22.9
1774,27.2
1775,22.5
1776,25.7
1777,25.6
1778,20.1
1779,18.4
1782,21.1
1783,27.1
1784,24.3
1785,21.7
1786,20.9
1787,24.6
1788,27.2
1789,26.6
1790,46.3
1791,39.8
1793,22.3
1795,24.5
1796,29.3
1797,24.5
1798,21.6
1799,20.9
1800,21.9
1801,20.2
1802,23.5
1803,24.7
1804,26.8
1805,27.7
1806,21.8
1807,20.2
1808,22.2
1809,28.6
1810,28.8
1812,21.6
1814,23.5
1815,23.8
1818,20.7
1819,18.3
1820,15.4
1821,52.9
1822,21.8
1823,20.7
1824,22.4
1825,22.5
1826,23.0
1827,20.6
1828,22.5
1829,24.3
1830,23.1
1831,27.3
1832,19.1
1833,21.4
1834,21.5
1835,22.1
1836,38.9
1837,24.4
1839,20.4
1840,24.1
1841,18.9
1842,25.8
1843,20.6
1844,22.8
1845,22.7
1846,22.8
1847,23.2
1848,19.7
1849,22.6
1850,23.2
1851,26.0
1852,22.5
1853,23.9
1854,22.3
1855,26.1
1856,24.0
1857,21.7
1858,22.8
1859,22.8
1860,25.0
1862,23.2
1863,21.4
1864,23.1
1865,24.7
1866,22.3
1867,22.2
1868,42.2
1869,24.0
1870,20.7
1871,23.5
1872,23.8
1873,19.9
1874,19.8
1875,23.2
1876,27.0
1877,25.0
1878,22.4
1879,22.9
1880,22.2
1882,23.3
1883,21.6
1884,23.3
1885,22.3
1886,22.4
1887,22.2
1888,20.8
1889,24.0
1890,22.6
1891,29.6
1892,37.0
1893,21.7
1894,22.9
1895,28.3
1896,24.0
1897,24.5
1898,20.1
1899,90.6
1900,23.7
1901,19.6
1902,20.5
1903,24.2
1904,20.8
1907,24.5
1908,19.6
1909,24.3
1910,23.0
1911,18.3
1912,21.5
1913,23.0
1914,24.1
1915,22.7
1918,18.4
1921,21.9
1922,20.8
1923,0.0
1924,24.3
1925,17.8
1926,17.4
1927,20.7
1928,16.8
1929,16.9
1930,18.6
1931,22.5
1932,22.5
1933,19.6
1934,24.8
1935,28.8
1937,18.0
1938,23.5
1939,25.0
1940,22.4
1941,24.7
1942,22.6
1943,23.4
1944,24.2
1946,25.8
1948,19.4
1949,25.0
1950,20.4
1951,21.4
1952,11.1
1953,22.4
1954,24.5
1955,15.6
1956,23.5
1957,24.4
1958,21.8
1959,24.6
1960,22.8
1961,21.8
1962,24.6
1963,27.8
1965,22.2
1966,21.3
1967,24.2
1969,24.6
1970,22.4
1971,21.3
1972,24.4
1974,24.9
1975,22.5
1976,23.2
1978,24.4
1979,21.6
1980,24.4
1981,21.8
1983,23.5
1986,23.6
1987,24.1
1988,76.2
1989,24.1
1990,22.7
1991,27.1
1994,22.2
1995,22.6
1998,21.8
1999,24.0
2000,21.9
2002,23.3
2005,19.9
2006,24.7
2007,21.0
2009,22.5
2011,22.9
2012,22.3
2013,20.1
2014,19.3
2015,22.9
2016,20.3
2017,23.3
2018,24.5
2019,23.5
2020,24.9
2021,21.1
2022,22.5
2023,22.5
2024,23.9
2025,23.5
2026,25.3
2027,20.3
2028,20.0
2029,22.7
2030,18.0
2031,25.2
2032,24.4
2033,19.8
2035,30.4
2037,73.3
2038,23.9
2039,21.7
2040,22.8
2041,22.0
2042,18.9
2043,18.3
2044,17.7
2045,18.5
2046,22.5
2047,24.8
2048,16.6
2049,18.5
2050,21.5
2052,22.6
2053,23.7
2054,21.8
2055,25.1
2056,19.4
2058,22.4
2059,20.0
2060,24.5
2061,20.3
2062,25.8
2063,17.6
2064,21.3
2065,44.6
2066,24.7
2068,17.6
2069,19.6
2070,16.6
2071,18.6
2073,24.1
2074,19.5
2075,19.0
2076,17.7
2077,19.6
2078,19.1
2079,16.7
2080,18.6
2081,24.3
2085,24.3
2086,10.4
2087,22.6
2088,16.7
2089,69.0
2092,21.4
2093,38.4
2095,17.3
2096,19.2
2099,15.1
2100,18.0
2101,54.8
2102,21.4
2104,22.5
2106,27.5
2107,18.6
2108,24.6
2109,25.0
2110,19.8
2112,24.8
2113,20.1
2114,18.6
2115,18.5
2116,19.0
2117,24.3
2118,23.2
2122,18.6
2123,20.0
2124,27.6
2125,24.9
2128,25.4
2131,18.2
2132,19.1
2133,20.6
2135,18.6
2136,21.0
2138,22.4
2139,36.3
2140,22.6
2143,20.7
2146,20.3
2147,21.6
2148,19.1
2150,20.6
2153,23.7
2156,22.7
2165,116.1
2169,26.1
2173,20.2
2175,5.1
2177,17.5
2178,27.1
2184,33.0
2187,32.9
2192,26.1
2193,17.2
2199,16.1
2200,19.1
2202,16.7
2205,28.7
2206,16.7
2214,26.5
2215,13.5
2217,52.8
2219,26.8
2220,20.6
2221,40.2
2222,26.9
2223,34.9
2224,25.8
2226,26.3
2230,35.2
2232,39.9
2237,23.8
2238,32.4
2239,14.6
2243,23.7
2244,23.3
2245,24.8
2249,12.5
2250,16.0
2251,27.7
2253,15.5
2254,18.0
2256,28.8
2257,17.6
2259,21.8
2261,20.8
2262,24.9
2263,27.0
2264,15.5
2265,16.0
2267,22.1
2268,20.0
2269,18.6
2270,17.6
2271,22.7
2272,13.9
2273,29.9
2274,68.7
2275,17.2
2276,30.7
2277,9.5
2280,20.2
2281,19.5
2282,18.2
2283,14.4
2284,18.0
2285,18.8
2286,14.8
2288,21.9
2289,16.6
2290,19.4
2291,20.5
2292,15.2
2293,29.9
2294,24.8
2295,21.1
2296,19.5
2297,23.6
2298,21.9
2299,24.2
2300,18.5
2301,20.9
2302,19.3
2303,21.1
2304,55.8
2305,19.6
2306,22.8
2307,40.3
2308,17.9
2309,23.5
2310,26.7
2311,20.7
2312,84.0
2313,21.2
2314,19.4
2315,19.2
2316,20.8
2317,21.8
2319,20.1
2320,16.1
2322,19.5
2323,23.8
2324,19.2
2325,21.8
2326,57.1
2327,21.9
2328,18.4
2329,20.7
2330,21.4
2331,19.7
2332,20.6
2333,21.0
2334,20.9
2335,19.9
2337,17.4
2338,15.9
2339,21.9
2340,18.6
2341,22.5
2343,23.6
2344,18.9
2345,34.4
2346,38.8
2347,17.3
2348,37.0
2349,22.7
2350,19.4
2351,18.2
2352,23.4
2353,21.9
2354,19.9
2355,25.4
2356,20.2
2357,20.1
2358,45.3
2359,19.8
2360,17.0
2361,18.4
2362,27.1
2363,32.4
2364,21.9
2365,20.4
2366,16.8
2367,19.3
2368,17.8
2369,20.6
2370,23.7
2371,18.6
2372,54.1
2373,20.6
2374,16.5
2376,22.4
2377,40.2
2378,24.3
2379,20.6
2380,16.8
2383,22.1
2384,24.9
2385,21.7
2386,20.5
2387,22.3
2389,17.1
2390,32.7
2391,19.7
2392,17.3
2393,15.9
2394,22.4
2395,23.4
2396,19.5
2397,15.3
2398,24.4
2400,20.5
2401,9.6
2402,23.8
2403,52.0
2404,20.0
2405,22.9
2406,17.3
2407,18.4
2409,18.9
2410,33.9
2411,19.2
2412,15.5
2413,32.2
2414,22.8
2415,18.6
2416,18.8
2417,33.3
2418,10.0
2419,21.6
2420,30.9
2421,15.8
2422,21.9
2423,17.6
2424,17.9
2425,20.2
2426,23.3
2427,16.9
2428,20.7
2429,24.2
2430,21.6
2431,19.8
2432,25.6
2433,17.9
2434,27.3
2436,15.5
2438,21.6
2439,18.2
2440,22.2
2442,25.9
2443,22.8
2445,25.8
2446,27.6
2447,30.5
2448,18.3
2450,34.0
2454,27.9
2455,21.8
2456,21.1
2457,22.3
2458,15.3
2459,22.0
2461,36.5
2462,41.2
2464,23.9
2465,15.8
2466,18.2
2467,18.9
2469,31.5
2470,19.1
2472,19.4
2474,21.1
2476,42.7
2477,34.2
2479,20.1
2480,31.7
2481,16.7
2482,18.6
2483,28.9
2484,35.0
2485,17.1
2487,17.5
2488,31.1
2489,23.3
2490,15.0
2491,25.4
2492,15.4
2493,28.5
2495,24.1
2496,17.0
2498,17.0
2499,18.7
2500,19.1
2501,17.5
2502,18.8
2503,18.2
2504,18.2
2505,19.4
2506,59.2
2507,26.7
2508,13.0
2509,17.4
2511,50.2
2512,44.2
2513,21.9
2514,22.6
2515,42.7
2516,21.7
2517,19.3
2518,22.9
2519,23.0
2520,31.0
2521,18.5
2522,20.0
2523,17.9
2524,20.9
2525,22.9
