num_hhs,hh_income,hh_size,auto_ownership,num_persons,num_workers,num_teleworkers,total_vmt,total_vht,total_vhd,num_v_trips,num_p_trips,resident_trip_rate,worker_trip_rate
1197126,80109.06513850672,2.727773016374216,1.85761899749901,3265488,1538157,226633,83614703.8197748,159507250.88192335,600797.7630917316,12047202.56469537,16426897.74200878,4.2206215426300755,4.4809138468959935
