num_hhs,hh_income,hh_size,auto_ownership,num_persons,num_workers,num_teleworkers,total_vmt,total_vht,total_vhd,num_v_trips,num_p_trips,resident_trip_rate,worker_trip_rate
1455755,91537.28723720681,2.5412050791513683,1.7284124045598332,3699372,1729051,457308,88133934.01426175,161419605.0435818,526375.3642031327,14118341.508540729,18838172.21130074,4.175130265353147,4.387503318294255
