TAZ,vmt_per_capita_by_taz
2439,14.9
2440,23.7
2442,27.5
2443,21.8
2445,23.7
2446,24.3
2447,31.5
2448,17.5
2449,13.4
2450,31.3
2452,13.3
2454,34.7
2455,19.3
2456,19.3
2457,20.7
2458,14.6
2459,22.0
2461,38.3
2462,35.5
2464,23.5
2465,12.2
2466,15.9
2467,16.8
2469,29.0
2470,18.6
2472,24.8
2474,20.0
2475,10.0
2476,27.1
2477,33.5
2479,14.8
2480,35.6
2481,12.5
2482,14.6
2483,30.8
2484,0.0
2485,11.1
2487,16.8
2488,27.2
2489,21.7
2490,14.7
2491,19.9
2492,15.6
2493,23.6
2494,13.1
2495,21.0
2496,15.9
2498,15.2
2499,18.1
2500,15.9
2501,17.3
2502,17.3
2503,17.6
2504,17.3
2505,18.8
2506,47.9
2507,27.5
2508,17.4
2509,15.4
2511,43.8
2512,10.5
2513,19.5
2514,23.2
2515,43.1
2516,20.6
2517,13.2
2518,22.2
2519,20.4
2520,32.1
2521,14.7
2522,18.2
2523,14.9
2524,21.0
2525,22.8
2526,14.7
2527,17.3
2528,15.7
2529,15.6
2530,17.5
2531,20.8
2532,23.0
2533,10.3
2534,14.7
2535,15.1
2536,15.0
2537,14.1
2538,17.7
2539,27.2
2540,16.0
2541,21.6
2542,17.6
2543,16.1
2546,18.9
2548,28.2
2550,19.0
2551,29.8
2552,29.8
2553,30.1
2554,14.8
2555,19.9
2556,20.8
2557,20.0
2558,15.8
2559,13.3
2560,12.9
2561,14.6
2562,11.3
2563,10.6
2564,11.4
2565,29.4
2566,20.8
2567,18.4
2568,15.6
2569,20.9
2570,17.5
2571,28.6
2572,33.6
2573,24.8
2574,21.2
2575,13.2
2576,20.0
2579,18.7
2580,10.9
2581,13.3
2582,15.3
2583,3.9
2584,15.3
2585,22.4
2587,18.7
2588,12.5
2589,13.4
2590,11.1
2592,11.0
2593,20.3
2595,23.3
2596,25.5
2597,17.2
2598,15.2
2599,18.4
2600,56.6
2601,17.1
2602,33.8
2603,30.3
2604,17.7
2605,48.9
2606,33.0
2607,36.1
2608,18.7
2610,14.6
2611,16.9
2612,32.7
2613,18.9
2614,22.3
2615,18.7
2617,18.4
2618,11.0
2619,27.8
2621,14.5
2622,20.6
2623,18.3
2624,18.1
2625,0.0
2627,15.3
2629,15.6
2630,19.5
2631,20.4
2632,16.3
2633,17.8
2634,17.8
2635,33.8
2636,18.1
2638,9.5
2640,20.7
2641,16.3
2643,16.1
2644,22.1
2645,18.0
2647,10.2
2648,13.7
2650,17.3
2651,20.1
2652,15.7
2653,18.2
2654,17.5
2656,15.0
2657,20.4
2658,5.1
2659,15.1
2660,13.7
2661,11.3
2662,18.3
2663,17.1
2664,3.3
2665,20.4
2666,13.3
2668,15.0
2669,13.3
2670,13.6
2671,15.7
2672,47.8
2673,12.3
2674,21.5
2676,19.1
2677,15.4
2678,13.8
2679,16.3
2680,22.4
2681,21.5
2682,19.9
2683,16.2
2684,16.5
2685,15.6
2686,16.7
2687,15.5
2688,13.8
2689,35.9
2690,16.2
2691,5.7
2692,22.8
2693,14.5
2695,15.0
2696,15.7
2699,17.2
2701,17.0
2702,6.9
2703,38.3
2704,28.8
2705,22.0
2706,18.8
2707,17.1
2708,24.5
2711,14.4
2712,15.1
2713,13.5
2714,26.2
2715,16.1
2716,17.1
2717,28.6
2718,33.6
2719,22.7
2720,16.6
2721,13.6
2722,15.5
2723,18.8
2724,18.2
2725,13.8
2726,18.4
2727,14.0
2728,17.2
2729,27.5
2730,14.6
2731,32.8
2732,14.9
2733,15.3
2734,14.5
2735,14.3
2736,14.0
2737,18.3
2738,15.2
2739,19.2
2740,19.0
2741,18.2
2742,21.5
2744,19.6
2745,16.4
2746,19.4
2747,13.1
2748,13.3
2749,12.7
2750,7.5
2751,14.7
2752,21.4
2753,16.1
2754,15.4
2755,20.8
2756,12.1
2757,14.2
2758,17.6
2759,14.4
2760,17.7
2761,13.5
2762,14.9
2763,16.6
2764,26.7
2765,14.6
2766,28.1
2767,6.6
2768,14.7
2769,14.2
2772,17.5
2773,16.8
2774,17.9
2775,16.6
2776,20.2
2777,21.8
2778,23.1
2779,16.1
2780,16.7
2781,20.9
2782,14.7
2783,17.8
2784,17.9
2785,15.4
2786,13.5
2787,15.2
2789,11.3
2790,12.9
2791,14.2
2792,12.6
2793,23.0
2794,17.2
2795,23.2
2796,18.5
2797,14.3
2798,14.4
2800,19.1
2801,11.6
2802,12.3
2803,17.9
2804,11.4
2805,11.5
2806,12.0
2807,11.8
2808,13.4
2809,14.2
2810,15.2
2811,14.6
2812,16.3
2813,16.3
2814,17.3
2815,21.2
2816,13.3
2817,14.5
2818,19.4
2819,14.6
2820,21.2
2821,37.3
2822,23.0
2823,15.1
2824,15.7
2825,14.2
2826,18.3
2827,15.5
2828,27.7
2829,12.7
2830,11.9
2831,31.8
2832,17.4
2833,12.1
2834,53.1
2835,0.0
2836,18.6
2837,11.3
2840,18.6
2841,20.5
2842,7.5
2843,20.8
2844,17.2
2846,17.4
2847,20.4
2848,19.2
2849,16.5
2850,12.9
2851,19.4
2853,17.8
2854,15.4
2855,17.3
2856,11.3
2857,17.2
2858,11.1
2859,22.6
2860,12.2
2861,9.8
2862,10.8
2863,12.7
2864,14.6
2865,13.3
2866,14.0
2867,19.8
2868,18.5
2869,11.7
2870,16.9
2871,16.8
2872,18.0
2873,18.3
2874,11.3
2877,17.9
2878,20.9
2879,18.1
2880,11.0
2881,10.4
2882,17.2
2883,19.4
2884,16.2
2885,10.2
2886,17.0
2887,17.4
2888,17.5
2889,45.9
2890,19.3
2891,14.4
2892,10.0
2893,13.5
2894,11.2
2897,12.4
2898,17.9
2899,9.5
2900,10.9
2901,9.7
2902,10.9
2903,12.5
2904,10.3
2905,14.8
2906,16.3
2907,19.4
2909,15.3
2910,14.9
2912,18.6
2913,15.2
2914,17.2
2915,11.2
2916,18.7
2917,18.4
2918,15.4
2919,9.5
2920,13.1
2921,8.9
2922,20.8
2923,12.7
2924,19.5
2925,11.1
2926,13.2
2927,8.9
2928,8.8
2929,18.3
2930,10.9
2931,16.2
2932,13.9
2933,8.9
2934,20.1
2935,14.2
2936,21.1
2938,18.0
2939,20.6
2940,9.9
2941,11.1
2942,9.2
2943,14.6
2944,18.0
2945,15.6
2946,15.6
2947,12.6
2948,13.4
2949,18.2
2950,17.7
2951,17.8
2952,13.5
2953,17.2
2954,18.0
2955,13.4
2956,15.6
2957,12.1
2958,14.8
2959,16.3
2960,13.6
2961,13.7
2962,13.7
2963,12.9
2964,10.1
2965,9.7
2966,10.8
2967,9.3
2968,7.9
2969,8.3
2970,11.1
2971,25.2
2972,35.9
2973,19.6
2974,11.7
2975,16.1
2976,21.8
2978,16.6
2979,16.6
2980,16.2
2982,14.3
2984,14.6
2985,10.1
2986,9.6
2987,15.6
2988,17.0
2989,14.9
2990,13.4
2991,17.9
2992,16.6
2993,16.2
2994,17.6
2995,15.8
2996,13.7
2997,15.1
2998,17.0
2999,16.8
3000,13.4
3001,9.7
3002,15.2
3003,9.1
3004,12.2
3005,23.8
3006,14.9
3007,14.1
3008,20.0
3009,18.8
3010,16.3
3011,14.5
3012,39.3
3013,28.3
3014,15.4
3015,24.7
3016,21.3
3017,16.1
3018,19.9
3019,15.5
3021,15.9
3022,14.6
3023,15.8
3024,13.8
3025,16.0
3026,13.9
3027,20.2
3028,14.9
3029,29.6
3030,24.9
3031,12.7
3032,11.6
3033,12.7
3034,12.7
3035,11.3
3036,13.0
3037,15.4
3038,14.2
3039,15.2
3040,15.3
3041,34.7
3042,14.8
3043,15.4
3044,19.6
3045,16.1
3046,13.0
3047,16.6
3048,15.7
3049,16.1
3050,14.6
3051,15.7
3053,24.4
3054,23.2
3055,19.0
3056,12.3
3057,17.0
3058,15.4
3059,12.3
3060,18.9
3061,16.8
3062,14.7
3063,14.8
3064,17.3
3065,15.6
3066,20.9
3067,17.9
3068,15.1
3069,17.9
3070,15.1
3071,15.5
3073,22.1
3074,13.5
3075,13.2
3076,14.3
3077,15.3
3078,13.4
3079,14.5
3080,20.3
3081,12.2
3082,14.0
3083,16.3
3084,16.7
3085,15.8
3087,12.2
3088,15.3
3089,13.7
3090,15.2
3092,12.8
3093,17.7
3094,14.4
3095,34.5
3096,14.6
3097,15.5
3098,9.7
3099,15.4
3100,19.9
3101,17.2
3102,15.3
3103,15.1
3104,14.2
3105,17.2
3106,14.9
3107,16.4
3108,13.1
3109,14.1
3110,19.7
3111,13.1
3113,14.9
3114,18.0
3116,8.0
3117,15.3
3118,14.3
3119,14.2
3122,22.0
3123,17.8
3124,15.9
3125,16.2
3126,14.0
3127,15.8
3128,12.6
3129,18.9
3130,14.6
3131,13.8
3132,14.1
3133,14.6
3134,17.1
3135,17.3
3138,14.9
3139,23.8
3140,16.8
3141,17.2
3142,7.8
3143,17.9
3144,7.8
3145,12.2
3146,12.9
3147,14.2
3148,17.3
3149,12.3
3150,14.0
3151,13.1
3152,14.5
3153,14.6
3154,12.4
3155,14.4
3156,15.3
3157,50.4
3158,11.4
3159,15.8
3161,17.9
3162,16.7
3163,16.8
3164,14.5
3165,14.8
3166,17.1
3167,13.0
3168,14.5
3169,13.9
3170,16.9
3173,12.5
3174,12.3
3175,19.2
3176,10.5
3177,12.4
3178,15.6
3179,13.3
3180,20.0
3182,21.3
3183,12.8
3184,17.8
3185,17.1
3186,12.5
3187,11.8
3188,13.4
3189,20.0
3190,11.2
3192,38.7
3194,13.9
3195,15.0
3196,11.8
3197,23.9
3199,14.1
3200,13.8
3201,12.0
3202,12.3
3203,21.5
3204,18.4
3205,12.7
3206,13.9
3207,18.9
3208,19.0
3209,13.9
3211,13.6
3212,10.2
3213,11.1
3214,19.5
3215,13.6
3216,11.9
3217,13.6
3218,19.9
3219,11.9
3220,16.9
3221,10.0
3222,19.2
3223,12.5
3224,13.4
3225,13.5
3226,11.9
3227,12.1
3228,24.2
3230,23.6
3231,14.3
3232,71.3
3233,11.3
3234,14.4
3235,14.7
3236,66.0
3237,11.8
3238,17.4
3239,15.2
3240,17.2
3241,15.7
3242,14.8
3243,12.2
3244,15.0
3247,12.2
3248,15.6
3249,12.7
3250,12.8
3251,12.5
3252,14.6
3253,12.6
3254,16.9
3255,13.2
3256,10.5
3257,15.6
3258,11.8
3259,12.8
3260,15.8
3261,13.3
3262,11.9
3263,11.4
3264,12.3
3265,13.5
3266,20.0
3267,18.4
3268,20.6
3269,16.7
3270,11.4
3271,13.8
3272,13.4
3273,12.7
3274,17.8
3276,15.6
3277,14.1
3278,13.5
3279,13.7
3280,14.5
3281,16.3
3284,13.7
3285,14.3
3286,15.6
3287,18.9
3288,12.7
3289,12.6
3290,11.9
3291,18.9
3292,18.7
3293,13.9
3294,15.6
3295,14.1
3296,15.3
3297,11.0
3298,13.7
3299,16.7
3300,14.4
3301,14.1
3302,13.8
3303,14.9
3304,21.6
3306,13.6
3307,16.5
3308,13.8
3309,19.3
3310,18.9
3311,10.4
3312,10.8
3313,10.5
3314,12.4
3315,11.5
3316,12.1
3317,12.0
3318,21.7
3321,29.5
3322,18.9
3323,18.7
3324,9.8
3325,12.7
3326,14.5
3327,11.9
3328,17.6
3329,14.9
3330,10.0
3331,14.9
3333,15.6
3334,16.9
3335,16.9
3336,17.1
3337,10.6
3338,13.0
3339,12.3
3340,9.7
3341,14.5
3342,12.9
3343,9.9
3344,10.1
3345,14.7
3346,9.8
3347,12.4
3348,12.9
3349,13.1
3350,37.1
3351,13.1
3352,16.5
3353,15.2
3354,21.4
3355,20.4
3356,22.4
3357,24.0
3358,15.1
3359,12.5
3360,11.7
3361,20.3
3362,11.6
3363,9.6
3364,22.3
3365,8.6
3366,10.6
3367,19.9
3368,45.2
3369,29.9
3370,13.7
3371,11.7
3372,13.4
3373,11.4
3374,11.3
3375,9.8
3376,14.0
3377,17.8
3378,9.2
3379,14.7
3380,17.1
3381,19.7
3382,6.7
3383,8.0
3384,5.9
3385,9.6
3386,12.3
3387,12.9
3388,6.8
3389,8.8
3390,10.2
3391,19.5
3392,9.9
3393,10.0
3394,14.8
3395,10.9
3396,10.1
3397,11.6
3398,9.0
3399,8.9
3400,8.6
3401,9.9
3402,8.6
3403,9.1
3404,15.2
3405,14.1
3406,11.5
3407,15.8
3408,15.4
3409,18.4
3410,14.3
3411,18.9
3412,13.2
3413,10.0
3414,18.5
3415,12.7
3416,12.3
3417,15.2
3418,12.8
3419,9.9
3420,10.9
3421,14.4
3422,17.1
3423,17.8
3424,17.3
3425,9.5
3426,13.5
3427,9.5
3428,14.5
3429,50.7
3430,11.8
3431,12.7
3432,9.5
3433,7.1
3434,17.9
3435,19.9
3436,15.0
3437,9.0
3438,18.1
3439,11.2
3440,23.9
3441,11.4
3442,15.0
3443,16.3
3444,9.8
3445,10.0
3446,9.3
3447,11.0
3448,11.3
3449,10.9
3450,9.8
3451,10.2
3452,14.9
3453,18.4
3454,10.1
3455,11.4
3456,18.2
3457,15.3
3458,16.0
3459,8.2
3460,14.3
3461,8.7
3462,10.7
3463,15.9
3464,8.1
3465,13.0
3466,21.9
3467,9.3
3468,13.3
3469,8.9
3470,11.9
3471,11.8
3472,9.1
3473,11.9
3474,15.2
3475,12.1
3476,12.6
3477,16.5
3478,21.5
3479,6.4
3480,17.8
3481,20.4
3482,12.1
3483,9.3
3484,12.1
3485,9.1
3486,16.5
3487,12.4
3489,14.7
3490,16.5
3491,15.3
3492,15.7
3493,12.6
3494,12.4
3495,26.4
3496,16.0
3497,12.4
3498,8.9
3499,13.1
3500,12.1
3501,9.9
3502,11.1
3503,10.4
3504,11.4
3505,12.9
3506,14.4
3507,17.0
3508,13.9
3509,13.9
3510,9.7
3511,18.5
3512,11.1
3513,10.8
3514,11.8
3515,9.3
3516,9.5
3517,7.9
3518,10.9
3519,14.6
3520,11.8
3521,11.8
3522,8.7
3523,12.0
3524,10.4
3525,13.7
3526,15.1
3527,13.6
3528,9.3
3529,12.4
3530,16.9
3531,14.4
3532,12.9
3533,19.9
3534,11.6
3535,9.6
3536,10.7
3537,13.7
3538,12.0
3539,15.2
3540,10.6
3541,15.9
3542,14.8
3543,12.3
3544,16.9
3545,12.6
3547,8.9
3548,16.6
3549,14.4
3550,9.5
3551,8.8
3552,17.9
3553,13.4
3554,15.0
3555,9.9
3556,12.6
3557,11.6
3558,11.2
3560,13.2
3561,16.1
3562,11.1
3563,3.4
3564,14.7
3565,13.0
3566,13.6
3567,9.9
3568,82.3
3569,13.7
3570,14.9
3571,9.0
3572,14.4
3573,9.8
3574,14.5
3575,15.4
3577,10.5
3578,13.2
3579,17.3
3580,13.9
3581,12.7
3583,17.9
3584,18.2
3585,15.1
3586,14.1
3587,8.7
3588,11.2
3589,16.1
3590,12.4
3591,13.7
3592,13.9
3593,12.4
3595,12.6
3596,18.7
3597,12.3
3598,13.9
3599,17.3
3600,18.0
3601,15.5
3602,16.3
3603,19.7
3604,16.5
3605,10.5
3606,14.0
3607,20.3
3608,10.2
3609,9.7
3610,13.1
3611,15.1
3612,8.8
3613,14.5
3614,12.8
3616,10.9
3617,14.6
3618,14.3
3619,15.5
3620,29.6
3621,12.6
3622,18.3
3623,23.1
3624,12.8
3625,12.3
3626,14.9
3627,13.5
3629,16.5
3631,14.5
3632,16.4
3633,17.0
3634,17.1
3636,10.8
3638,15.2
3639,14.4
3640,14.0
3642,13.1
3643,12.7
3644,12.7
3645,12.4
3646,12.8
3647,12.7
3648,11.4
3649,11.8
3650,13.2
3651,14.4
3652,11.1
3653,15.4
3654,14.7
3655,14.2
3657,17.4
3658,16.1
3659,17.0
3660,9.5
3661,14.6
3662,16.0
3663,19.2
3664,13.5
3665,14.7
3666,14.0
3667,19.3
3669,15.5
3670,15.6
3671,14.0
3672,16.9
3673,14.3
3674,11.6
3676,17.3
3677,14.6
3678,12.8
3679,16.2
3680,16.3
3681,13.8
3682,14.5
3683,14.2
3684,15.3
3685,14.0
3686,16.6
3687,16.1
3688,15.7
3689,18.1
3690,18.9
3693,12.8
3696,15.6
3697,12.9
3698,14.5
3699,10.8
3700,15.2
3701,9.9
3702,13.4
3703,13.9
3705,14.4
3706,19.5
3707,13.1
3708,15.9
3709,16.2
3710,15.0
3711,17.7
3712,18.2
3713,16.4
3714,15.0
3715,16.8
3716,16.0
3717,15.1
3718,28.8
3720,16.5
3721,27.3
3722,18.0
3723,11.1
3724,12.5
3725,16.1
3726,12.2
3727,17.0
3728,16.2
3729,16.1
3730,9.9
3731,13.9
3732,18.1
3733,17.5
3734,16.9
3735,14.1
3736,19.2
3737,12.2
3738,10.9
3739,17.1
3740,34.2
3741,15.0
3742,13.2
3743,35.8
3744,16.9
3745,17.0
3746,16.2
3747,18.2
3749,17.6
3750,16.8
3751,13.4
3752,19.9
3753,87.2
3754,13.7
3755,11.9
3756,11.1
3757,37.0
3758,18.3
3759,21.0
3761,16.4
3762,26.9
3763,9.4
3764,9.1
3765,9.4
3767,18.7
3768,16.4
3769,16.2
3770,16.9
3771,16.3
3772,16.3
3773,38.5
3774,11.9
3775,20.4
3776,3.3
3777,23.9
3778,15.9
3779,18.9
3780,20.3
3781,10.1
3782,18.8
3783,11.8
3786,15.2
3787,19.8
3788,14.2
3790,18.3
3791,8.5
3792,8.6
3793,8.7
3794,18.1
3795,14.8
3796,15.6
3797,18.8
3799,6.6
3800,17.3
3801,9.8
3802,13.2
3803,14.9
3804,104.4
3805,15.6
3806,28.0
3807,26.8
3808,16.9
3809,17.8
3810,16.0
3811,16.7
3812,12.0
3813,14.6
3814,18.3
3815,13.5
3816,52.3
3817,15.9
3818,6.1
3819,5.2
3820,8.0
3821,13.7
3822,17.0
3823,19.3
3824,17.3
3825,13.9
3826,15.4
3827,21.3
3829,10.7
3830,8.2
3831,16.3
3833,17.8
3834,8.6
3835,9.7
3836,11.9
3837,21.8
3838,15.2
3839,14.0
3840,8.0
3843,17.6
3844,5.3
3845,5.7
3846,16.8
3847,7.7
3848,7.2
3849,14.7
3850,7.0
3851,5.0
3852,7.0
3853,17.0
3856,16.5
3857,8.8
3858,4.1
3859,17.4
3862,16.2
3863,4.3
3864,5.7
3865,18.9
3866,13.2
3867,15.2
3868,66.5
3869,28.3
3870,4.4
3871,6.5
3872,7.7
3873,7.0
3874,5.9
3875,11.2
3876,17.5
3877,4.3
3878,19.3
3880,17.9
3881,15.8
3882,21.3
3883,14.3
3884,19.0
3885,15.6
3886,4.5
3887,7.4
3888,5.8
3889,7.3
3890,7.1
3891,6.2
3892,5.1
3893,6.3
3894,6.1
3895,15.1
3896,16.0
3898,26.1
3899,16.4
3900,17.7
3901,35.1
3902,16.9
3903,17.3
3904,16.5
3905,4.6
3906,3.6
3907,5.2
3908,5.1
3909,5.4
3910,4.0
3911,5.5
3912,6.4
3913,6.6
3914,6.5
3915,4.4
3916,7.4
3917,14.0
3918,15.8
3919,33.7
3920,15.7
3922,51.6
3923,16.8
3925,15.7
3927,56.6
3928,6.0
3929,5.6
3930,4.5
3931,8.0
3932,5.5
3934,4.6
3937,3.0
3938,3.8
3939,3.9
3940,3.2
3941,3.2
3942,2.5
3943,2.9
3944,3.0
3945,17.8
3946,10.5
3948,3.8
3949,8.9
3951,11.9
3952,4.3
3954,3.4
3955,4.2
3956,3.7
3960,1.8
3964,3.4
3965,2.3
3966,3.1
3967,2.9
3968,11.2
3969,11.8
3970,11.2
3971,13.8
3972,14.9
3973,16.6
3974,4.3
3975,13.9
3976,3.5
3977,5.2
3978,5.9
3981,2.5
3982,2.0
3983,3.9
3984,1.9
3985,2.9
3986,2.3
3987,2.8
3988,2.7
3989,2.7
3990,7.8
3991,14.6
3992,16.5
3993,15.8
3995,18.6
3996,15.8
3997,3.3
3999,2.9
4000,2.6
4001,2.2
4002,2.6
4003,2.5
4004,2.4
4005,2.3
4006,1.8
4007,2.0
4008,2.0
4009,2.5
4010,3.0
4011,1.0
4014,2.3
4015,18.5
4016,28.8
4017,20.6
4018,14.5
4020,7.1
4021,6.8
4022,4.9
4027,2.6
4028,24.6
4029,1.7
4030,2.5
4031,2.2
4032,1.7
4034,4.1
4035,5.3
4036,0.7
4037,1.8
4038,2.0
4039,2.3
4040,2.0
4041,2.9
4042,10.0
4043,9.9
4044,11.6
4045,16.2
4046,15.2
4047,7.6
4048,2.5
4049,4.9
4052,2.3
4053,1.9
4054,2.4
4055,2.1
4056,2.0
4057,1.1
4058,2.1
4059,2.4
4060,2.9
4061,2.2
4062,2.9
4063,4.6
4064,16.3
4065,17.3
4066,8.3
4067,17.2
4068,19.3
4069,17.2
4071,16.4
4072,16.1
4073,40.7
4074,17.7
4075,6.4
4076,31.0
4077,3.7
4078,2.0
4079,0.9
4080,1.8
4081,2.0
4082,2.2
4083,1.7
4084,6.3
4086,3.3
4087,2.0
4088,2.2
4089,4.0
4090,2.5
4091,3.1
4092,2.9
4093,5.7
4094,15.2
4095,13.5
4096,9.9
4097,10.9
4098,14.2
4099,14.3
4100,5.6
4101,2.5
4102,3.0
4103,2.4
4104,3.0
4105,2.3
4106,1.8
4107,4.4
4108,2.1
4109,2.3
4110,1.7
4111,2.0
4112,2.0
4113,2.6
4114,1.8
4115,2.5
4116,2.3
4117,2.4
4118,3.9
4119,28.7
4120,33.2
4121,16.2
4122,16.6
4125,4.8
4126,5.6
4127,11.6
4128,5.5
4129,4.7
4130,3.1
4131,3.4
4132,3.4
4134,3.5
4135,3.2
4136,1.8
4137,1.7
4138,2.1
4139,2.7
4140,2.2
4141,1.7
4142,3.0
4143,3.4
4144,8.0
4145,8.6
4146,5.2
4147,8.1
4148,10.4
4149,17.9
4150,13.2
4153,2.5
4154,3.2
4155,8.3
4156,4.4
4157,4.4
4158,3.5
4159,3.8
4160,2.4
4161,2.6
4162,1.6
4163,2.1
4164,2.0
4165,2.3
4166,2.3
4167,2.6
4168,15.9
4170,17.5
4171,51.3
4172,2.4
4173,4.4
4174,4.4
4175,5.3
4176,3.2
4177,4.0
4178,2.2
4179,4.8
4180,2.7
4182,1.7
4183,3.4
4184,16.5
4185,2.0
4186,17.9
4187,12.5
4188,12.5
4189,13.0
4190,3.9
4191,16.8
4192,11.4
4194,8.5
4195,4.4
4197,11.9
4198,3.1
4199,2.8
4200,3.3
4201,2.6
4202,3.6
4203,8.5
4204,9.8
4205,9.6
4206,11.5
4207,6.6
4208,17.2
4209,15.6
4210,15.8
4211,17.7
4212,3.9
4213,6.2
4214,2.9
4215,3.9
4216,4.3
4217,11.7
4218,13.2
4219,18.2
4220,17.2
4221,16.9
4222,17.2
4223,9.8
4224,3.0
4225,13.0
4226,13.4
4227,4.3
4228,5.6
4229,12.0
4230,29.3
4231,3.9
4232,5.5
4233,8.9
4234,6.0
4235,9.2
4236,7.9
4237,8.1
4238,10.5
4239,11.2
4240,16.4
4241,8.9
4242,13.0
4244,12.4
4245,11.7
4246,14.7
4247,53.3
4248,16.0
4249,17.1
4250,18.1
4251,8.5
4253,17.1
4254,15.6
4255,7.9
4256,17.6
4257,9.3
4259,11.5
4260,8.8
4261,11.0
4262,10.8
4263,10.8
4264,11.4
4265,14.7
4266,17.6
4267,17.7
4268,25.6
4269,12.6
4270,14.4
4271,12.2
4272,15.2
4273,16.3
4275,9.5
4276,15.5
4277,17.0
4278,12.7
4279,9.3
4280,15.6
4282,14.8
4283,18.0
4284,12.7
4285,11.1
4286,8.8
4288,18.9
4289,19.7
4291,16.7
4292,10.8
4293,17.6
4294,11.8
4295,18.6
4296,14.9
4297,11.6
4298,12.2
4299,12.1
4300,11.7
4301,16.8
4302,43.1
4303,11.7
4305,18.3
4306,10.1
4307,15.0
4308,17.8
4309,16.2
4310,14.9
4311,15.7
4312,13.3
4313,12.9
4314,7.2
4315,11.8
4316,18.7
4317,10.5
4318,13.6
4319,12.7
4320,17.3
4321,20.0
4322,12.6
4323,13.6
4324,11.8
4325,12.6
4326,15.8
4327,13.8
4328,17.0
4329,14.0
4330,2.9
4331,54.6
4332,21.0
4333,20.7
4334,12.4
4335,17.5
4336,12.8
4337,12.7
4338,13.7
4339,12.8
4341,4.5
4342,16.1
4343,10.6
4344,11.3
4345,16.3
4346,15.8
4347,48.6
4348,49.1
4349,12.7
4350,14.9
4351,11.7
4352,13.8
4353,11.8
4354,12.6
4355,22.7
4356,51.2
4357,68.5
4358,10.4
4359,11.0
4360,46.2
4361,9.3
4362,16.1
4363,18.0
4364,20.7
4365,25.1
4366,10.2
4367,20.6
4368,17.8
4369,26.9
4370,11.2
4371,10.5
4372,8.7
4373,18.7
4374,22.1
4375,10.9
4376,14.6
4377,9.6
4378,9.1
4379,9.1
4380,16.8
4381,16.0
4382,22.2
4383,16.6
4385,10.6
4386,9.6
4387,10.2
4388,12.6
4389,8.3
4390,11.4
4391,9.4
4392,14.0
4393,16.8
4394,17.1
4395,4.4
4396,8.5
4397,15.3
4398,52.4
4399,8.0
4400,20.3
4401,7.8
4402,15.9
4403,16.5
4404,10.0
4405,8.5
4406,13.8
4407,19.0
4408,56.7
4409,6.7
4410,16.4
4411,12.0
4412,6.1
4413,22.2
4414,6.6
4415,11.6
4416,13.1
4418,19.1
4419,22.7
4420,7.7
4421,15.5
4422,63.1
4423,14.7
4424,18.8
4425,6.8
4426,6.3
4427,7.2
4428,22.0
4429,8.9
4430,13.8
4431,8.4
4432,11.0
4433,9.7
4434,11.5
4435,15.4
4436,15.2
4437,11.5
4438,11.4
4439,6.7
4440,8.4
4441,8.9
4442,20.7
4443,18.2
4444,13.0
4445,6.6
4446,17.0
4447,7.5
4448,16.1
4449,7.4
4450,12.5
4451,8.3
4452,25.1
4453,20.9
4454,18.1
4455,43.0
4456,8.5
4457,15.6
4458,7.4
4459,21.0
4460,19.5
4461,9.4
4462,8.3
4463,21.0
4464,10.1
4465,10.1
4466,13.4
4467,19.2
4468,8.0
4469,13.1
4470,7.6
4471,9.6
4472,13.5
4473,8.3
4474,9.1
4475,15.9
4476,11.4
4478,50.5
4479,4.8
4480,62.5
4481,8.2
4482,10.7
4484,8.5
4485,48.4
4486,11.7
4487,20.7
4488,18.4
4489,20.7
4490,15.7
4491,8.1
4494,19.7
4496,12.8
4497,10.4
4498,101.0
4499,14.3
4501,8.9
4502,9.0
4504,17.4
4505,8.9
4506,19.9
4507,7.8
4508,12.3
4509,5.6
4510,19.0
4511,54.6
4512,17.6
4513,17.7
4514,18.4
4515,18.8
4516,20.1
4517,18.7
4520,18.6
4521,66.3
4523,8.4
4524,18.6
4525,13.1
4526,13.9
4528,8.3
4529,17.7
4530,12.3
4531,12.7
4532,8.7
4533,17.2
4534,18.0
4535,18.5
4537,12.5
4538,18.5
4540,15.6
4543,19.5
4546,17.2
4547,18.4
4548,16.7
4549,12.0
4552,13.2
4554,16.6
4555,11.1
4557,18.3
4560,10.3
4561,16.7
4562,11.1
4563,18.3
4564,60.5
4565,43.4
4566,14.6
4568,16.1
4569,16.0
4570,10.0
4571,26.4
4572,10.7
4573,12.1
4574,15.4
4575,7.9
4576,10.7
4578,12.7
4579,17.1
4582,17.8
4583,15.9
4584,9.3
4585,12.7
4587,9.1
4589,9.0
4590,21.3
4591,9.2
4592,16.1
4593,12.1
4594,19.5
4595,17.8
4596,8.9
4597,56.4
4598,15.7
4599,15.0
4601,15.9
4602,9.4
4603,13.0
4604,48.7
4605,8.2
4606,98.8
4607,8.2
4608,14.9
4609,17.7
4610,8.4
4611,14.2
4613,14.6
4614,15.0
4615,16.1
4616,9.2
4617,10.7
4618,16.7
4619,18.7
4620,18.8
4621,8.5
4622,9.6
4623,16.0
4624,9.1
4626,16.1
4627,17.1
4628,15.1
4629,6.7
4630,12.5
4631,9.2
4632,11.8
4633,14.7
4634,16.5
4635,7.0
4636,12.6
4637,17.7
4639,9.0
4640,16.1
4641,11.8
4642,18.7
4643,6.8
4644,15.6
4646,9.4
4647,15.2
